"Freq [GHz]","dB(ActiveS(1:1)) []"
2.5,-1.17446381471912
2.51,-1.22376611507336
2.52,-1.27417548960749
2.53,-1.32535501485339
2.54,-1.37704931452866
2.55,-1.42909019780352
2.56,-1.48139131752218
2.57,-1.53393573467907
2.58,-1.58676046754819
2.59,-1.63994126923888
2.6,-1.69357964264964
2.61,-1.74779294797168
2.62,-1.80270762323577
2.63,-1.85845506195617
2.64,-1.91516950447843
2.65,-1.97298730017794
2.66,-2.03204699650348
2.67,-2.0924898448055
2.68,-2.15446044456038
2.69,-2.21810735886787
2.7,-2.28358361898607
2.71,-2.35104709487402
2.72,-2.42066074602458
2.73,-2.49259278708581
2.74,-2.56701681060064
2.75,-2.64411190876426
2.76,-2.72406283075325
2.77,-2.80706020446493
2.78,-2.8933008432316
2.79,-2.98298815041618
2.8,-3.07633262841154
2.81,-3.17355249371271
2.82,-3.27487439637391
2.83,-3.38053424006863
2.84,-3.49077809778917
2.85,-3.60586321754517
2.86,-3.72605911184153
2.87,-3.85164872387685
2.88,-3.98292966203965
2.89,-4.12021549227724
2.9,-4.26383707535343
2.91,-4.41414393322787
2.92,-4.57150562639597
2.93,-4.7363131229273
2.94,-4.90898014128003
2.95,-5.08994445403975
2.96,-5.27966914978214
2.97,-5.47864386626489
2.98,-5.68738603054196
2.99,-5.90644217000133
3,-6.13638939146578
3.01,-6.37783716118362
3.02,-6.63142955394931
3.03,-6.89784817175182
3.04,-7.17781595873261
3.05,-7.47210215842236
3.06,-7.78152867137763
3.07,-8.1069780783492
3.08,-8.44940359933619
3.09,-8.809841266379
3.1,-9.18942460128233
3.11,-9.58940211003108
3.12,-10.0111579303968
3.13,-10.4562359871756
3.14,-10.9263679960972
3.15,-11.4235055641629
3.16,-11.949856368843
3.17,-12.5079237875133
3.18,-13.1005480629252
3.19,-13.7309445020093
3.2,-14.4027291006917
3.21,-15.1199120016899
3.22,-15.8868196849016
3.23,-16.7078686574583
3.24,-17.5870390658455
3.25,-18.5267537651925
3.26,-19.5256053763856
3.27,-20.5739436944645
3.28,-21.6458606471173
3.29,-22.6865233013919
3.3,-23.5983158072857
3.31,-24.2426405640248
3.32,-24.4862644081801
3.33,-24.2844389081304
3.34,-23.7159810358345
3.35,-22.9236443975136
3.36,-22.0359914939762
3.37,-21.1366882636474
3.38,-20.2702316434102
3.39,-19.4564145094981
3.4,-18.7016308648079
3.41,-18.0056518682956
3.42,-17.3652666783442
3.43,-16.7761322529683
3.44,-16.2336744196934
3.45,-15.7335031740135
3.46,-15.271584226542
3.47,-14.8442908853871
3.48,-14.448399377857
3.49,-14.0810594807302
3.5,-13.739756342372
3.51,-13.4222711899846
3.52,-13.1266444267753
3.53,-12.8511425009073
3.54,-12.5942288760127
3.55,-12.3545389363329
3.56,-12.1308584490192
3.57,-11.9221051405022
3.58,-11.7273129488718
3.59,-11.5456185510914
3.6,-11.3762498126086
3.61,-11.2185158574868
3.62,-11.0717985048519
3.63,-10.9355448602023
3.64,-10.8092608873566
3.65,-10.6925058185255
3.66,-10.5848872864903
3.67,-10.4860570845171
3.68,-10.3957074768027
3.69,-10.3135679952738
3.7,-10.2394026677523
3.71,-10.1730076281635
3.72,-10.1142090619276
3.73,-10.0628614393092
3.74,-10.0188459867462
3.75,-9.98206934155994
3.76,-9.95246232956179
3.77,-9.92997879858188
3.78,-9.91459443458208
3.79,-9.90630548149619
3.8,-9.90512728199827
3.81,-9.91109255470138
3.82,-9.9242493244396
3.83,-9.94465842680175
3.84,-9.97239051638806
3.85,-10.007522520676
3.86,-10.0501334981341
3.87,-10.1002998804137
3.88,-10.1580901040208
3.89,-10.223558666536
3.9,-10.2967396756113
3.91,-10.3776399946181
3.92,-10.4662321254809
3.93,-10.5624470049421
3.94,-10.6661669229066
3.95,-10.7772187979883
3.96,-10.8953680632852
3.97,-11.0203134223572
3.98,-11.1516827294511
3.99,-11.2890302280229
4,-11.4318353472225
4.01,-11.579503207952
4.02,-11.7313669302745
4.03,-11.8866917654667
4.04,-12.044681003158
4.05,-12.2044835319005
4.06,-12.3652028654942
4.07,-12.5259073922697
4.08,-12.6856415637943
4.09,-12.843437714898
4.1,-12.9983281984056
4.11,-13.1493575239008
4.12,-13.2955942076551
4.13,-13.4361420675833
4.14,-13.5701507299223
4.15,-13.6968251508589
4.16,-13.8154339946488
4.17,-13.9253167484396
4.18,-14.0258894920093
4.19,-14.1166492772325
4.2,-14.1971771067815
4.21,-14.2671395339646
4.22,-14.3262889353319
4.23,-14.3744625343029
4.24,-14.4115802770269
4.25,-14.4376416803204
4.26,-14.4527217851256
4.27,-14.4569663569472
4.28,-14.450586476923
4.29,-14.4338526638631
4.3,-14.4070886597142
4.31,-14.3706650000355
4.32,-14.324992479195
4.33,-14.2705156091382
4.34,-14.2077061622803
4.35,-14.1370568839528
4.36,-14.0590754572373
4.37,-13.9742788010537
4.38,-13.8831877782783
4.39,-13.7863223816348
4.4,-13.6841974491528
4.41,-13.5773189379404
4.42,-13.4661807568569
4.43,-13.351262129413
4.44,-13.2330254329687
4.45,-13.1119144438415
4.46,-12.9883529133164
4.47,-12.8627434070399
4.48,-12.7354663572614
4.49,-12.6068792991145
4.5,-12.4773162831378
4.51,-12.3470874719087
4.52,-12.2164789363426
4.53,-12.0857526666019
4.54,-11.955146805401
4.55,-11.8248761006584
4.56,-11.695132563016
4.57,-11.5660863041747
4.58,-11.4378865257248
4.59,-11.3106626255666
4.6,-11.1845253896705
4.61,-11.0595682399026
4.62,-10.935868512889
4.63,-10.8134887494746
4.64,-10.6924779785731
4.65,-10.5728729827146
4.66,-10.4546995352387
4.67,-10.3379736009067
4.68,-10.2227024928798
4.69,-10.1088859797367
4.7,-9.99651733669025
4.71,-9.8855843355848
4.72,-9.77607016874781
4.73,-9.6679543024139
4.74,-9.56121325628524
4.75,-9.45582130684322
4.76,-9.35175111326517
4.77,-9.24897426617757
4.78,-9.14746176093033
4.79,-9.04718439852166
4.8,-8.94811311864376
4.81,-8.85021927044903
4.82,-8.75347482744872
4.83,-8.65785255334948
4.84,-8.56332612553198
4.85,-8.46987022224068
4.86,-8.37746057839731
4.87,-8.28607401335028
4.88,-8.19568843196581
4.89,-8.10628279844494
4.9,-8.01783708032866
4.91,-7.93033215853557
4.92,-7.84374969811791
4.93,-7.75807197379062
4.94,-7.67328164414653
4.95,-7.5893614686749
4.96,-7.50629396201251
4.97,-7.4240609799894
4.98,-7.34264323167565
4.99,-7.26201971050379
5,-7.18216703538068
