"Freq [GHz]","dB(ActiveS(1:1)) []"
2.5,-0.45928476264767
2.51,-0.476208879955535
2.52,-0.493717917955568
2.53,-0.512058685010213
2.54,-0.531449734393254
2.55,-0.552064381028048
2.56,-0.574023637138649
2.57,-0.597397726448733
2.58,-0.622213520521535
2.59,-0.648465008658883
2.6,-0.676124397923097
2.61,-0.705152217454732
2.62,-0.735505561415621
2.63,-0.767144192903646
2.64,-0.800034611747461
2.65,-0.834152391538104
2.66,-0.869483166590653
2.67,-0.906022646355651
2.68,-0.943775990099704
2.69,-0.982756812943095
2.7,-1.02298603010145
2.71,-1.06449068710961
2.72,-1.1073028733428
2.73,-1.1514587752868
2.74,-1.19699789442379
2.75,-1.24396243131937
2.76,-1.29239682125949
2.77,-1.34234739626396
2.78,-1.39386214221488
2.79,-1.44699051703342
2.8,-1.5017832953355
2.81,-1.55829240601975
2.82,-1.61657073121609
2.83,-1.67667183758673
2.84,-1.73864961394804
2.85,-1.80255779256745
2.86,-1.86844933542146
2.87,-1.9363756714233
2.88,-2.006385776447
2.89,-2.07852509520272
2.9,-2.15283431290711
2.91,-2.22934799534736
2.92,-2.30809312822259
2.93,-2.38908760008536
2.94,-2.47233868689934
2.95,-2.5578416088067
2.96,-2.64557823934833
2.97,-2.73551605197109
2.98,-2.82760738599943
2.99,-2.9217891024692
3,-3.01798267823325
3.01,-3.11609475473189
3.02,-3.21601811760379
3.03,-3.317633038504
3.04,-3.42080886628001
3.05,-3.52540571717798
3.06,-3.63127608916628
3.07,-3.73826621880245
3.08,-3.84621701318117
3.09,-3.95496442433374
3.1,-4.0643391858745
3.11,-4.17416589594786
3.12,-4.28426149919133
3.13,-4.39443328565699
3.14,-4.50447657942657
3.15,-4.61417232883213
3.16,-4.72328483090991
3.17,-4.83155982449288
3.18,-4.93872317069988
3.19,-5.04448030937755
3.2,-5.148516638841
3.21,-5.25049891765828
3.22,-5.35007773451575
3.23,-5.44689103814883
3.24,-5.54056866616715
3.25,-5.63073776120548
3.26,-5.71702891686052
3.27,-5.79908285597758
3.28,-5.87655741175016
3.29,-5.94913455957056
3.3,-6.01652723632203
3.31,-6.07848568523374
3.32,-6.13480307935077
3.33,-6.1853202050763
3.34,-6.22992902805967
3.35,-6.26857501476855
3.36,-6.30125814122573
3.37,-6.3280325817001
3.38,-6.34900513034647
3.39,-6.36433246372481
3.4,-6.37421739818734
3.41,-6.37890433062308
3.42,-6.37867407248496
3.43,-6.3738382951284
3.44,-6.36473380014657
3.45,-6.35171681341256
3.46,-6.33515747837236
3.47,-6.31543469550833
3.48,-6.29293142352612
3.49,-6.26803052615668
3.5,-6.24111121851672
3.51,-6.21254614021895
3.52,-6.18269905980638
3.53,-6.151923197049
3.54,-6.12056013621099
3.55,-6.08893929428053
3.56,-6.05737790284053
3.57,-6.02618146010673
3.58,-5.9956446099819
3.59,-5.9660524070855
3.6,-5.93768192998985
3.61,-5.91080420877015
3.62,-5.88568643700228
3.63,-5.86259444216249
3.64,-5.8417953917507
3.65,-5.82356071522795
3.66,-5.80816922398639
3.67,-5.79591041310356
3.68,-5.78708792970729
3.69,-5.7820231935966
