"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.8,90,-180,-21.7075147937591
2,3.8,90,-179,-23.0000568907279
2,3.8,90,-178,-25.0900913764439
2,3.8,90,-177,-28.3985421942285
2,3.8,90,-176,-33.7851511486095
2,3.8,90,-175,-36.7415896071717
2,3.8,90,-174,-30.8665861279643
2,3.8,90,-173,-26.9048195016283
2,3.8,90,-172,-24.5146768918902
2,3.8,90,-171,-23.0758699773714
2,3.8,90,-170,-22.313440396953
2,3.8,90,-169,-22.102426254583
2,3.8,90,-168,-22.3935068323957
2,3.8,90,-167,-23.1848991990843
2,3.8,90,-166,-24.5065703321184
2,3.8,90,-165,-26.377015136411
2,3.8,90,-164,-28.5814054631203
2,3.8,90,-163,-29.9621320030767
2,3.8,90,-162,-29.0073604270788
2,3.8,90,-161,-26.8262856647966
2,3.8,90,-160,-24.8198210712826
2,3.8,90,-159,-23.3065650689183
2,3.8,90,-158,-22.2640052534829
2,3.8,90,-157,-21.6278960136102
2,3.8,90,-156,-21.3466559594876
2,3.8,90,-155,-21.3861025328717
2,3.8,90,-154,-21.7267851052509
2,3.8,90,-153,-22.3613921658487
2,3.8,90,-152,-23.2930437209312
2,3.8,90,-151,-24.5334838856684
2,3.8,90,-150,-26.0974964196407
2,3.8,90,-149,-27.9803044424267
2,3.8,90,-148,-30.0726164532714
2,3.8,90,-147,-31.9186516338671
2,3.8,90,-146,-32.5607938523404
2,3.8,90,-145,-31.6108714932873
2,3.8,90,-144,-29.8939097117489
2,3.8,90,-143,-28.1021556343006
2,3.8,90,-142,-26.4414753116774
2,3.8,90,-141,-24.928776141499
2,3.8,90,-140,-23.5441513290395
2,3.8,90,-139,-22.2712695202278
2,3.8,90,-138,-21.1025602885136
2,3.8,90,-137,-20.0361369780493
2,3.8,90,-136,-19.0722830012022
2,3.8,90,-135,-18.2112804064527
2,3.8,90,-134,-17.4524944532551
2,3.8,90,-133,-16.7942237988268
2,3.8,90,-132,-16.2339025217467
2,3.8,90,-131,-15.768407150662
2,3.8,90,-130,-15.3943519966241
2,3.8,90,-129,-15.1083319886868
2,3.8,90,-128,-14.9071088775368
2,3.8,90,-127,-14.7877511662825
2,3.8,90,-126,-14.7477420171346
2,3.8,90,-125,-14.7850690768855
2,3.8,90,-124,-14.8983088105399
2,3.8,90,-123,-15.0867169642496
2,3.8,90,-122,-15.350336869019
2,3.8,90,-121,-15.6901388990986
2,3.8,90,-120,-16.1082080795536
2,3.8,90,-119,-16.6080035582638
2,3.8,90,-118,-17.1947251526987
2,3.8,90,-117,-17.8758415967081
2,3.8,90,-116,-18.661868174018
2,3.8,90,-115,-19.5675385459721
2,3.8,90,-114,-20.6136151547493
2,3.8,90,-113,-21.8297530516545
2,3.8,90,-112,-23.2590912644095
2,3.8,90,-111,-24.9654130826355
2,3.8,90,-110,-27.0420686906758
2,3.8,90,-109,-29.6053183718948
2,3.8,90,-108,-32.6274640497603
2,3.8,90,-107,-34.8882051579201
2,3.8,90,-106,-33.7496135929876
2,3.8,90,-105,-30.828467581226
2,3.8,90,-104,-28.1673502976761
2,3.8,90,-103,-26.0141137360758
2,3.8,90,-102,-24.2609698967598
2,3.8,90,-101,-22.8002073364071
2,3.8,90,-100,-21.5554415046308
2,3.8,90,-99,-20.4740934926513
2,3.8,90,-98,-19.5192493781202
2,3.8,90,-97,-18.664235959209
2,3.8,90,-96,-17.8892294229991
2,3.8,90,-95,-17.179124822088
2,3.8,90,-94,-16.522167887425
2,3.8,90,-93,-15.9090535074224
2,3.8,90,-92,-15.3323164537395
2,3.8,90,-91,-14.7859096871042
2,3.8,90,-90,-14.2649059151434
2,3.8,90,-89,-13.7652818659157
2,3.8,90,-88,-13.2837591244674
2,3.8,90,-87,-12.817684306536
2,3.8,90,-86,-12.3649370302113
2,3.8,90,-85,-11.9238578602289
2,3.8,90,-84,-11.4931908801854
2,3.8,90,-83,-11.0720372359834
2,3.8,90,-82,-10.6598171577483
2,3.8,90,-81,-10.2562387750334
2,3.8,90,-80,-9.86127259950669
2,3.8,90,-79,-9.47513093292873
2,3.8,90,-78,-9.09825171697841
2,3.8,90,-77,-8.73128651294581
2,3.8,90,-76,-8.37509241266039
2,3.8,90,-75,-8.03072776095014
2,3.8,90,-74,-7.69945163439374
2,3.8,90,-73,-7.38272708860168
2,3.8,90,-72,-7.08222827267744
2,3.8,90,-71,-6.79985163027556
2,3.8,90,-70,-6.53773157790304
2,3.8,90,-69,-6.29826129136492
2,3.8,90,-68,-6.08411956410951
2,3.8,90,-67,-5.89830515921396
2,3.8,90,-66,-5.74418070747944
2,3.8,90,-65,-5.62552907994437
2,3.8,90,-64,-5.54662639676377
2,3.8,90,-63,-5.51233760433693
2,3.8,90,-62,-5.52824314571421
2,3.8,90,-61,-5.60080913368938
2,3.8,90,-60,-5.73761938669632
2,3.8,90,-59,-5.9476970078134
2,3.8,90,-58,-6.24195809486688
2,3.8,90,-57,-6.63386445605213
2,3.8,90,-56,-7.14038224183073
2,3.8,90,-55,-7.78341909630461
2,3.8,90,-54,-8.59201481900029
2,3.8,90,-53,-9.60568712855956
2,3.8,90,-52,-10.8792984191456
2,3.8,90,-51,-12.4883782394764
2,3.8,90,-50,-14.523435736565
2,3.8,90,-49,-16.9962763650121
2,3.8,90,-48,-19.2804343636703
2,3.8,90,-47,-19.2749511040974
2,3.8,90,-46,-16.8713736679506
2,3.8,90,-45,-14.2097768474649
2,3.8,90,-44,-11.9935382653314
2,3.8,90,-43,-10.2306197119748
2,3.8,90,-42,-8.83803585916403
2,3.8,90,-41,-7.74694191644419
2,3.8,90,-40,-6.91018903881705
2,3.8,90,-39,-6.29741359798969
2,3.8,90,-38,-5.89049650049194
2,3.8,90,-37,-5.68071602861864
2,3.8,90,-36,-5.66734241658699
2,3.8,90,-35,-5.85742477649394
2,3.8,90,-34,-6.2667617210146
2,3.8,90,-33,-6.92236060703924
2,3.8,90,-32,-7.86712243565966
2,3.8,90,-31,-9.16801471261317
2,3.8,90,-30,-10.9284086473206
2,3.8,90,-29,-13.2920217951913
2,3.8,90,-28,-16.29865842265
2,3.8,90,-27,-18.6915903110282
2,3.8,90,-26,-17.3023986025826
2,3.8,90,-25,-14.1369040202692
2,3.8,90,-24,-11.4592028094797
2,3.8,90,-23,-9.44327185889038
2,3.8,90,-22,-7.94985742421507
2,3.8,90,-21,-6.86592311323479
2,3.8,90,-20,-6.12045352101364
2,3.8,90,-19,-5.67241908983539
2,3.8,90,-18,-5.50203628660963
2,3.8,90,-17,-5.60656982110595
2,3.8,90,-16,-5.9997778446157
2,3.8,90,-15,-6.71494656443269
2,3.8,90,-14,-7.81272783615349
2,3.8,90,-13,-9.39629327707718
2,3.8,90,-12,-11.6321151777579
2,3.8,90,-11,-14.6974596798787
2,3.8,90,-10,-17.796960475427
2,3.8,90,-9,-16.8400690973411
2,3.8,90,-8,-13.2513213166405
2,3.8,90,-7,-10.2530367851141
2,3.8,90,-6,-8.05155770349196
2,3.8,90,-5,-6.45284875402392
2,3.8,90,-4,-5.31742763819959
2,3.8,90,-3,-4.56407847718454
2,3.8,90,-2,-4.15022121683344
2,3.8,90,-1,-4.06076328451234
2,3.8,90,0,-4.3044798773302
2,3.8,90,1,-4.91699926645424
2,3.8,90,2,-5.97270051285505
2,3.8,90,3,-7.6142262599692
2,3.8,90,4,-10.123846963342
2,3.8,90,5,-14.0624300588944
2,3.8,90,6,-18.9401056167403
2,3.8,90,7,-15.5577055841219
2,3.8,90,8,-10.4952093160044
2,3.8,90,9,-7.09219455553895
2,3.8,90,10,-4.71650786026295
2,3.8,90,11,-3.00200248425626
2,3.8,90,12,-1.76642278567026
2,3.8,90,13,-0.914485903790735
2,3.8,90,14,-0.397437450920017
2,3.8,90,15,-0.196503782555586
2,3.8,90,16,-0.317645558156211
2,3.8,90,17,-0.794184183087865
2,3.8,90,18,-1.69944762637556
2,3.8,90,19,-3.18056888288781
2,3.8,90,20,-5.55406448981488
2,3.8,90,21,-9.64656100777509
2,3.8,90,22,-18.1373818659477
2,3.8,90,23,-13.5878927142382
2,3.8,90,24,-6.29274226608765
2,3.8,90,25,-2.06406760899474
2,3.8,90,26,0.886085278215024
2,3.8,90,27,3.1313655842492
2,3.8,90,28,4.92039063029585
2,3.8,90,29,6.38320775485413
2,3.8,90,30,7.59655043884106
2,3.8,90,31,8.60963551708005
2,3.8,90,32,9.45602152592785
2,3.8,90,33,10.1596822353342
2,3.8,90,34,10.73838132467
2,3.8,90,35,11.2056706381638
2,3.8,90,36,11.5721353780491
2,3.8,90,37,11.8462031254971
2,3.8,90,38,12.0346879970548
2,3.8,90,39,12.1431673966835
2,3.8,90,40,12.1762492579863
2,3.8,90,41,12.1377654711952
2,3.8,90,42,12.0309142355518
2,3.8,90,43,11.8583662673862
2,3.8,90,44,11.6223449632131
2,3.8,90,45,11.3246875839653
2,3.8,90,46,10.9668926322985
2,3.8,90,47,10.5501574749241
2,3.8,90,48,10.0754097305547
2,3.8,90,49,9.54333594091622
2,3.8,90,50,8.95441161510547
2,3.8,90,51,8.30893805256925
2,3.8,90,52,7.6070937284768
2,3.8,90,53,6.849012008706
2,3.8,90,54,6.03490340356409
2,3.8,90,55,5.16525072870961
2,3.8,90,56,4.24112107326845
2,3.8,90,57,3.26466098477305
2,3.8,90,58,2.23987053813768
2,3.8,90,59,1.17378058135022
2,3.8,90,60,0.0781577563105423
2,3.8,90,61,-1.028240218261
2,3.8,90,62,-2.11719276580691
2,3.8,90,63,-3.14946737966875
2,3.8,90,64,-4.07651462470616
2,3.8,90,65,-4.84818772093661
2,3.8,90,66,-5.42664795792053
2,3.8,90,67,-5.80040839188383
2,3.8,90,68,-5.98880282192484
2,3.8,90,69,-6.03327432484907
2,3.8,90,70,-5.98229969153028
2,3.8,90,71,-5.87928894449009
2,3.8,90,72,-5.75718621339011
2,3.8,90,73,-5.63822124620233
2,3.8,90,74,-5.53597392268224
2,3.8,90,75,-5.45784428332144
2,3.8,90,76,-5.40712552462773
2,3.8,90,77,-5.38451067781303
2,3.8,90,78,-5.38910982857439
2,3.8,90,79,-5.41910875197637
2,3.8,90,80,-5.4721844356838
2,3.8,90,81,-5.54576242298695
2,3.8,90,82,-5.63717367819866
2,3.8,90,83,-5.74374869542048
2,3.8,90,84,-5.86287307111039
2,3.8,90,85,-5.99202000301547
2,3.8,90,86,-6.12876961167512
2,3.8,90,87,-6.27082147173863
2,3.8,90,88,-6.41600452233778
2,3.8,90,89,-6.56228709818903
2,3.8,90,90,-6.70778886360052
2,3.8,90,91,-6.85079573432182
2,3.8,90,92,-6.9897783088678
2,3.8,90,93,-7.12341382765322
2,3.8,90,94,-7.25061120242061
2,3.8,90,95,-7.37053821081365
2,3.8,90,96,-7.48264955887003
2,3.8,90,97,-7.58671422308958
2,3.8,90,98,-7.68284034562653
2,3.8,90,99,-7.77149601579381
2,3.8,90,100,-7.85352455181108
2,3.8,90,101,-7.93015339007862
2,3.8,90,102,-8.00299635169514
2,3.8,90,103,-8.07404981509056
2,3.8,90,104,-8.14568409318921
2,3.8,90,105,-8.22063201298863
2,3.8,90,106,-8.30197726982555
2,3.8,90,107,-8.39314556269121
2,3.8,90,108,-8.49790184202349
2,3.8,90,109,-8.62035729503989
2,3.8,90,110,-8.76499007696509
2,3.8,90,111,-8.9366844348263
2,3.8,90,112,-9.1407939860307
2,3.8,90,113,-9.38323682036623
2,3.8,90,114,-9.67063326961989
2,3.8,90,115,-10.0105024187189
2,3.8,90,116,-10.4115420828541
2,3.8,90,117,-10.8840315411151
2,3.8,90,118,-11.4404215554189
2,3.8,90,119,-12.0962216104852
2,3.8,90,120,-12.8713798624501
2,3.8,90,121,-13.7925216500996
2,3.8,90,122,-14.8967750275124
2,3.8,90,123,-16.2387486336147
2,3.8,90,124,-17.9043624969915
2,3.8,90,125,-20.0414157723721
2,3.8,90,126,-22.93775628278
2,3.8,90,127,-27.2606931662126
2,3.8,90,128,-34.4883713758136
2,3.8,90,129,-33.0370266299827
2,3.8,90,130,-26.5832782528
2,3.8,90,131,-22.7901614780365
2,3.8,90,132,-20.2613047949571
2,3.8,90,133,-18.437668108393
2,3.8,90,134,-17.0718428542303
2,3.8,90,135,-16.0353935285494
2,3.8,90,136,-15.2538249119666
2,3.8,90,137,-14.6802934218387
2,3.8,90,138,-14.2833351028466
2,3.8,90,139,-14.0404334423012
2,3.8,90,140,-13.9342875757264
2,3.8,90,141,-13.9504374751423
2,3.8,90,142,-14.0756435386962
2,3.8,90,143,-14.2967813546504
2,3.8,90,144,-14.6002345433479
2,3.8,90,145,-14.9719240119771
2,3.8,90,146,-15.3981867329128
2,3.8,90,147,-15.8676373252314
2,3.8,90,148,-16.3738411103062
2,3.8,90,149,-16.918157154582
2,3.8,90,150,-17.5117426419563
2,3.8,90,151,-18.1757431596318
2,3.8,90,152,-18.9390142552728
2,3.8,90,153,-19.8325085477195
2,3.8,90,154,-20.8772494443557
2,3.8,90,155,-22.056688415912
2,3.8,90,156,-23.2559508349836
2,3.8,90,157,-24.1758025253656
2,3.8,90,158,-24.3933983901481
2,3.8,90,159,-23.7781409694236
2,3.8,90,160,-22.6839916339604
2,3.8,90,161,-21.5364816414233
2,3.8,90,162,-20.573839785258
2,3.8,90,163,-19.8928878133955
2,3.8,90,164,-19.5318632953832
2,3.8,90,165,-19.5153528131522
2,3.8,90,166,-19.8762864565394
2,3.8,90,167,-20.6722997380032
2,3.8,90,168,-22.0100377018071
2,3.8,90,169,-24.101042544984
2,3.8,90,170,-27.4318469516987
2,3.8,90,171,-33.5051420206686
2,3.8,90,172,-42.1874665960999
2,3.8,90,173,-31.6054735843494
2,3.8,90,174,-26.6636708598309
2,3.8,90,175,-23.8838552126122
2,3.8,90,176,-22.2018891885246
2,3.8,90,177,-21.2500793683298
2,3.8,90,178,-20.8762411452439
2,3.8,90,179,-21.0254801990473
2,3.8,90,180,-21.7075147937591
