"Freq [GHz]","dB(ActiveS(4:1)) []"
2.5,-0.210681035038888
2.51,-0.23670489249079
2.52,-0.265109351856825
2.53,-0.295692972597668
2.54,-0.328257858876307
2.55,-0.362632762369079
2.56,-0.398689494335896
2.57,-0.436351575800782
2.58,-0.475595838853212
2.59,-0.516448711275002
2.6,-0.558979200165243
2.61,-0.603290376605099
2.62,-0.649510720840327
2.63,-0.697786214068616
2.64,-0.748273664517011
2.65,-0.801135465681228
2.66,-0.856535795533757
2.67,-0.914638152890143
2.68,-0.975604065115115
2.69,-1.03959276922237
2.7,-1.1067616521458
2.71,-1.17726722744016
2.72,-1.25126642123585
2.73,-1.32891793923318
2.74,-1.41038349002294
2.75,-1.49582865021147
2.76,-1.58542317620568
2.77,-1.6793405983088
2.78,-1.77775697633002
2.79,-1.88084875199278
2.8,-1.98878969965953
2.81,-2.10174704840311
2.82,-2.21987691801497
2.83,-2.34331927032145
2.84,-2.47219261616774
2.85,-2.60658873028338
2.86,-2.74656760717812
2.87,-2.89215284237612
2.88,-3.04332755113559
2.89,-3.20003085224264
2.9,-3.36215486096447
2.91,-3.52954206623756
2.92,-3.70198292360987
2.93,-3.8792134840676
2.94,-4.0609129014406
2.95,-4.24670071485627
2.96,-4.43613388161191
2.97,-4.62870363192245
2.98,-4.82383232181615
2.99,-5.02087056587215
3,-5.21909503001513
3.01,-5.41770734907645
3.02,-5.61583469703838
3.03,-5.81253257188466
3.04,-6.00679035297909
3.05,-6.19754013748914
3.06,-6.38366925461739
3.07,-6.56403668562905
3.08,-6.73749338201154
3.09,-6.90290617940619
3.1,-7.05918466735473
3.11,-7.20531002231179
3.12,-7.34036448277501
3.13,-7.46355988722707
3.14,-7.57426355502477
3.15,-7.67201980614531
3.16,-7.75656560845421
3.17,-7.82783920587453
3.18,-7.88598108399429
3.19,-7.93132721278468
3.2,-7.96439509561102
3.21,-7.9858636746889
3.22,-7.99654853361218
3.23,-7.99737405945684
3.24,-7.98934427089294
3.25,-7.97351390235635
3.26,-7.95096109519088
3.27,-7.92276273241106
3.28,-7.88997311233697
3.29,-7.85360632860356
3.3,-7.81462243923244
3.31,-7.77391728223727
3.32,-7.73231563496717
3.33,-7.69056731580181
3.34,-7.6493457811143
3.35,-7.60924876615263
3.36,-7.57080054373299
3.37,-7.5344554184501
3.38,-7.50060212734779
3.39,-7.46956887358668
3.4,-7.44162877255846
3.41,-7.41700553688823
3.42,-7.39587926609268
3.43,-7.37839223775683
3.44,-7.36465462028796
3.45,-7.35475004357931
3.46,-7.3487409746771
3.47,-7.34667385243846
3.48,-7.34858393989681
3.49,-7.35449985720819
3.5,-7.36444776297561
3.51,-7.37845515839869
3.52,-7.39655429758977
3.53,-7.41878519857677
3.54,-7.44519826259355
3.55,-7.47585652351227
3.56,-7.51083756376674
3.57,-7.55023514685696
3.58,-7.59416062860795
3.59,-7.64274421908037
3.6,-7.69613617398044
3.61,-7.7545079984943
3.62,-7.8180537478823
3.63,-7.88699150837636
3.64,-7.96156513958226
3.65,-8.04204635647186
3.66,-8.12873722598215
3.67,-8.2219731510562
3.68,-8.32212641450168
3.69,-8.42961035718126
3.7,-8.54488427078905
3.71,-8.66845909612056
3.72,-8.80090403521083
3.73,-8.94285421294071
3.74,-9.09501956536198
3.75,-9.25819519548299
3.76,-9.43327353418842
3.77,-9.62125879198747
3.78,-9.82328441187127
3.79,-10.0406345680625
3.8,-10.2747712343872
3.81,-10.5273689798872
3.82,-10.8003603562137
3.83,-11.0959951966913
3.84,-11.4169165260976
3.85,-11.7662525153786
3.86,-12.1477160733359
3.87,-12.5656914062046
3.88,-13.0252782027629
3.89,-13.5322793605422
3.9,-14.0931766047673
3.91,-14.71521727875
3.92,-15.4067539602744
3.93,-16.1778840668833
3.94,-17.0413070455976
3.95,-18.0132674274781
3.96,-19.1144315525509
3.97,-20.3702563632394
3.98,-21.8091185993569
3.99,-23.4519094306709
4,-25.2718999776138
4.01,-27.0685519184068
4.02,-28.2422237182039
4.03,-28.0465952067423
4.04,-26.6642350845963
4.05,-24.8969060826995
4.06,-23.2014364949616
4.07,-21.702111078259
4.08,-20.4029664865384
4.09,-19.2786678263679
4.1,-18.3012813132694
4.11,-17.4466931308617
4.12,-16.6953620406736
4.13,-16.0316902116772
4.14,-15.4432046017371
4.15,-14.9198477535121
4.16,-14.4534237331438
4.17,-14.0371796233829
4.18,-13.6654920935867
4.19,-13.3336321164563
4.2,-13.0375870321566
4.21,-12.7739246506302
4.22,-12.5396883207647
4.23,-12.332314995546
4.24,-12.1495705452665
4.25,-11.9894981554604
4.26,-11.8503767761155
4.27,-11.7306873936397
4.28,-11.6290854611123
4.29,-11.5443781888362
4.3,-11.4755055719057
4.31,-11.4215239997822
4.32,-11.381591085455
4.33,-11.3549501822495
4.34,-11.3409134209004
4.35,-11.338843493815
4.36,-11.3481364859872
4.37,-11.3682091381547
4.38,-11.3984924959062
4.39,-11.4384308153052
4.4,-11.4874825740031
4.41,-11.545120853963
4.42,-11.610832089617
4.43,-11.6841135297193
4.44,-11.764470177367
4.45,-11.8514118031028
4.46,-11.9444503302997
4.47,-12.0430976847295
4.48,-12.1468641038433
4.49,-12.2552568738705
4.5,-12.3677794650589
4.51,-12.4839310456285
4.52,-12.603206364788
4.53,-12.7250960022788
4.54,-12.8490869862818
4.55,-12.9746637832951
4.56,-13.1013096626016
4.57,-13.2285084337589
4.58,-13.3557465476992
4.59,-13.4825155403085
4.6,-13.6083147819985
4.61,-13.7326544786195
4.62,-13.8550588495129
4.63,-13.9750693894775
4.64,-14.0922481051463
4.65,-14.2061806049833
4.66,-14.3164789178123
4.67,-14.4227839189441
4.68,-14.5247672563082
4.69,-14.622132691358
4.7,-14.7146167998403
4.71,-14.8019890139041
4.72,-14.8840510268847
4.73,-14.9606356224379
4.74,-15.0316050273379
4.75,-15.096848919158
4.76,-15.1562822435297
4.77,-15.2098430086316
4.78,-15.2574902255745
4.79,-15.2992021518005
4.8,-15.3349749706849
4.81,-15.3648220051931
4.82,-15.3887735184787
4.83,-15.406877102231
4.84,-15.4191985976349
4.85,-15.4258234378704
4.86,-15.4268582495443
4.87,-15.422432507961
4.88,-15.4127000123144
4.89,-15.3978399357611
4.9,-15.3780572149358
4.91,-15.353582075131
4.92,-15.3246685403455
4.93,-15.291591848543
4.94,-15.2546447762155
4.95,-15.2141329651952
4.96,-15.1703694298673
4.97,-15.1236684956243
4.98,-15.0743394717629
4.99,-15.0226803884113
5,-14.9689721249001
