"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,90,-180,-16.2846440075076
3.8,90,-179,-17.1223907058317
3.8,90,-178,-18.3019009612718
3.8,90,-177,-19.6454574999123
3.8,90,-176,-20.6576161930826
3.8,90,-175,-20.6444570856695
3.8,90,-174,-19.5830125655665
3.8,90,-173,-18.1515387936567
3.8,90,-172,-16.8499447972506
3.8,90,-171,-15.8514085492237
3.8,90,-170,-15.1841177529913
3.8,90,-169,-14.832301823228
3.8,90,-168,-14.7679968528901
3.8,90,-167,-14.9552237032636
3.8,90,-166,-15.3421271647697
3.8,90,-165,-15.8459795797965
3.8,90,-164,-16.3393561908283
3.8,90,-163,-16.6621089532462
3.8,90,-162,-16.6879538666624
3.8,90,-161,-16.4098022284003
3.8,90,-160,-15.941691419349
3.8,90,-159,-15.4337521883066
3.8,90,-158,-15.0016363306399
3.8,90,-157,-14.710148986649
3.8,90,-156,-14.5828848330088
3.8,90,-155,-14.6121366816466
3.8,90,-154,-14.7614205474346
3.8,90,-153,-14.9626691734209
3.8,90,-152,-15.1171068373338
3.8,90,-151,-15.1154239067988
3.8,90,-150,-14.884174663944
3.8,90,-149,-14.4288885218688
3.8,90,-148,-13.8285802192586
3.8,90,-147,-13.1884537207231
3.8,90,-146,-12.5987474576524
3.8,90,-145,-12.1215299476391
3.8,90,-144,-11.7953030129111
3.8,90,-143,-11.6440424416968
3.8,90,-142,-11.6848695903647
3.8,90,-141,-11.9334287442971
3.8,90,-140,-12.4074762217359
3.8,90,-139,-13.1289155199488
3.8,90,-138,-14.1228696909778
3.8,90,-137,-15.4070382110016
3.8,90,-136,-16.9469559345253
3.8,90,-135,-18.510260656645
3.8,90,-134,-19.414316478671
3.8,90,-133,-18.8896868457299
3.8,90,-132,-17.2591379908523
3.8,90,-131,-15.3739240583862
3.8,90,-130,-13.6521847819914
3.8,90,-129,-12.1885613761141
3.8,90,-128,-10.9734404792308
3.8,90,-127,-9.9752485604975
3.8,90,-126,-9.16279451996563
3.8,90,-125,-8.50996099742251
3.8,90,-124,-7.99579360235159
3.8,90,-123,-7.60360427287393
3.8,90,-122,-7.32003676206916
3.8,90,-121,-7.13430247896896
3.8,90,-120,-7.03759715273061
3.8,90,-119,-7.0226640912426
3.8,90,-118,-7.0834668443752
3.8,90,-117,-7.21494066563536
3.8,90,-116,-7.41279929473609
3.8,90,-115,-7.67337909986262
3.8,90,-114,-7.99350629105233
3.8,90,-113,-8.37037495528747
3.8,90,-112,-8.8014242931362
3.8,90,-111,-9.28420279934567
3.8,90,-110,-9.81620531733093
3.8,90,-109,-10.3946660640666
3.8,90,-108,-11.016287329467
3.8,90,-107,-11.6768808616521
3.8,90,-106,-12.3708999093835
3.8,90,-105,-13.0908505792259
3.8,90,-104,-13.8266024140943
3.8,90,-103,-14.5646855588355
3.8,90,-102,-15.2877792581658
3.8,90,-101,-15.9747525923194
3.8,90,-100,-16.6017334272669
3.8,90,-99,-17.1445737634091
3.8,90,-98,-17.5825471852332
3.8,90,-97,-17.9022244249299
3.8,90,-96,-18.0998312111586
3.8,90,-95,-18.180785306675
3.8,90,-94,-18.1565276389681
3.8,90,-93,-18.0401222448731
3.8,90,-92,-17.8423939465234
