"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,0,-180,-16.880625940851
3.8,0,-179,-19.9353070415741
3.8,0,-178,-24.6775109856952
3.8,0,-177,-27.2659520096879
3.8,0,-176,-22.2731194659047
3.8,0,-175,-18.3598900074529
3.8,0,-174,-15.8821418044901
3.8,0,-173,-14.3264609080119
3.8,0,-172,-13.437947049532
3.8,0,-171,-13.0995814276736
3.8,0,-170,-13.2711943840004
3.8,0,-169,-13.9707956910109
3.8,0,-168,-15.2819412583508
3.8,0,-167,-17.3908457562872
3.8,0,-166,-20.6549899544959
3.8,0,-165,-25.146411215158
3.8,0,-164,-25.2098239063754
3.8,0,-163,-20.6377263077639
3.8,0,-162,-17.2537871039637
3.8,0,-161,-15.0221138806353
3.8,0,-160,-13.571567299445
3.8,0,-159,-12.6976164881494
3.8,0,-158,-12.2874202290541
3.8,0,-157,-12.2667931516132
3.8,0,-156,-12.5567680248986
3.8,0,-155,-13.0108073032114
3.8,0,-154,-13.3251753631083
3.8,0,-153,-13.0514534662793
3.8,0,-152,-11.9526661504695
3.8,0,-151,-10.2868314586538
3.8,0,-150,-8.46500885280599
3.8,0,-149,-6.73194842548277
3.8,0,-148,-5.17628468867929
3.8,0,-147,-3.81285824391377
3.8,0,-146,-2.62995316819525
3.8,0,-145,-1.60860556222563
3.8,0,-144,-0.729523641824947
3.8,0,-143,0.0247238622335128
3.8,0,-142,0.669218497731163
3.8,0,-141,1.21677060680313
3.8,0,-140,1.67815530972225
3.8,0,-139,2.0623650813687
3.8,0,-138,2.3768378445501
3.8,0,-137,2.62765506369866
3.8,0,-136,2.81971524167959
3.8,0,-135,2.95688976809884
3.8,0,-134,3.04216634994688
3.8,0,-133,3.07778283074123
3.8,0,-132,3.06535216065302
3.8,0,-131,3.00597802879723
3.8,0,-130,2.90036027047818
3.8,0,-129,2.74888949438183
3.8,0,-128,2.5517312457403
3.8,0,-127,2.3089012549196
3.8,0,-126,2.0203348141133
3.8,0,-125,1.6859550826398
3.8,0,-124,1.30574726952739
3.8,0,-123,0.879848426848943
3.8,0,-122,0.408666358159801
3.8,0,-121,-0.106953701254963
3.8,0,-120,-0.665489168738349
3.8,0,-119,-1.26439332863528
3.8,0,-118,-1.89960040385903
3.8,0,-117,-2.56483981320338
3.8,0,-116,-3.25073528796998
3.8,0,-115,-3.94372922701669
3.8,0,-114,-4.62502474114869
3.8,0,-113,-5.27001170289459
3.8,0,-112,-5.84898899727911
3.8,0,-111,-6.33013779949147
3.8,0,-110,-6.6851033734308
3.8,0,-109,-6.89589497762754
3.8,0,-108,-6.96002442343052
3.8,0,-107,-6.89091739080514
3.8,0,-106,-6.71334476743593
3.8,0,-105,-6.45657703152041
3.8,0,-104,-6.14849216515921
3.8,0,-103,-5.81222679347655
3.8,0,-102,-5.46519433628842
3.8,0,-101,-5.11954267689054
3.8,0,-100,-4.78319440427479
3.8,0,-99,-4.46095304610528
3.8,0,-98,-4.15544994030518
3.8,0,-97,-3.86787496614391
3.8,0,-96,-3.59850897053884
3.8,0,-95,-3.34709866130763
3.8,0,-94,-3.11311490815099
3.8,0,-93,-2.89592790394502
3.8,0,-92,-2.69492406157131
3.8,0,-91,-2.50958215081937
3.8,0,-90,-2.3395204706575
3.8,0,-89,-2.18452258596538
3.8,0,-88,-2.04454593552799
3.8,0,-87,-1.91971503580696
