"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.8,20,0,-180,-17.3797925901188
2,3.8,20,0,-179,-18.3656595832381
2,3.8,20,0,-178,-19.9314577144568
2,3.8,20,0,-177,-22.3179719396621
2,3.8,20,0,-176,-26.0167395596721
2,3.8,20,0,-175,-31.3665683828633
2,3.8,20,0,-174,-30.426129022179
2,3.8,20,0,-173,-25.2039882294635
2,3.8,20,0,-172,-21.7554641861919
2,3.8,20,0,-171,-19.5083630596036
2,3.8,20,0,-170,-18.0275334243166
2,3.8,20,0,-169,-17.1007221431364
2,3.8,20,0,-168,-16.6201048048875
2,3.8,20,0,-167,-16.5321954276471
2,3.8,20,0,-166,-16.817389658475
2,3.8,20,0,-165,-17.4823757628524
2,3.8,20,0,-164,-18.5589626687107
2,3.8,20,0,-163,-20.104123650458
2,3.8,20,0,-162,-22.1811891010919
2,3.8,20,0,-161,-24.7092962511915
2,3.8,20,0,-160,-26.7660187500622
2,3.8,20,0,-159,-26.3651957753003
2,3.8,20,0,-158,-24.1847161961284
2,3.8,20,0,-157,-22.0465274810909
2,3.8,20,0,-156,-20.4137685629545
2,3.8,20,0,-155,-19.2653722896073
2,3.8,20,0,-154,-18.5236294228014
2,3.8,20,0,-153,-18.126006370075
2,3.8,20,0,-152,-18.0294728379597
2,3.8,20,0,-151,-18.2057238014266
2,3.8,20,0,-150,-18.6361403576181
2,3.8,20,0,-149,-19.3065103142384
2,3.8,20,0,-148,-20.1989767648461
2,3.8,20,0,-147,-21.2757154082868
2,3.8,20,0,-146,-22.4446102564625
2,3.8,20,0,-145,-23.5026263725715
2,3.8,20,0,-144,-24.1140077464675
2,3.8,20,0,-143,-23.9862051678119
2,3.8,20,0,-142,-23.162315154398
2,3.8,20,0,-141,-21.9509365784642
2,3.8,20,0,-140,-20.6244008239533
2,3.8,20,0,-139,-19.3189121407076
2,3.8,20,0,-138,-18.0809605754468
2,3.8,20,0,-137,-16.918199198184
2,3.8,20,0,-136,-15.8258198993803
2,3.8,20,0,-135,-14.797161735229
2,3.8,20,0,-134,-13.8270295696496
2,3.8,20,0,-133,-12.9120794802532
2,3.8,20,0,-132,-12.0502406565433
2,3.8,20,0,-131,-11.2400073372752
2,3.8,20,0,-130,-10.4799015009623
2,3.8,20,0,-129,-9.76816418856199
2,3.8,20,0,-128,-9.10263713694114
2,3.8,20,0,-127,-8.48077231678398
2,3.8,20,0,-126,-7.89971346114824
2,3.8,20,0,-125,-7.35640899102051
2,3.8,20,0,-124,-6.84773030078091
2,3.8,20,0,-123,-6.37058020137135
2,3.8,20,0,-122,-5.92198346018166
2,3.8,20,0,-121,-5.49915581108072
2,3.8,20,0,-120,-5.09955055364667
2,3.8,20,0,-119,-4.72088365010628
2,3.8,20,0,-118,-4.3611394781525
2,3.8,20,0,-117,-4.01856028584368
2,3.8,20,0,-116,-3.69162296304011
2,3.8,20,0,-115,-3.379006985526
2,3.8,20,0,-114,-3.07955730595485
