"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,20,0,-180,-12.7837698258051
2,4.3,20,0,-179,-13.4627789473364
2,4.3,20,0,-178,-14.7966548734309
2,4.3,20,0,-177,-17.0778918465528
2,4.3,20,0,-176,-21.0040344640593
2,4.3,20,0,-175,-27.0467852932868
2,4.3,20,0,-174,-22.7770361397411
2,4.3,20,0,-173,-16.855133933429
2,4.3,20,0,-172,-13.0399151328971
2,4.3,20,0,-171,-10.3327431310763
2,4.3,20,0,-170,-8.28617842045451
2,4.3,20,0,-169,-6.6851687180025
2,4.3,20,0,-168,-5.41164131562077
2,4.3,20,0,-167,-4.39431599252397
2,4.3,20,0,-166,-3.5873409346756
2,4.3,20,0,-165,-2.96002608559859
2,4.3,20,0,-164,-2.49140055409698
2,4.3,20,0,-163,-2.16708050482477
2,4.3,20,0,-162,-1.9773352161683
2,4.3,20,0,-161,-1.91581979635438
2,4.3,20,0,-160,-1.97870448951756
2,4.3,20,0,-159,-2.16405532048244
2,4.3,20,0,-158,-2.47138259973708
2,4.3,20,0,-157,-2.90130481050945
2,4.3,20,0,-156,-3.45529076797276
2,4.3,20,0,-155,-4.13545007613401
2,4.3,20,0,-154,-4.94434447220101
2,4.3,20,0,-153,-5.88479243779254
2,4.3,20,0,-152,-6.959637233375
2,4.3,20,0,-151,-8.17144373241764
2,4.3,20,0,-150,-9.52207721410899
2,4.3,20,0,-149,-11.0120769239414
2,4.3,20,0,-148,-12.6395960607992
2,4.3,20,0,-147,-14.3982123472164
2,4.3,20,0,-146,-16.2715044198165
2,4.3,20,0,-145,-18.2186215254819
2,4.3,20,0,-144,-20.1384094021521
2,4.3,20,0,-143,-21.8031465601463
2,4.3,20,0,-142,-22.8331740337108
2,4.3,20,0,-141,-22.9309838346034
2,4.3,20,0,-140,-22.2320032580851
2,4.3,20,0,-139,-21.1482815319153
2,4.3,20,0,-138,-20.0016215194523
2,4.3,20,0,-137,-18.9487526417215
2,4.3,20,0,-136,-18.0496267924064
2,4.3,20,0,-135,-17.3222449137202
2,4.3,20,0,-134,-16.7684446033619
2,4.3,20,0,-133,-16.3844176032357
2,4.3,20,0,-132,-16.1648248413155
2,4.3,20,0,-131,-16.1043145110383
2,4.3,20,0,-130,-16.1978904052377
2,4.3,20,0,-129,-16.4405947103539
2,4.3,20,0,-128,-16.8265022919127
2,4.3,20,0,-127,-17.3466924934352
2,4.3,20,0,-126,-17.9855236811634
2,4.3,20,0,-125,-18.7142625982775
2,4.3,20,0,-124,-19.4815650732006
2,4.3,20,0,-123,-20.2034361213732
2,4.3,20,0,-122,-20.7637402090966
2,4.3,20,0,-121,-21.0443872377083
2,4.3,20,0,-120,-20.9852065976445
2,4.3,20,0,-119,-20.6228774842647
2,4.3,20,0,-118,-20.0625501628927
2,4.3,20,0,-117,-19.4166444261382
2,4.3,20,0,-116,-18.767930195309
2,4.3,20,0,-115,-18.1650101256913
2,4.3,20,0,-114,-17.6315163069521
2,4.3,20,0,-113,-17.1759881076049
2,4.3,20,0,-112,-16.7987160049723
2,4.3,20,0,-111,-16.4957808072755
2,4.3,20,0,-110,-16.2612605369833
2,4.3,20,0,-109,-16.0883791406871
2,4.3,20,0,-108,-15.9700762574723
2,4.3,20,0,-107,-15.8992690621502
2,4.3,20,0,-106,-15.8689542457636
2,4.3,20,0,-105,-15.8722303941643
2,4.3,20,0,-104,-15.9022847450573
2,4.3,20,0,-103,-15.9523692043946
2,4.3,20,0,-102,-16.0157805774473
2,4.3,20,0,-101,-16.0858548458312
2,4.3,20,0,-100,-16.1559825716075
2,4.3,20,0,-99,-16.2196507102226
2,4.3,20,0,-98,-16.2705143609888
2,4.3,20,0,-97,-16.3024996750584
2,4.3,20,0,-96,-16.3099359302566
2,4.3,20,0,-95,-16.2877106385889
2,4.3,20,0,-94,-16.2314368582328
2,4.3,20,0,-93,-16.1376174807504
2,4.3,20,0,-92,-16.0037883530644
2,4.3,20,0,-91,-15.8286218985915
2,4.3,20,0,-90,-15.6119761886387
2,4.3,20,0,-89,-15.3548810313863
2,4.3,20,0,-88,-15.059461362414
2,4.3,20,0,-87,-14.7288070390204
2,4.3,20,0,-86,-14.3668049794734
2,4.3,20,0,-85,-13.9779530276162
2,4.3,20,0,-84,-13.5671746363989
2,4.3,20,0,-83,-13.1396501660319
2,4.3,20,0,-82,-12.7006756066178
2,4.3,20,0,-81,-12.2555542473596
2,4.3,20,0,-80,-11.8095222673349
2,4.3,20,0,-79,-11.3677059541536
2,4.3,20,0,-78,-10.9351063482872
2,4.3,20,0,-77,-10.5166063427467
2,4.3,20,0,-76,-10.1169952816294
2,4.3,20,0,-75,-9.74100651388795
2,4.3,20,0,-74,-9.39336381214915
2,4.3,20,0,-73,-9.07883271524046
2,4.3,20,0,-72,-8.80227229877233
2,4.3,20,0,-71,-8.56868103920245
2,4.3,20,0,-70,-8.38322631955061
2,4.3,20,0,-69,-8.2512389120392
2,4.3,20,0,-68,-8.1781380761799
2,4.3,20,0,-67,-8.16922343962002
2,4.3,20,0,-66,-8.22921521078757
2,4.3,20,0,-65,-8.36132533678146
2,4.3,20,0,-64,-8.56547232114551
2,4.3,20,0,-63,-8.83499749014323
2,4.3,20,0,-62,-9.15099767236996
2,4.3,20,0,-61,-9.47369347614121
2,4.3,20,0,-60,-9.73274328625204
2,4.3,20,0,-59,-9.82559220584714
2,4.3,20,0,-58,-9.64139282309134
2,4.3,20,0,-57,-9.11554358346426
2,4.3,20,0,-56,-8.2741179015053
2,4.3,20,0,-55,-7.21761763908459
2,4.3,20,0,-54,-6.06386024338413
2,4.3,20,0,-53,-4.90672685869946
2,4.3,20,0,-52,-3.80718275804953
2,4.3,20,0,-51,-2.80083129319182
2,4.3,20,0,-50,-1.90788524636266
2,4.3,20,0,-49,-1.14067472614241
2,4.3,20,0,-48,-0.508477433785721
2,4.3,20,0,-47,-0.0206042909432011
2,4.3,20,0,-46,0.311362961445883
2,4.3,20,0,-45,0.471479431213092
2,4.3,20,0,-44,0.436842418026031
2,4.3,20,0,-43,0.173656322058211
2,4.3,20,0,-42,-0.369488464928955
2,4.3,20,0,-41,-1.27400546591436
2,4.3,20,0,-40,-2.67514522927689
2,4.3,20,0,-39,-4.80341822673153
2,4.3,20,0,-38,-7.95401621012346
2,4.3,20,0,-37,-10.8376222001415
2,4.3,20,0,-36,-7.89500190742044
2,4.3,20,0,-35,-3.27009155364814
2,4.3,20,0,-34,0.334986584116028
2,4.3,20,0,-33,3.12971114359867
2,4.3,20,0,-32,5.37707940169984
2,4.3,20,0,-31,7.23379861933336
2,4.3,20,0,-30,8.79330103998853
2,4.3,20,0,-29,10.114118459717
2,4.3,20,0,-28,11.234631471262
2,4.3,20,0,-27,12.1808860976033
2,4.3,20,0,-26,12.970944227118
2,4.3,20,0,-25,13.6174198214114
2,4.3,20,0,-24,14.1290108648844
2,4.3,20,0,-23,14.5114422196273
2,4.3,20,0,-22,14.768040435402
2,4.3,20,0,-21,14.900060197585
2,4.3,20,0,-20,14.9068248390624
2,4.3,20,0,-19,14.785706787171
2,4.3,20,0,-18,14.5319451975103
2,4.3,20,0,-17,14.1382683014611
2,4.3,20,0,-16,13.5942473909661
2,4.3,20,0,-15,12.8852422211216
2,4.3,20,0,-14,11.990672410096
2,4.3,20,0,-13,10.8810941829041
2,4.3,20,0,-12,9.51299492414566
2,4.3,20,0,-11,7.81882925078575
