"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,20,0,-180,-13.3052132141707
2,4.3,20,0,-179,-12.9693273643944
2,4.3,20,0,-178,-13.1229518449229
2,4.3,20,0,-177,-13.7720781358044
2,4.3,20,0,-176,-14.9452713287006
2,4.3,20,0,-175,-16.6610798126105
2,4.3,20,0,-174,-18.7568965964013
2,4.3,20,0,-173,-20.3165535640041
2,4.3,20,0,-172,-19.8342360005256
2,4.3,20,0,-171,-17.9270198420136
2,4.3,20,0,-170,-16.0407848192816
2,4.3,20,0,-169,-14.6256066391665
2,4.3,20,0,-168,-13.6991655271325
2,4.3,20,0,-167,-13.2018481299097
2,4.3,20,0,-166,-13.0717147973219
2,4.3,20,0,-165,-13.2500187491358
2,4.3,20,0,-164,-13.6716017181427
2,4.3,20,0,-163,-14.2518966357714
2,4.3,20,0,-162,-14.8788459944311
2,4.3,20,0,-161,-15.4253420559995
2,4.3,20,0,-160,-15.7933513044834
2,4.3,20,0,-159,-15.961360264336
2,4.3,20,0,-158,-15.9773692387091
2,4.3,20,0,-157,-15.8939004643987
2,4.3,20,0,-156,-15.7036479376974
2,4.3,20,0,-155,-15.32312651562
2,4.3,20,0,-154,-14.6451177899778
2,4.3,20,0,-153,-13.6369162242273
2,4.3,20,0,-152,-12.3856159886783
2,4.3,20,0,-151,-11.0386646141551
2,4.3,20,0,-150,-9.72404102037851
2,4.3,20,0,-149,-8.52084446644193
2,4.3,20,0,-148,-7.46715268207929
2,4.3,20,0,-147,-6.57574696067738
2,4.3,20,0,-146,-5.84583166860023
2,4.3,20,0,-145,-5.26976982061772
2,4.3,20,0,-144,-4.83647459570425
2,4.3,20,0,-143,-4.53291530770079
2,4.3,20,0,-142,-4.34464358416864
2,4.3,20,0,-141,-4.2558684871175
2,4.3,20,0,-140,-4.24942153980098
2,4.3,20,0,-139,-4.30688044143701
2,4.3,20,0,-138,-4.4090882980468
2,4.3,20,0,-137,-4.53723806330818
2,4.3,20,0,-136,-4.67452449994275
2,4.3,20,0,-135,-4.80809156284264
2,4.3,20,0,-134,-4.9307311365613
2,4.3,20,0,-133,-5.04172121121839
2,4.3,20,0,-132,-5.14645729898995
2,4.3,20,0,-131,-5.25501430835043
2,4.3,20,0,-130,-5.38017065990685
2,4.3,20,0,-129,-5.53550577171253
2,4.3,20,0,-128,-5.7339775997188
2,4.3,20,0,-127,-5.987095153626
2,4.3,20,0,-126,-6.30458621159012
2,4.3,20,0,-125,-6.69436722833224
2,4.3,20,0,-124,-7.16261142324845
2,4.3,20,0,-123,-7.71372351981717
2,4.3,20,0,-122,-8.35002013824595
2,4.3,20,0,-121,-9.0708544055636
2,4.3,20,0,-120,-9.87079806170072
2,4.3,20,0,-119,-10.7363328088694
2,4.3,20,0,-118,-11.6404918030937
2,4.3,20,0,-117,-12.5356685444876
2,4.3,20,0,-116,-13.3477536375569
2,4.3,20,0,-115,-13.9806477042492
2,4.3,20,0,-114,-14.3428912607255
