"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,90,-180,-3.73582254235706
2,4.3,90,-179,-4.24091605397373
2,4.3,90,-178,-5.33802056002433
2,4.3,90,-177,-7.09184434374735
2,4.3,90,-176,-9.46670708745984
2,4.3,90,-175,-11.6275981135462
2,4.3,90,-174,-11.329702165151
2,4.3,90,-173,-9.06497142897082
2,4.3,90,-172,-6.92898257245033
2,4.3,90,-171,-5.45253699760893
2,4.3,90,-170,-4.62093910291412
2,4.3,90,-169,-4.37500839840053
2,4.3,90,-168,-4.69093718138306
2,4.3,90,-167,-5.58950007698193
2,4.3,90,-166,-7.13425282201799
2,4.3,90,-165,-9.38244453931043
2,4.3,90,-164,-11.9915323629366
2,4.3,90,-163,-12.9347366654804
2,4.3,90,-162,-10.9483401394929
2,4.3,90,-161,-8.46664851262382
2,4.3,90,-160,-6.59569710246848
2,4.3,90,-159,-5.38441278742578
2,4.3,90,-158,-4.74454461233012
2,4.3,90,-157,-4.61230546943502
2,4.3,90,-156,-4.96125272765657
2,4.3,90,-155,-5.79902999738968
2,4.3,90,-154,-7.1627694351052
2,4.3,90,-153,-9.0952241908232
2,4.3,90,-152,-11.4961371418645
2,4.3,90,-151,-13.5005383359297
2,4.3,90,-150,-13.3077970623593
2,4.3,90,-149,-11.4321466404503
2,4.3,90,-148,-9.58522566117981
2,4.3,90,-147,-8.28492038981383
2,4.3,90,-146,-7.55780490209848
2,4.3,90,-145,-7.36983362750193
2,4.3,90,-144,-7.71748071109492
2,4.3,90,-143,-8.65521095656853
2,4.3,90,-142,-10.3388800504569
2,4.3,90,-141,-13.1613209584115
2,4.3,90,-140,-18.3548908409103
2,4.3,90,-139,-33.8198395712765
2,4.3,90,-138,-19.5891325519199
2,4.3,90,-137,-13.2821563379465
2,4.3,90,-136,-9.81648407482227
2,4.3,90,-135,-7.56439169921823
2,4.3,90,-134,-6.02998832456893
2,4.3,90,-133,-4.99932191331247
2,4.3,90,-132,-4.36489625655183
2,4.3,90,-131,-4.07077404343869
2,4.3,90,-130,-4.09195769920847
2,4.3,90,-129,-4.42703353696271
2,4.3,90,-128,-5.09818780804706
2,4.3,90,-127,-6.15811775735175
2,4.3,90,-126,-7.70716008987255
2,4.3,90,-125,-9.92678890777637
2,4.3,90,-124,-13.0989548503414
2,4.3,90,-123,-16.8879786813636
2,4.3,90,-122,-16.3533083510454
2,4.3,90,-121,-12.1130534110746
2,4.3,90,-120,-8.62967532927701
2,4.3,90,-119,-6.03782858660015
2,4.3,90,-118,-4.04708047846277
2,4.3,90,-117,-2.47017982670978
2,4.3,90,-116,-1.19422956732193
2,4.3,90,-115,-0.147694580029442
2,4.3,90,-114,0.717420145456156
2,4.3,90,-113,1.43499466749999
2,4.3,90,-112,2.03000841830835
2,4.3,90,-111,2.52157939433139
2,4.3,90,-110,2.92482333301003
2,4.3,90,-109,3.25204074890824
2,4.3,90,-108,3.51350377801747
2,4.3,90,-107,3.71799514420068
2,4.3,90,-106,3.87318800507575
2,4.3,90,-105,3.9859201525283
2,4.3,90,-104,4.0623956328987
2,4.3,90,-103,4.10833457426588
2,4.3,90,-102,4.12908434412102
2,4.3,90,-101,4.12970021796966
2,4.3,90,-100,4.11500048598715
2,4.3,90,-99,4.0895988048392
2,4.3,90,-98,4.05791533264249
2,4.3,90,-97,4.02416763981296
2,4.3,90,-96,3.99234251457522
2,4.3,90,-95,3.96615053290855
2,4.3,90,-94,3.94896653744259
2,4.3,90,-93,3.94376076401398
2,4.3,90,-92,3.95302694295375
2,4.3,90,-91,3.97871486925522
2,4.3,90,-90,4.02217526364481
2,4.3,90,-89,4.08412394257242
2,4.3,90,-88,4.16463033510844
2,4.3,90,-87,4.26313249342095
2,4.3,90,-86,4.3784774699678
2,4.3,90,-85,4.50898292568399
2,4.3,90,-84,4.65251365980321
2,4.3,90,-83,4.80656574521424
2,4.3,90,-82,4.96835113824538
2,4.3,90,-81,5.13487676744156
2,4.3,90,-80,5.30301380106214
2,4.3,90,-79,5.469554639331
2,4.3,90,-78,5.63125685051244
2,4.3,90,-77,5.78487457624261
2,4.3,90,-76,5.9271788062654
2,4.3,90,-75,6.05496839668174
2,4.3,90,-74,6.16507386401573
2,4.3,90,-73,6.25435593282951
2,4.3,90,-72,6.31970064422447
2,4.3,90,-71,6.35801262541426
2,4.3,90,-70,6.36620793525938
2,4.3,90,-69,6.34120777838357
2,4.3,90,-68,6.27993435054202
2,4.3,90,-67,6.17931016388332
2,4.3,90,-66,6.03626242641042
2,4.3,90,-65,5.84773444441119
2,4.3,90,-64,5.6107066188265
2,4.3,90,-63,5.32223046886031
2,4.3,90,-62,4.97948030676339
2,4.3,90,-61,4.57982878971184
2,4.3,90,-60,4.12095467809248
2,4.3,90,-59,3.60099380731114
2,4.3,90,-58,3.01874752933891
2,4.3,90,-57,2.37396648683322
2,4.3,90,-56,1.66773082900732
2,4.3,90,-55,0.902949025230363
2,4.3,90,-54,0.0849920844724303
2,4.3,90,-53,-0.777540545394281
2,4.3,90,-52,-1.67197950100702
2,4.3,90,-51,-2.5808353691654
2,4.3,90,-50,-3.48150424234638
2,4.3,90,-49,-4.3470661536841
2,4.3,90,-48,-5.14901566543767
2,4.3,90,-47,-5.86252252070954
2,4.3,90,-46,-6.47371541160119
2,4.3,90,-45,-6.98676014461606
2,4.3,90,-44,-7.42764710214588
2,4.3,90,-43,-7.8431161259884
2,4.3,90,-42,-8.29619838498826
2,4.3,90,-41,-8.86163393909316
2,4.3,90,-40,-9.62319662321378
2,4.3,90,-39,-10.6698479331332
2,4.3,90,-38,-12.0699441655366
2,4.3,90,-37,-13.7287619314926
2,4.3,90,-36,-14.8834029803446
2,4.3,90,-35,-14.0583471391645
2,4.3,90,-34,-11.5955241109489
2,4.3,90,-33,-8.97034910540012
2,4.3,90,-32,-6.73400458453496
2,4.3,90,-31,-4.94519362347776
2,4.3,90,-30,-3.56636362329743
2,4.3,90,-29,-2.559849294431
2,4.3,90,-28,-1.9044726662357
2,4.3,90,-27,-1.59767739894524
2,4.3,90,-26,-1.65750720369686
2,4.3,90,-25,-2.1288701818018
2,4.3,90,-24,-3.09912005199579
2,4.3,90,-23,-4.73574031870041
2,4.3,90,-22,-7.38549433282886
2,4.3,90,-21,-11.8379542365838
2,4.3,90,-20,-17.5462623245473
2,4.3,90,-19,-12.2221685894881
2,4.3,90,-18,-7.0974909173321
2,4.3,90,-17,-3.937496646486
2,4.3,90,-16,-1.8886209092161
2,4.3,90,-15,-0.584680349094853
2,4.3,90,-14,0.134353506088937
2,4.3,90,-13,0.330328134468105
2,4.3,90,-12,0.000260706796638475
2,4.3,90,-11,-0.925732916297863
2,4.3,90,-10,-2.62655090609289
2,4.3,90,-9,-5.542663153283
2,4.3,90,-8,-11.0998333668511
2,4.3,90,-7,-29.1006053862758
2,4.3,90,-6,-10.8929057763715
2,4.3,90,-5,-5.06432327142748
2,4.3,90,-4,-1.89700774318652
2,4.3,90,-3,0.0422421218183972
2,4.3,90,-2,1.19160971390921
2,4.3,90,-1,1.72430515521116
2,4.3,90,0,1.70052164903439
2,4.3,90,1,1.10619339720673
2,4.3,90,2,-0.153823380172806
2,4.3,90,3,-2.31523398456785
2,4.3,90,4,-5.95390069847891
2,4.3,90,5,-12.4101673868912
2,4.3,90,6,-12.467749300526
2,4.3,90,7,-5.79785261112786
2,4.3,90,8,-1.96050965918173
2,4.3,90,9,0.392184657771828
2,4.3,90,10,1.85012686650292
2,4.3,90,11,2.65921274683823
2,4.3,90,12,2.92711485515554
2,4.3,90,13,2.68884306773941
2,4.3,90,14,1.92687072255542
2,4.3,90,15,0.572979307196193
2,4.3,90,16,-1.48332174531476
2,4.3,90,17,-4.22289999313839
2,4.3,90,18,-6.30524083548379
2,4.3,90,19,-4.83866985720588
2,4.3,90,20,-1.81652251641184
2,4.3,90,21,0.685006413744202
2,4.3,90,22,2.48882684795248
2,4.3,90,23,3.71986531921376
2,4.3,90,24,4.48214695073085
2,4.3,90,25,4.83871740020644
2,4.3,90,26,4.82073990429427
2,4.3,90,27,4.43407603198115
2,4.3,90,28,3.66165586913716
2,4.3,90,29,2.46433948980928
2,4.3,90,30,0.791805337269471
2,4.3,90,31,-1.33778551206712
2,4.3,90,32,-3.44503255783543
2,4.3,90,33,-3.92569934385299
2,4.3,90,34,-2.16802107910734
2,4.3,90,35,0.147186209267745
2,4.3,90,36,2.12426597454427
2,4.3,90,37,3.6505426894383
2,4.3,90,38,4.78094827033977
2,4.3,90,39,5.57906154581978
2,4.3,90,40,6.09307206041451
2,4.3,90,41,6.35624145454933
2,4.3,90,42,6.39048182696979
2,4.3,90,43,6.20967417496833
2,4.3,90,44,5.82291439655354
2,4.3,90,45,5.23905993916819
2,4.3,90,46,4.47545410543272
2,4.3,90,47,3.57642639904834
2,4.3,90,48,2.64906275680691
2,4.3,90,49,1.90846383947931
2,4.3,90,50,1.65554042723112
2,4.3,90,51,2.07530690014825
2,4.3,90,52,3.04522992032088
2,4.3,90,53,4.27534626740137
2,4.3,90,54,5.53774562764529
2,4.3,90,55,6.71850246048299
2,4.3,90,56,7.77667403419876
2,4.3,90,57,8.70539680008948
2,4.3,90,58,9.5112483757712
2,4.3,90,59,10.2051163010797
2,4.3,90,60,10.7984971919309
2,4.3,90,61,11.3021302806866
2,4.3,90,62,11.725593284488
2,4.3,90,63,12.0772779785601
2,4.3,90,64,12.3645019676814
2,4.3,90,65,12.5936567245359
2,4.3,90,66,12.7703526930157
2,4.3,90,67,12.8995478376804
2,4.3,90,68,12.9856565774478
2,4.3,90,69,13.0326401462897
2,4.3,90,70,13.0440807772324
2,4.3,90,71,13.0232423206379
2,4.3,90,72,12.9731196864365
2,4.3,90,73,12.8964791445857
2,4.3,90,74,12.7958911527014
2,4.3,90,75,12.6737570503156
2,4.3,90,76,12.5323306776568
2,4.3,90,77,12.3737357417208
2,4.3,90,78,12.1999795576155
2,4.3,90,79,12.0129636319747
2,4.3,90,80,11.8144914218592
2,4.3,90,81,11.6062734928355
2,4.3,90,82,11.3899302114341
2,4.3,90,83,11.1669920393107
2,4.3,90,84,10.9388974501069
2,4.3,90,85,10.7069884674992
2,4.3,90,86,10.4725038273688
2,4.3,90,87,10.236569801755
2,4.3,90,88,10.0001887900005
2,4.3,90,89,9.76422588431042
2,4.3,90,90,9.52939375121843
2,4.3,90,91,9.29623633201269
2,4.3,90,92,9.06511204500919
2,4.3,90,93,8.83617735825852
2,4.3,90,94,8.60937177872348
2,4.3,90,95,8.38440546017769
2,4.3,90,96,8.16075075912017
2,4.3,90,97,7.93763916744551
2,4.3,90,98,7.71406513768699
2,4.3,90,99,7.4887984232074
2,4.3,90,100,7.2604067310221
2,4.3,90,101,7.02729079354896
2,4.3,90,102,6.78773448123299
2,4.3,90,103,6.53997337161073
2,4.3,90,104,6.28228630757823
2,4.3,90,105,6.01311589608326
2,4.3,90,106,5.73122544693029
2,4.3,90,107,5.43590106067737
2,4.3,90,108,5.12720742153223
2,4.3,90,109,4.806302368677
2,4.3,90,110,4.4758051327392
2,4.3,90,111,4.14019124504717
2,4.3,90,112,3.8061479578436
2,4.3,90,113,3.48276546373434
2,4.3,90,114,3.18137219531711
2,4.3,90,115,2.91478477824911
2,4.3,90,116,2.69580472889594
2,4.3,90,117,2.53502429389981
2,4.3,90,118,2.43838220425386
2,4.3,90,119,2.40523963867428
2,4.3,90,120,2.42772950348254
2,4.3,90,121,2.49165421167033
2,4.3,90,122,2.57854257697979
2,4.3,90,123,2.66807757598859
2,4.3,90,124,2.74017666576548
2,4.3,90,125,2.77637265181502
2,4.3,90,126,2.76051101379958
