"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,90,-180,-32.343668126349
2,4.3,90,-179,-30.9157430487833
2,4.3,90,-178,-27.5652448119768
2,4.3,90,-177,-26.208362977799
2,4.3,90,-176,-26.3419364536549
2,4.3,90,-175,-27.8243018519681
2,4.3,90,-174,-30.9219936285312
2,4.3,90,-173,-35.7728940801241
2,4.3,90,-172,-35.2511536991727
2,4.3,90,-171,-30.4862111154778
2,4.3,90,-170,-27.5208469578005
2,4.3,90,-169,-25.98935889785
2,4.3,90,-168,-25.5429634678089
2,4.3,90,-167,-26.1022560487931
2,4.3,90,-166,-27.8134344288377
2,4.3,90,-165,-31.0650074533325
2,4.3,90,-164,-34.7579891868807
2,4.3,90,-163,-31.3148591791576
2,4.3,90,-162,-26.5775665432058
2,4.3,90,-161,-23.3669074904104
2,4.3,90,-160,-21.2218108193574
2,4.3,90,-159,-19.8228672820951
2,4.3,90,-158,-19.0064487849064
2,4.3,90,-157,-18.6922679130605
2,4.3,90,-156,-18.8507512071463
2,4.3,90,-155,-19.4909194250243
2,4.3,90,-154,-20.656843359544
2,4.3,90,-153,-22.4140712556224
2,4.3,90,-152,-24.7296131388162
2,4.3,90,-151,-26.8106300030441
2,4.3,90,-150,-26.4626110248739
2,4.3,90,-149,-24.0332100983366
2,4.3,90,-148,-21.5964702759409
2,4.3,90,-147,-19.7056324534237
2,4.3,90,-146,-18.333962967655
2,4.3,90,-145,-17.3911814632309
2,4.3,90,-144,-16.8050138432847
2,4.3,90,-143,-16.5244155529855
2,4.3,90,-142,-16.5132073435106
2,4.3,90,-141,-16.7437410439718
2,4.3,90,-140,-17.1907215161293
2,4.3,90,-139,-17.8236370414988
2,4.3,90,-138,-18.595921710396
2,4.3,90,-137,-19.4303750707486
2,4.3,90,-136,-20.2073898117055
2,4.3,90,-135,-20.7778979303593
2,4.3,90,-134,-21.0249591239787
2,4.3,90,-133,-20.9403829929537
2,4.3,90,-132,-20.627236768306
2,4.3,90,-131,-20.2243485966626
2,4.3,90,-130,-19.8412005186957
2,4.3,90,-129,-19.5414373280777
2,4.3,90,-128,-19.3522797995349
2,4.3,90,-127,-19.2768231374116
2,4.3,90,-126,-19.3017861340769
2,4.3,90,-125,-19.4009209403789
2,4.3,90,-124,-19.5363066008417
2,4.3,90,-123,-19.6603476136393
2,4.3,90,-122,-19.7214730186569
2,4.3,90,-121,-19.6749897078521
2,4.3,90,-120,-19.4960749134421
2,4.3,90,-119,-19.1874162584402
2,4.3,90,-118,-18.7758909433514
2,4.3,90,-117,-18.3008369803659
2,4.3,90,-116,-17.8017414605972
2,4.3,90,-115,-17.3107769295899
2,4.3,90,-114,-16.8505868980966
2,4.3,90,-113,-16.4351929934685
2,4.3,90,-112,-16.0719893854006
2,4.3,90,-111,-15.7637109495936
2,4.3,90,-110,-15.5099825327537
2,4.3,90,-109,-15.3084138995448
