"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,90.0000000000002,-180,-29.4274582727801
2,3.3,90.0000000000002,-179,-29.047173794483
2,3.3,90.0000000000002,-178,-27.0745715776868
2,3.3,90.0000000000002,-177,-24.6889866077519
2,3.3,90.0000000000002,-176,-22.4995857888424
2,3.3,90.0000000000002,-175,-20.621933644551
2,3.3,90.0000000000002,-174,-19.0331307031785
2,3.3,90.0000000000002,-173,-17.6883999699642
2,3.3,90.0000000000002,-172,-16.5468115780554
2,3.3,90.0000000000002,-171,-15.5748191938823
2,3.3,90.0000000000002,-170,-14.7452543380457
2,3.3,90.0000000000002,-169,-14.0358531763128
2,3.3,90.0000000000002,-168,-13.4281491712391
2,3.3,90.0000000000002,-167,-12.9068052358362
2,3.3,90.0000000000002,-166,-12.4592899212475
2,3.3,90.0000000000002,-165,-12.0757705334228
2,3.3,90.0000000000002,-164,-11.7490976332532
2,3.3,90.0000000000002,-163,-11.4747725816105
2,3.3,90.0000000000002,-162,-11.2508224059168
2,3.3,90.0000000000002,-161,-11.0775506771399
2,3.3,90.0000000000002,-160,-10.9571785471672
2,3.3,90.0000000000002,-159,-10.8934235235589
2,3.3,90.0000000000002,-158,-10.8910767389561
2,3.3,90.0000000000002,-157,-10.9556328491275
2,3.3,90.0000000000002,-156,-11.0930075677498
2,3.3,90.0000000000002,-155,-11.3093553184929
2,3.3,90.0000000000002,-154,-11.6109799639285
2,3.3,90.0000000000002,-153,-12.0043168720555
2,3.3,90.0000000000002,-152,-12.4959521132992
2,3.3,90.0000000000002,-151,-13.092627824144
2,3.3,90.0000000000002,-150,-13.8011502239682
2,3.3,90.0000000000002,-149,-14.6280476900076
2,3.3,90.0000000000002,-148,-15.5786815606369
2,3.3,90.0000000000002,-147,-16.6552208560224
2,3.3,90.0000000000002,-146,-17.852351446898
2,3.3,90.0000000000002,-145,-19.1487917146446
2,3.3,90.0000000000002,-144,-20.4924025844972
2,3.3,90.0000000000002,-143,-21.7806608647904
2,3.3,90.0000000000002,-142,-22.8549638755676
