"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,20,0,-180,-6.40661080857805
2,3.3,20,0,-179,-7.69579913005443
2,3.3,20,0,-178,-9.25253013912864
2,3.3,20,0,-177,-11.1642785833866
2,3.3,20,0,-176,-13.5831928288549
2,3.3,20,0,-175,-16.8072110298296
2,3.3,20,0,-174,-21.5167330347988
2,3.3,20,0,-173,-28.746093402663
2,3.3,20,0,-172,-26.4985732781048
2,3.3,20,0,-171,-20.9414706639065
2,3.3,20,0,-170,-17.7047115995295
2,3.3,20,0,-169,-15.6485223615386
2,3.3,20,0,-168,-14.2801917957531
2,3.3,20,0,-167,-13.3741284481349
2,3.3,20,0,-166,-12.8120864202651
2,3.3,20,0,-165,-12.5262387458495
2,3.3,20,0,-164,-12.4756050530381
2,3.3,20,0,-163,-12.6349853994709
2,3.3,20,0,-162,-12.9892091865822
2,3.3,20,0,-161,-13.5298013057389
2,3.3,20,0,-160,-14.2526382939305
2,3.3,20,0,-159,-15.155567537607
2,3.3,20,0,-158,-16.23471555862
2,3.3,20,0,-157,-17.4772456341515
2,3.3,20,0,-156,-18.846543900581
2,3.3,20,0,-155,-20.2550021378973
2,3.3,20,0,-154,-21.5303176074162
2,3.3,20,0,-153,-22.4257472432092
2,3.3,20,0,-152,-22.7565936250546
2,3.3,20,0,-151,-22.569142866997
2,3.3,20,0,-150,-22.0879613999823
2,3.3,20,0,-149,-21.5281810955039
2,3.3,20,0,-148,-21.0134886179786
2,3.3,20,0,-147,-20.5930036421506
2,3.3,20,0,-146,-20.2745291063317
2,3.3,20,0,-145,-20.046214863916
2,3.3,20,0,-144,-19.8878718146762
2,3.3,20,0,-143,-19.7769747421245
2,3.3,20,0,-142,-19.6924458572589
2,3.3,20,0,-141,-19.617453434751
2,3.3,20,0,-140,-19.5413525552416
2,3.3,20,0,-139,-19.4604580858475
2,3.3,20,0,-138,-19.3774638576694
2,3.3,20,0,-137,-19.2997466859095
2,3.3,20,0,-136,-19.237141901383
2,3.3,20,0,-135,-19.1998090400374
2,3.3,20,0,-134,-19.196567983311
2,3.3,20,0,-133,-19.2337830816098
2,3.3,20,0,-132,-19.3146668139059
2,3.3,20,0,-131,-19.4388052984117
2,3.3,20,0,-130,-19.6017419570299
2,3.3,20,0,-129,-19.7945536819599
2,3.3,20,0,-128,-20.003500334915
2,3.3,20,0,-127,-20.210018098114
2,3.3,20,0,-126,-20.3915185760249
2,3.3,20,0,-125,-20.5235092470942
2,3.3,20,0,-124,-20.5832301271144
2,3.3,20,0,-123,-20.5541779655652
2,3.3,20,0,-122,-20.4299306759413
2,3.3,20,0,-121,-20.2154845208804
2,3.3,20,0,-120,-19.9254187680907
2,3.3,20,0,-119,-19.579877170492
2,3.3,20,0,-118,-19.2002232722364
2,3.3,20,0,-117,-18.8058110905151
2,3.3,20,0,-116,-18.4123200725463
2,3.3,20,0,-115,-18.0313652461621
