"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,20,0,-180,-25.6864629531795
2,3.3,20,0,-179,-28.1191838514266
2,3.3,20,0,-178,-26.1963677939408
2,3.3,20,0,-177,-22.7425051488595
2,3.3,20,0,-176,-19.9763713713543
2,3.3,20,0,-175,-17.9280754790843
2,3.3,20,0,-174,-16.4203149410088
2,3.3,20,0,-173,-15.3282743475962
2,3.3,20,0,-172,-14.574962989699
2,3.3,20,0,-171,-14.1142288113684
2,3.3,20,0,-170,-13.9203257449186
2,3.3,20,0,-169,-13.982575930362
2,3.3,20,0,-168,-14.3033373059625
2,3.3,20,0,-167,-14.8984781406246
2,3.3,20,0,-166,-15.8003015561348
2,3.3,20,0,-165,-17.063100156497
2,3.3,20,0,-164,-18.7691366757004
2,3.3,20,0,-163,-21.0125318041838
2,3.3,20,0,-162,-23.6991957501576
2,3.3,20,0,-161,-25.5168802738842
2,3.3,20,0,-160,-24.1800413986595
2,3.3,20,0,-159,-21.3351390867027
2,3.3,20,0,-158,-18.7774609916626
2,3.3,20,0,-157,-16.7401910803618
2,3.3,20,0,-156,-15.1291470247459
2,3.3,20,0,-155,-13.8432148657748
2,3.3,20,0,-154,-12.8078474499943
2,3.3,20,0,-153,-11.9699862310874
2,3.3,20,0,-152,-11.2911313578622
2,3.3,20,0,-151,-10.7425243053312
2,3.3,20,0,-150,-10.3021014657126
2,3.3,20,0,-149,-9.95258992137662
2,3.3,20,0,-148,-9.68030244014539
2,3.3,20,0,-147,-9.47435373901733
2,3.3,20,0,-146,-9.32612551498734
2,3.3,20,0,-145,-9.22887251555581
2,3.3,20,0,-144,-9.17740320132247
2,3.3,20,0,-143,-9.16779634839345
2,3.3,20,0,-142,-9.19713419504694
2,3.3,20,0,-141,-9.26324569229751
2,3.3,20,0,-140,-9.36446124484281
2,3.3,20,0,-139,-9.49938405518253
2,3.3,20,0,-138,-9.66668401255049
2,3.3,20,0,-137,-9.86491930472184
2,3.3,20,0,-136,-10.092389745907
2,3.3,20,0,-135,-10.3470250272559
2,3.3,20,0,-134,-10.6263110583817
2,3.3,20,0,-133,-10.9272581420437
2,3.3,20,0,-132,-11.2464153344226
2,3.3,20,0,-131,-11.579935080549
2,3.3,20,0,-130,-11.9236900273433
2,3.3,20,0,-129,-12.2734389508475
2,3.3,20,0,-128,-12.6250308238741
2,3.3,20,0,-127,-12.9746262344782
2,3.3,20,0,-126,-13.3189061124241
2,3.3,20,0,-125,-13.6552324747881
2,3.3,20,0,-124,-13.981727814507
2,3.3,20,0,-123,-14.2972500343983
2,3.3,20,0,-122,-14.6012566808019
2,3.3,20,0,-121,-14.8935712975919
2,3.3,20,0,-120,-15.1740810121159
2,3.3,20,0,-119,-15.4424046853867
2,3.3,20,0,-118,-15.6975747872776
2,3.3,20,0,-117,-15.9377757281508
2,3.3,20,0,-116,-16.1601793728253
2,3.3,20,0,-115,-16.3609158752715
2,3.3,20,0,-114,-16.5352126355885
2,3.3,20,0,-113,-16.6777209230749
2,3.3,20,0,-112,-16.7830228499534
2,3.3,20,0,-111,-16.8462696381333
2,3.3,20,0,-110,-16.8638540398925
2,3.3,20,0,-109,-16.8339849760225
2,3.3,20,0,-108,-16.7570338396066
2,3.3,20,0,-107,-16.6355701316503
2,3.3,20,0,-106,-16.4740854546905
2,3.3,20,0,-105,-16.2784856001431
2,3.3,20,0,-104,-16.0554769825754
2,3.3,20,0,-103,-15.8119728962806
2,3.3,20,0,-102,-15.5546082702872
2,3.3,20,0,-101,-15.2894021942408
2,3.3,20,0,-100,-15.0215656172027
2,3.3,20,0,-99,-14.7554264648189
2,3.3,20,0,-98,-14.4944353719444
2,3.3,20,0,-97,-14.2412169426693
2,3.3,20,0,-96,-13.9976381951381
2,3.3,20,0,-95,-13.7648735734811
2,3.3,20,0,-94,-13.5434525237529
2,3.3,20,0,-93,-13.3332804982475
2,3.3,20,0,-92,-13.1336275886357
2,3.3,20,0,-91,-12.943081452237
2,3.3,20,0,-90,-12.7594637047041
2,3.3,20,0,-89,-12.5797126468953
2,3.3,20,0,-88,-12.3997414344338
2,3.3,20,0,-87,-12.214291024091
2,3.3,20,0,-86,-12.0168124161908
2,3.3,20,0,-85,-11.7994321004869
2,3.3,20,0,-84,-11.5530735815059
2,3.3,20,0,-83,-11.2678156190151
2,3.3,20,0,-82,-10.9335474841008
2,3.3,20,0,-81,-10.5409169214727
2,3.3,20,0,-80,-10.0824581711491
2,3.3,20,0,-79,-9.55367024703386
2,3.3,20,0,-78,-8.9537567844039
2,3.3,20,0,-77,-8.28579786891194
2,3.3,20,0,-76,-7.55629714074921
2,3.3,20,0,-75,-6.77425059273783
2,3.3,20,0,-74,-5.95001047023638
2,3.3,20,0,-73,-5.09421839981096
2,3.3,20,0,-72,-4.21698719445147
2,3.3,20,0,-71,-3.32739088370916
2,3.3,20,0,-70,-2.4332323164816
2,3.3,20,0,-69,-1.54101484862592
2,3.3,20,0,-68,-0.656039607423079
2,3.3,20,0,-67,0.217435334100134
2,3.3,20,0,-66,1.07601727462081
2,3.3,20,0,-65,1.91700817880628
2,3.3,20,0,-64,2.73825345776956
2,3.3,20,0,-63,3.53801454137731
2,3.3,20,0,-62,4.31486495776886
2,3.3,20,0,-61,5.06760742669654
2,3.3,20,0,-60,5.79520867853025
2,3.3,20,0,-59,6.4967486742352
2,3.3,20,0,-58,7.17138122040643
2,3.3,20,0,-57,7.81830341934495
2,3.3,20,0,-56,8.43673184863703
2,3.3,20,0,-55,9.02588377318434
2,3.3,20,0,-54,9.58496203544689
2,3.3,20,0,-53,10.113142544671
2,3.3,20,0,-52,10.6095634987194
2,3.3,20,0,-51,11.0733156309693
2,3.3,20,0,-50,11.5034328876533
2,3.3,20,0,-49,11.8988830147142
2,3.3,20,0,-48,12.2585575725425
2,3.3,20,0,-47,12.5812609046009
2,3.3,20,0,-46,12.8656975622903
2,3.3,20,0,-45,13.1104576312822
2,3.3,20,0,-44,13.3139993085938
2,3.3,20,0,-43,13.4746279355168
2,3.3,20,0,-42,13.5904704841736
2,3.3,20,0,-41,13.6594442019433
2,3.3,20,0,-40,13.6792177032136
2,3.3,20,0,-39,13.6471622082146
2,3.3,20,0,-38,13.5602897810365
2,3.3,20,0,-37,13.4151741826779
2,3.3,20,0,-36,13.2078481205255
2,3.3,20,0,-35,12.9336678990093
2,3.3,20,0,-34,12.5871321780949
2,3.3,20,0,-33,12.1616347231573
2,3.3,20,0,-32,11.6491198858956
2,3.3,20,0,-31,11.0395907599823
2,3.3,20,0,-30,10.3203870688254
2,3.3,20,0,-29,9.47508982926831
2,3.3,20,0,-28,8.48179484492907
2,3.3,20,0,-27,7.31026383448388
2,3.3,20,0,-26,5.91695604568016
2,3.3,20,0,-25,4.23575540832231
2,3.3,20,0,-24,2.15915396880626
2,3.3,20,0,-23,-0.503947769029742
2,3.3,20,0,-22,-4.13148142236374
2,3.3,20,0,-21,-9.4481487027716
2,3.3,20,0,-20,-13.6537545811415
2,3.3,20,0,-19,-8.64480941323322
2,3.3,20,0,-18,-4.56314604633048
2,3.3,20,0,-17,-1.97057512949821
2,3.3,20,0,-16,-0.236465397534835
2,3.3,20,0,-15,0.944148398208933
2,3.3,20,0,-14,1.72503561727691
2,3.3,20,0,-13,2.18974870794899
2,3.3,20,0,-12,2.38482758131247
2,3.3,20,0,-11,2.3344392324579
2,3.3,20,0,-10,2.046917197539
2,3.3,20,0,-9,1.51702457941367
2,3.3,20,0,-8,0.725134961299812
2,3.3,20,0,-7,-0.366979795678678
2,3.3,20,0,-6,-1.82571065106466
2,3.3,20,0,-5,-3.76531852275448
2,3.3,20,0,-4,-6.38616294429423
2,3.3,20,0,-3,-10.0058752657831
2,3.3,20,0,-2,-14.3003783470245
2,3.3,20,0,-1,-13.8966345104658
2,3.3,20,0,0,-9.88339265885296
2,3.3,20,0,1,-6.79323168471774
2,3.3,20,0,2,-4.6499000144848
2,3.3,20,0,3,-3.15106935712055
2,3.3,20,0,4,-2.11488840784692
2,3.3,20,0,5,-1.43792690900462
2,3.3,20,0,6,-1.06041556576613
2,3.3,20,0,7,-0.948637080577363
2,3.3,20,0,8,-1.08635482770317
2,3.3,20,0,9,-1.47098052907978
2,3.3,20,0,10,-2.11262763982697
2,3.3,20,0,11,-3.03536314846643
2,3.3,20,0,12,-4.28030275244148
2,3.3,20,0,13,-5.90862068972034
2,3.3,20,0,14,-7.9912495397082
2,3.3,20,0,15,-10.5066933539196
2,3.3,20,0,16,-12.808765801635
2,3.3,20,0,17,-12.979724687049
2,3.3,20,0,18,-10.9402209152898
2,3.3,20,0,19,-8.62297813991476
2,3.3,20,0,20,-6.72202788276443
2,3.3,20,0,21,-5.26582627163551
2,3.3,20,0,22,-4.17959518135612
2,3.3,20,0,23,-3.39601374620182
2,3.3,20,0,24,-2.8665479383748
2,3.3,20,0,25,-2.55795509800556
2,3.3,20,0,26,-2.44814429360803
2,3.3,20,0,27,-2.52323252514211
2,3.3,20,0,28,-2.77565250616902
2,3.3,20,0,29,-3.20294063570925
2,3.3,20,0,30,-3.80681928219133
2,3.3,20,0,31,-4.59203501989021
2,3.3,20,0,32,-5.56385749120435
2,3.3,20,0,33,-6.72160756003576
2,3.3,20,0,34,-8.04188993082439
2,3.3,20,0,35,-9.43890544833964
2,3.3,20,0,36,-10.6939963937169
2,3.3,20,0,37,-11.42907569157
2,3.3,20,0,38,-11.3429986077094
2,3.3,20,0,39,-10.5589139778409
2,3.3,20,0,40,-9.4651212000661
2,3.3,20,0,41,-8.35608055945348
2,3.3,20,0,42,-7.36401262963506
2,3.3,20,0,43,-6.52872147761732
2,3.3,20,0,44,-5.85222794520501
2,3.3,20,0,45,-5.32393376000242
2,3.3,20,0,46,-4.93041017613969
2,3.3,20,0,47,-4.65884262541302
2,3.3,20,0,48,-4.49804994477349
2,3.3,20,0,49,-4.43861924557333
2,3.3,20,0,50,-4.4727446467304
2,3.3,20,0,51,-4.59398874740449
2,3.3,20,0,52,-4.79704261380276
2,3.3,20,0,53,-5.07750405197802
2,3.3,20,0,54,-5.43167131280285
2,3.3,20,0,55,-5.85633894350145
2,3.3,20,0,56,-6.34857550617799
2,3.3,20,0,57,-6.90545536684179
2,3.3,20,0,58,-7.52370675072118
2,3.3,20,0,59,-8.19922519024831
2,3.3,20,0,60,-8.9263873104475
2,3.3,20,0,61,-9.69709267076784
2,3.3,20,0,62,-10.4994828815487
2,3.3,20,0,63,-11.3163845813986
2,3.3,20,0,64,-12.1237745956502
2,3.3,20,0,65,-12.8900417252547
2,3.3,20,0,66,-13.5774130718986
2,3.3,20,0,67,-14.1470311932855
2,3.3,20,0,68,-14.5677497864177
2,3.3,20,0,69,-14.8255572514831
2,3.3,20,0,70,-14.9282402119343
2,3.3,20,0,71,-14.9020826086251
2,3.3,20,0,72,-14.7828974260997
2,3.3,20,0,73,-14.6067742584427
2,3.3,20,0,74,-14.4042427329209
2,3.3,20,0,75,-14.1982650736047
2,3.3,20,0,76,-14.0046853301954
2,3.3,20,0,77,-13.8336814833992
2,3.3,20,0,78,-13.6913361182739
2,3.3,20,0,79,-13.5809566763019
2,3.3,20,0,80,-13.504065579925
2,3.3,20,0,81,-13.4610992044606
2,3.3,20,0,82,-13.4518851551745
2,3.3,20,0,83,-13.4759625670459
2,3.3,20,0,84,-13.532795648857
2,3.3,20,0,85,-13.6219163362394
2,3.3,20,0,86,-13.7430205312588
2,3.3,20,0,87,-13.8960341259941
2,3.3,20,0,88,-14.0811591622022
2,3.3,20,0,89,-14.2989062799366
2,3.3,20,0,90,-14.5501163365364
2,3.3,20,0,91,-14.8359710715313
2,3.3,20,0,92,-15.1579892457724
2,3.3,20,0,93,-15.5179998782322
2,3.3,20,0,94,-15.9180766653808
2,3.3,20,0,95,-16.3604051767221
2,3.3,20,0,96,-16.847033360619
2,3.3,20,0,97,-17.3794206356462
2,3.3,20,0,98,-17.9576437540149
2,3.3,20,0,99,-18.5790324772997
2,3.3,20,0,100,-19.2359055408768
2,3.3,20,0,101,-19.9120347787152
2,3.3,20,0,102,-20.5777489513436
2,3.3,20,0,103,-21.1848264264989
2,3.3,20,0,104,-21.6652728408568
2,3.3,20,0,105,-21.9415405747969
2,3.3,20,0,106,-21.9527868819803
2,3.3,20,0,107,-21.6852976460725
2,3.3,20,0,108,-21.181097197882
2,3.3,20,0,109,-20.5159847092002
2,3.3,20,0,110,-19.7682468041984
2,3.3,20,0,111,-18.9998583346506
2,3.3,20,0,112,-18.2527438355464
2,3.3,20,0,113,-17.5526275277937
2,3.3,20,0,114,-16.9143482494991
2,3.3,20,0,115,-16.3461729616709
2,3.3,20,0,116,-15.8527238262607
2,3.3,20,0,117,-15.4368149763978
2,3.3,20,0,118,-15.1005719655271
2,3.3,20,0,119,-14.8461192420071
2,3.3,20,0,120,-14.6760244864487
2,3.3,20,0,121,-14.5936192487601
2,3.3,20,0,122,-14.6032724704404
2,3.3,20,0,123,-14.7106695153771
2,3.3,20,0,124,-14.9231372334723
2,3.3,20,0,125,-15.2500493132985
2,3.3,20,0,126,-15.703337691111
2,3.3,20,0,127,-16.2981065969702
