"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,20,0,-180,-14.0748644160718
2,3.3,20,0,-179,-14.088927311493
2,3.3,20,0,-178,-14.3840001365126
2,3.3,20,0,-177,-14.9608512461953
2,3.3,20,0,-176,-15.8149020190459
2,3.3,20,0,-175,-16.9137717426864
2,3.3,20,0,-174,-18.1409236443012
2,3.3,20,0,-173,-19.1977511148799
2,3.3,20,0,-172,-19.6090411362766
2,3.3,20,0,-171,-19.1322550472398
2,3.3,20,0,-170,-18.0821623776564
2,3.3,20,0,-169,-16.9202125982321
2,3.3,20,0,-168,-15.908737685487
2,3.3,20,0,-167,-15.1428444567713
2,3.3,20,0,-166,-14.6442731153917
2,3.3,20,0,-165,-14.4101420860713
2,3.3,20,0,-164,-14.4307237082978
2,3.3,20,0,-163,-14.6930727801373
2,3.3,20,0,-162,-15.1765513478293
2,3.3,20,0,-161,-15.8396464092494
2,3.3,20,0,-160,-16.5947827194691
2,3.3,20,0,-159,-17.2765293306767
2,3.3,20,0,-158,-17.6478378043436
2,3.3,20,0,-157,-17.5217194330388
2,3.3,20,0,-156,-16.9262312455773
2,3.3,20,0,-155,-16.0733849932471
2,3.3,20,0,-154,-15.1826708559881
2,3.3,20,0,-153,-14.3916302878292
2,3.3,20,0,-152,-13.7663606162382
2,3.3,20,0,-151,-13.333454102149
2,3.3,20,0,-150,-13.101973189053
2,3.3,20,0,-149,-13.074731807669
2,3.3,20,0,-148,-13.2532401036357
2,3.3,20,0,-147,-13.6389846642783
2,3.3,20,0,-146,-14.2315032150757
2,3.3,20,0,-145,-15.0212541076362
2,3.3,20,0,-144,-15.9715687298738
2,3.3,20,0,-143,-16.9801388890398
2,3.3,20,0,-142,-17.8234875394368
2,3.3,20,0,-141,-18.167840751354
2,3.3,20,0,-140,-17.7966217056108
2,3.3,20,0,-139,-16.8483267736943
2,3.3,20,0,-138,-15.6516349000247
2,3.3,20,0,-137,-14.4551374385467
2,3.3,20,0,-136,-13.3767343760229
