"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,20,0,-180,-16.2492821816592
2,3.3,20,0,-179,-15.6465488775757
2,3.3,20,0,-178,-14.6123077002781
2,3.3,20,0,-177,-13.540005077001
2,3.3,20,0,-176,-12.645681949024
2,3.3,20,0,-175,-12.0134506017819
2,3.3,20,0,-174,-11.6710423436578
2,3.3,20,0,-173,-11.6297929974084
2,3.3,20,0,-172,-11.9016280022691
2,3.3,20,0,-171,-12.5059974503211
2,3.3,20,0,-170,-13.4709204796069
2,3.3,20,0,-169,-14.8217908295705
2,3.3,20,0,-168,-16.5235219701492
2,3.3,20,0,-167,-18.2657841017947
2,3.3,20,0,-166,-19.0981995153015
2,3.3,20,0,-165,-18.2119430863168
2,3.3,20,0,-164,-16.387491388308
2,3.3,20,0,-163,-14.5860753759039
2,3.3,20,0,-162,-13.1259592694815
2,3.3,20,0,-161,-12.0428239866003
2,3.3,20,0,-160,-11.3098692201784
2,3.3,20,0,-159,-10.8980799735294
2,3.3,20,0,-158,-10.7891984032521
2,3.3,20,0,-157,-10.9778515782215
2,3.3,20,0,-156,-11.4718951502286
2,3.3,20,0,-155,-12.2925675458716
2,3.3,20,0,-154,-13.4720750929233
2,3.3,20,0,-153,-15.0359597874411
2,3.3,20,0,-152,-16.9174722096956
2,3.3,20,0,-151,-18.6517608227732
2,3.3,20,0,-150,-19.0567077776305
2,3.3,20,0,-149,-17.6751553640324
2,3.3,20,0,-148,-15.6553704174413
2,3.3,20,0,-147,-13.8051414966825
2,3.3,20,0,-146,-12.3111736721539
2,3.3,20,0,-145,-11.1643558781946
2,3.3,20,0,-144,-10.3228643005649
2,3.3,20,0,-143,-9.74945696738045
2,3.3,20,0,-142,-9.41739747484277
2,3.3,20,0,-141,-9.30995166064743
2,3.3,20,0,-140,-9.41917068463253
2,3.3,20,0,-139,-9.74515321401912
2,3.3,20,0,-138,-10.295893927951
2,3.3,20,0,-137,-11.0873500736884
2,3.3,20,0,-136,-12.1423133892457
2,3.3,20,0,-135,-13.4829040742045
2,3.3,20,0,-134,-15.0979416718509
2,3.3,20,0,-133,-16.8265687308519
2,3.3,20,0,-132,-18.0899702608659
2,3.3,20,0,-131,-17.9842118259652
2,3.3,20,0,-130,-16.5409233991751
2,3.3,20,0,-129,-14.6644361330017
2,3.3,20,0,-128,-12.8985226156255
2,3.3,20,0,-127,-11.3831241238646
2,3.3,20,0,-126,-10.1173589863352
2,3.3,20,0,-125,-9.06901049281506
2,3.3,20,0,-124,-8.20459305386817
2,3.3,20,0,-123,-7.49579327482344
2,3.3,20,0,-122,-6.91981855202244
2,3.3,20,0,-121,-6.45843022894733
2,3.3,20,0,-120,-6.09689075732198
2,3.3,20,0,-119,-5.82309378175913
2,3.3,20,0,-118,-5.62689466973037
2,3.3,20,0,-117,-5.49960303034986
2,3.3,20,0,-116,-5.43359500976311
2,3.3,20,0,-115,-5.42201127775755
2,3.3,20,0,-114,-5.45851570397969
2,3.3,20,0,-113,-5.53709733631001
2,3.3,20,0,-112,-5.6519043761819
2,3.3,20,0,-111,-5.79710388015903
2,3.3,20,0,-110,-5.9667653966898
2,3.3,20,0,-109,-6.15477099430798
2,3.3,20,0,-108,-6.35475819901152
2,3.3,20,0,-107,-6.56010589203343
2,3.3,20,0,-106,-6.76397539309192
2,3.3,20,0,-105,-6.95941845040108
2,3.3,20,0,-104,-7.13955913605802
2,3.3,20,0,-103,-7.29784661077752
2,3.3,20,0,-102,-7.42836077752817
2,3.3,20,0,-101,-7.52613588355374
2,3.3,20,0,-100,-7.58745363511186
2,3.3,20,0,-99,-7.61005380467754
2,3.3,20,0,-98,-7.59322084802904
2,3.3,20,0,-97,-7.5377285847448
2,3.3,20,0,-96,-7.44565447739228
2,3.3,20,0,-95,-7.32010048554774
2,3.3,20,0,-94,-7.16487088720287
2,3.3,20,0,-93,-6.98415647180091
2,3.3,20,0,-92,-6.7822624560812
2,3.3,20,0,-91,-6.56340063218138
2,3.3,20,0,-90,-6.33155047871713
2,3.3,20,0,-89,-6.09038268105553
2,3.3,20,0,-88,-5.84323252614085
2,3.3,20,0,-87,-5.59310903826639
2,3.3,20,0,-86,-5.34272693425456
2,3.3,20,0,-85,-5.09455103128988
2,3.3,20,0,-84,-4.85084559759281
2,3.3,20,0,-83,-4.61372370880816
2,3.3,20,0,-82,-4.38519371941799
2,3.3,20,0,-81,-4.16720144694808
2,3.3,20,0,-80,-3.96166766842106
2,3.3,20,0,-79,-3.77052114849191
2,3.3,20,0,-78,-3.59572775866217
2,3.3,20,0,-77,-3.43931638869917
2,3.3,20,0,-76,-3.30340235148651
2,3.3,20,0,-75,-3.19020887157743
2,3.3,20,0,-74,-3.1020870295162
2,3.3,20,0,-73,-3.04153418178276
2,3.3,20,0,-72,-3.0112103228753
2,3.3,20,0,-71,-3.01395097401482
2,3.3,20,0,-70,-3.05277374714024
2,3.3,20,0,-69,-3.13087335483113
2,3.3,20,0,-68,-3.25159585109675
2,3.3,20,0,-67,-3.41837616127004
2,3.3,20,0,-66,-3.63461158603957
2,3.3,20,0,-65,-3.90342483510508
2,3.3,20,0,-64,-4.22723851306938
2,3.3,20,0,-63,-4.60703270255706
2,3.3,20,0,-62,-5.04108418889538
2,3.3,20,0,-61,-5.5229015072461
2,3.3,20,0,-60,-6.03804371164293
2,3.3,20,0,-59,-6.55976808383515
2,3.3,20,0,-58,-7.04450549322579
2,3.3,20,0,-57,-7.43061590489767
2,3.3,20,0,-56,-7.64681413386653
2,3.3,20,0,-55,-7.63464387684273
2,3.3,20,0,-54,-7.37620749023703
2,3.3,20,0,-53,-6.90509627870561
2,3.3,20,0,-52,-6.28989215884655
2,3.3,20,0,-51,-5.60598461129582
2,3.3,20,0,-50,-4.91620996096745
2,3.3,20,0,-49,-4.26529528287475
2,3.3,20,0,-48,-3.68240763164489
2,3.3,20,0,-47,-3.18593657468162
2,3.3,20,0,-46,-2.78774475725196
2,3.3,20,0,-45,-2.49624077490908
2,3.3,20,0,-44,-2.31844454225133
2,3.3,20,0,-43,-2.26137821259568
2,3.3,20,0,-42,-2.33306573243263
2,3.3,20,0,-41,-2.5433349899825
2,3.3,20,0,-40,-2.90452497077101
2,3.3,20,0,-39,-3.43207260617936
2,3.3,20,0,-38,-4.14466685116342
2,3.3,20,0,-37,-5.06284622405273
2,3.3,20,0,-36,-6.2024859143335
2,3.3,20,0,-35,-7.55254006381218
2,3.3,20,0,-34,-9.00987678792909
2,3.3,20,0,-33,-10.2420567470138
2,3.3,20,0,-32,-10.6517391297855
2,3.3,20,0,-31,-9.93924532480147
2,3.3,20,0,-30,-8.55277428347557
