"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,20,0,-180,-23.1588433303721
2,3.3,20,0,-179,-27.1760503727117
2,3.3,20,0,-178,-23.8581471509967
2,3.3,20,0,-177,-18.9414977227477
2,3.3,20,0,-176,-15.3991938844535
2,3.3,20,0,-175,-12.7654908021307
2,3.3,20,0,-174,-10.7102084149763
2,3.3,20,0,-173,-9.05476831427766
2,3.3,20,0,-172,-7.69606686173962
2,3.3,20,0,-171,-6.56996072246976
2,3.3,20,0,-170,-5.6340239362105
2,3.3,20,0,-169,-4.85880919546201
2,3.3,20,0,-168,-4.22309276344196
2,3.3,20,0,-167,-3.71112426346388
2,3.3,20,0,-166,-3.31095311594445
2,3.3,20,0,-165,-3.01336639940105
2,3.3,20,0,-164,-2.81119100016161
2,3.3,20,0,-163,-2.69882203415306
2,3.3,20,0,-162,-2.6718971053376
2,3.3,20,0,-161,-2.72706780887558
2,3.3,20,0,-160,-2.86183824758261
2,3.3,20,0,-159,-3.07445132438336
2,3.3,20,0,-158,-3.36381038961973
2,3.3,20,0,-157,-3.72942818350264
2,3.3,20,0,-156,-4.17139787431982
2,3.3,20,0,-155,-4.69038287414159
2,3.3,20,0,-154,-5.28762326287849
2,3.3,20,0,-153,-5.96495708843802
2,3.3,20,0,-152,-6.72485427857781
2,3.3,20,0,-151,-7.5704586801379
2,3.3,20,0,-150,-8.50562821194133
2,3.3,20,0,-149,-9.53495077506954
2,3.3,20,0,-148,-10.6636868739239
2,3.3,20,0,-147,-11.8975326107585
2,3.3,20,0,-146,-13.2419738995183
2,3.3,20,0,-145,-14.700741477967
2,3.3,20,0,-144,-16.2723385415461
2,3.3,20,0,-143,-17.9426162086888
2,3.3,20,0,-142,-19.6700957490412
2,3.3,20,0,-141,-21.3617873183148
2,3.3,20,0,-140,-22.850850538343
2,3.3,20,0,-139,-23.924464333937
2,3.3,20,0,-138,-24.4499858071489
2,3.3,20,0,-137,-24.4914115146359
2,3.3,20,0,-136,-24.2453147868751
2,3.3,20,0,-135,-23.8952384843645
2,3.3,20,0,-134,-23.5512308856827
2,3.3,20,0,-133,-23.2627308806129
