Phi[deg],Theta[deg],dB(GainTotal)
-180,-180,-6.46343
-179,-180,-6.46343
-178,-180,-6.46343
-177,-180,-6.46343
-176,-180,-6.46343
-175,-180,-6.46343
-174,-180,-6.46343
-173,-180,-6.46343
-172,-180,-6.46343
-171,-180,-6.46343
-170,-180,-6.46343
-169,-180,-6.46343
-168,-180,-6.46343
-167,-180,-6.46343
-166,-180,-6.46343
-165,-180,-6.46343
-164,-180,-6.46343
-163,-180,-6.46343
-162,-180,-6.46343
-161,-180,-6.46343
-160,-180,-6.46343
-159,-180,-6.46343
-158,-180,-6.46343
-157,-180,-6.46343
-156,-180,-6.46343
-155,-180,-6.46343
-154,-180,-6.46343
-153,-180,-6.46343
-152,-180,-6.46343
-151,-180,-6.46343
-150,-180,-6.46343
-149,-180,-6.46343
-148,-180,-6.46343
-147,-180,-6.46343
-146,-180,-6.46343
-145,-180,-6.46343
-144,-180,-6.46343
-143,-180,-6.46343
-142,-180,-6.46343
-141,-180,-6.46343
-140,-180,-6.46343
-139,-180,-6.46343
-138,-180,-6.46343
-137,-180,-6.46343
-136,-180,-6.46343
-135,-180,-6.46343
-134,-180,-6.46343
-133,-180,-6.46343
-132,-180,-6.46343
-131,-180,-6.46343
-130,-180,-6.46343
-129,-180,-6.46343
-128,-180,-6.46343
-127,-180,-6.46343
-126,-180,-6.46343
-125,-180,-6.46343
-124,-180,-6.46343
-123,-180,-6.46343
-122,-180,-6.46343
-121,-180,-6.46343
-120,-180,-6.46343
-119,-180,-6.46343
-118,-180,-6.46343
-117,-180,-6.46343
-116,-180,-6.46343
-115,-180,-6.46343
-114,-180,-6.46343
-113,-180,-6.46343
-112,-180,-6.46343
-111,-180,-6.46343
-110,-180,-6.46343
-109,-180,-6.46343
-108,-180,-6.46343
-107,-180,-6.46343
-106,-180,-6.46343
-105,-180,-6.46343
-104,-180,-6.46343
-103,-180,-6.46343
-102,-180,-6.46343
-101,-180,-6.46343
-100,-180,-6.46343
-99,-180,-6.46343
-98,-180,-6.46343
-97,-180,-6.46343
-96,-180,-6.46343
-95,-180,-6.46343
-94,-180,-6.46343
-93,-180,-6.46343
-92,-180,-6.46343
-91,-180,-6.46343
-90,-180,-6.46343
-89,-180,-6.46343
-88,-180,-6.46343
-87,-180,-6.46343
-86,-180,-6.46343
-85,-180,-6.46343
-84,-180,-6.46343
-83,-180,-6.46343
-82,-180,-6.46343
-81,-180,-6.46343
-80,-180,-6.46343
-79,-180,-6.46343
-78,-180,-6.46343
-77,-180,-6.46343
-76,-180,-6.46343
-75,-180,-6.46343
-74,-180,-6.46343
-73,-180,-6.46343
-72,-180,-6.46343
-71,-180,-6.46343
-70,-180,-6.46343
-69,-180,-6.46343
-68,-180,-6.46343
-67,-180,-6.46343
-66,-180,-6.46343
-65,-180,-6.46343
-64,-180,-6.46343
-63,-180,-6.46343
-62,-180,-6.46343
-61,-180,-6.46343
-60,-180,-6.46343
-59,-180,-6.46343
-58,-180,-6.46343
-57,-180,-6.46343
-56,-180,-6.46343
-55,-180,-6.46343
-54,-180,-6.46343
-53,-180,-6.46343
-52,-180,-6.46343
-51,-180,-6.46343
-50,-180,-6.46343
-49,-180,-6.46343
-48,-180,-6.46343
-47,-180,-6.46343
-46,-180,-6.46343
-45,-180,-6.46343
-44,-180,-6.46343
-43,-180,-6.46343
-42,-180,-6.46343
-41,-180,-6.46343
-40,-180,-6.46343
-39,-180,-6.46343
-38,-180,-6.46343
-37,-180,-6.46343
-36,-180,-6.46343
-35,-180,-6.46343
-34,-180,-6.46343
-33,-180,-6.46343
-32,-180,-6.46343
-31,-180,-6.46343
-30,-180,-6.46343
-29,-180,-6.46343
-28,-180,-6.46343
-27,-180,-6.46343
-26,-180,-6.46343
-25,-180,-6.46343
-24,-180,-6.46343
-23,-180,-6.46343
-22,-180,-6.46343
-21,-180,-6.46343
-20,-180,-6.46343
-19,-180,-6.46343
-18,-180,-6.46343
-17,-180,-6.46343
-16,-180,-6.46343
-15,-180,-6.46343
-14,-180,-6.46343
-13,-180,-6.46343
-12,-180,-6.46343
-11,-180,-6.46343
-10,-180,-6.46343
-9,-180,-6.46343
-8,-180,-6.46343
-7,-180,-6.46343
-6,-180,-6.46343
-5,-180,-6.46343
-4,-180,-6.46343
-3,-180,-6.46343
-2,-180,-6.46343
-1,-180,-6.46343
0,-180,-6.46343
1,-180,-6.46343
2,-180,-6.46343
3,-180,-6.46343
4,-180,-6.46343
5,-180,-6.46343
6,-180,-6.46343
7,-180,-6.46343
8,-180,-6.46343
9,-180,-6.46343
10,-180,-6.46343
11,-180,-6.46343
12,-180,-6.46343
13,-180,-6.46343
14,-180,-6.46343
15,-180,-6.46343
16,-180,-6.46343
17,-180,-6.46343
18,-180,-6.46343
19,-180,-6.46343
20,-180,-6.46343
21,-180,-6.46343
22,-180,-6.46343
23,-180,-6.46343
24,-180,-6.46343
25,-180,-6.46343
26,-180,-6.46343
27,-180,-6.46343
28,-180,-6.46343
29,-180,-6.46343
30,-180,-6.46343
31,-180,-6.46343
32,-180,-6.46343
33,-180,-6.46343
34,-180,-6.46343
35,-180,-6.46343
36,-180,-6.46343
37,-180,-6.46343
38,-180,-6.46343
39,-180,-6.46343
40,-180,-6.46343
41,-180,-6.46343
42,-180,-6.46343
43,-180,-6.46343
44,-180,-6.46343
45,-180,-6.46343
46,-180,-6.46343
47,-180,-6.46343
48,-180,-6.46343
49,-180,-6.46343
50,-180,-6.46343
51,-180,-6.46343
52,-180,-6.46343
53,-180,-6.46343
54,-180,-6.46343
55,-180,-6.46343
56,-180,-6.46343
57,-180,-6.46343
58,-180,-6.46343
59,-180,-6.46343
60,-180,-6.46343
61,-180,-6.46343
62,-180,-6.46343
63,-180,-6.46343
64,-180,-6.46343
65,-180,-6.46343
66,-180,-6.46343
67,-180,-6.46343
68,-180,-6.46343
69,-180,-6.46343
70,-180,-6.46343
71,-180,-6.46343
72,-180,-6.46343
73,-180,-6.46343
74,-180,-6.46343
75,-180,-6.46343
76,-180,-6.46343
77,-180,-6.46343
78,-180,-6.46343
79,-180,-6.46343
80,-180,-6.46343
81,-180,-6.46343
82,-180,-6.46343
83,-180,-6.46343
84,-180,-6.46343
85,-180,-6.46343
86,-180,-6.46343
87,-180,-6.46343
88,-180,-6.46343
89,-180,-6.46343
90,-180,-6.46343
91,-180,-6.46343
92,-180,-6.46343
93,-180,-6.46343
94,-180,-6.46343
95,-180,-6.46343
96,-180,-6.46343
97,-180,-6.46343
98,-180,-6.46343
99,-180,-6.46343
100,-180,-6.46343
101,-180,-6.46343
102,-180,-6.46343
103,-180,-6.46343
104,-180,-6.46343
105,-180,-6.46343
106,-180,-6.46343
107,-180,-6.46343
108,-180,-6.46343
109,-180,-6.46343
110,-180,-6.46343
111,-180,-6.46343
112,-180,-6.46343
113,-180,-6.46343
114,-180,-6.46343
115,-180,-6.46343
116,-180,-6.46343
117,-180,-6.46343
118,-180,-6.46343
119,-180,-6.46343
120,-180,-6.46343
121,-180,-6.46343
122,-180,-6.46343
123,-180,-6.46343
124,-180,-6.46343
125,-180,-6.46343
126,-180,-6.46343
127,-180,-6.46343
128,-180,-6.46343
129,-180,-6.46343
130,-180,-6.46343
131,-180,-6.46343
132,-180,-6.46343
133,-180,-6.46343
134,-180,-6.46343
135,-180,-6.46343
136,-180,-6.46343
137,-180,-6.46343
138,-180,-6.46343
139,-180,-6.46343
140,-180,-6.46343
141,-180,-6.46343
142,-180,-6.46343
143,-180,-6.46343
144,-180,-6.46343
145,-180,-6.46343
146,-180,-6.46343
147,-180,-6.46343
148,-180,-6.46343
149,-180,-6.46343
150,-180,-6.46343
151,-180,-6.46343
152,-180,-6.46343
153,-180,-6.46343
154,-180,-6.46343
155,-180,-6.46343
156,-180,-6.46343
157,-180,-6.46343
158,-180,-6.46343
159,-180,-6.46343
160,-180,-6.46343
161,-180,-6.46343
162,-180,-6.46343
163,-180,-6.46343
164,-180,-6.46343
165,-180,-6.46343
166,-180,-6.46343
167,-180,-6.46343
168,-180,-6.46343
169,-180,-6.46343
170,-180,-6.46343
171,-180,-6.46343
172,-180,-6.46343
173,-180,-6.46343
174,-180,-6.46343
175,-180,-6.46343
176,-180,-6.46343
177,-180,-6.46343
178,-180,-6.46343
179,-180,-6.46343
180,-180,-6.46343
-180,-179,-6.46623
-179,-179,-6.46922
-178,-179,-6.47222
-177,-179,-6.47521
-176,-179,-6.47821
-175,-179,-6.4812
-174,-179,-6.48419
-173,-179,-6.48718
-172,-179,-6.49016
-171,-179,-6.49314
-170,-179,-6.49612
-169,-179,-6.49908
-168,-179,-6.50204
-167,-179,-6.505
-166,-179,-6.50794
-165,-179,-6.51087
-164,-179,-6.51379
-163,-179,-6.5167
-162,-179,-6.5196
-161,-179,-6.52248
-160,-179,-6.52534
-159,-179,-6.5282
-158,-179,-6.53103
-157,-179,-6.53385
-156,-179,-6.53665
-155,-179,-6.53942
-154,-179,-6.54218
-153,-179,-6.54492
-152,-179,-6.54764
-151,-179,-6.55033
-150,-179,-6.553
-149,-179,-6.55564
-148,-179,-6.55826
-147,-179,-6.56085
-146,-179,-6.56341
-145,-179,-6.56595
-144,-179,-6.56845
-143,-179,-6.57093
-142,-179,-6.57338
-141,-179,-6.57579
-140,-179,-6.57817
-139,-179,-6.58052
-138,-179,-6.58284
-137,-179,-6.58512
-136,-179,-6.58736
-135,-179,-6.58957
-134,-179,-6.59174
-133,-179,-6.59387
-132,-179,-6.59597
-131,-179,-6.59803
-130,-179,-6.60004
-129,-179,-6.60202
-128,-179,-6.60395
-127,-179,-6.60584
-126,-179,-6.60769
-125,-179,-6.6095
-124,-179,-6.61126
-123,-179,-6.61298
-122,-179,-6.61465
-121,-179,-6.61628
-120,-179,-6.61786
-119,-179,-6.61939
-118,-179,-6.62088
-117,-179,-6.62232
-116,-179,-6.62371
-115,-179,-6.62505
-114,-179,-6.62634
-113,-179,-6.62758
-112,-179,-6.62877
-111,-179,-6.62991
-110,-179,-6.63101
-109,-179,-6.63204
-108,-179,-6.63303
-107,-179,-6.63397
-106,-179,-6.63485
-105,-179,-6.63568
-104,-179,-6.63645
-103,-179,-6.63718
-102,-179,-6.63785
-101,-179,-6.63846
-100,-179,-6.63903
-99,-179,-6.63953
-98,-179,-6.63999
-97,-179,-6.64038
-96,-179,-6.64073
-95,-179,-6.64102
-94,-179,-6.64125
-93,-179,-6.64143
-92,-179,-6.64155
-91,-179,-6.64162
-90,-179,-6.64163
-89,-179,-6.64159
-88,-179,-6.64149
-87,-179,-6.64134
-86,-179,-6.64113
-85,-179,-6.64087
-84,-179,-6.64055
-83,-179,-6.64018
-82,-179,-6.63975
-81,-179,-6.63927
-80,-179,-6.63873
-79,-179,-6.63814
-78,-179,-6.6375
-77,-179,-6.6368
-76,-179,-6.63605
-75,-179,-6.63524
-74,-179,-6.63439
-73,-179,-6.63348
-72,-179,-6.63251
-71,-179,-6.6315
-70,-179,-6.63043
-69,-179,-6.62931
-68,-179,-6.62814
-67,-179,-6.62692
-66,-179,-6.62565
-65,-179,-6.62434
-64,-179,-6.62297
-63,-179,-6.62155
-62,-179,-6.62009
-61,-179,-6.61857
-60,-179,-6.61701
-59,-179,-6.61541
-58,-179,-6.61375
-57,-179,-6.61206
-56,-179,-6.61031
-55,-179,-6.60853
-54,-179,-6.6067
-53,-179,-6.60482
-52,-179,-6.60291
-51,-179,-6.60095
-50,-179,-6.59895
-49,-179,-6.59691
-48,-179,-6.59483
-47,-179,-6.59272
-46,-179,-6.59056
-45,-179,-6.58837
-44,-179,-6.58614
-43,-179,-6.58387
-42,-179,-6.58157
-41,-179,-6.57923
-40,-179,-6.57687
-39,-179,-6.57446
-38,-179,-6.57203
-37,-179,-6.56956
-36,-179,-6.56707
-35,-179,-6.56454
-34,-179,-6.56199
-33,-179,-6.55941
-32,-179,-6.5568
-31,-179,-6.55417
-30,-179,-6.55151
-29,-179,-6.54882
-28,-179,-6.54611
-27,-179,-6.54338
-26,-179,-6.54063
-25,-179,-6.53786
-24,-179,-6.53506
-23,-179,-6.53225
-22,-179,-6.52942
-21,-179,-6.52658
-20,-179,-6.52371
-19,-179,-6.52083
-18,-179,-6.51794
-17,-179,-6.51503
-16,-179,-6.51212
-15,-179,-6.50919
-14,-179,-6.50624
-13,-179,-6.50329
-12,-179,-6.50033
-11,-179,-6.49736
-10,-179,-6.49439
-9,-179,-6.49141
-8,-179,-6.48842
-7,-179,-6.48543
-6,-179,-6.48244
-5,-179,-6.47944
-4,-179,-6.47645
-3,-179,-6.47345
-2,-179,-6.47045
-1,-179,-6.46746
0,-179,-6.46446
1,-179,-6.46147
2,-179,-6.45849
3,-179,-6.45551
4,-179,-6.45253
5,-179,-6.44956
6,-179,-6.4466
7,-179,-6.44365
8,-179,-6.44071
9,-179,-6.43777
10,-179,-6.43485
11,-179,-6.43194
12,-179,-6.42905
13,-179,-6.42616
14,-179,-6.4233
15,-179,-6.42044
16,-179,-6.41761
17,-179,-6.41479
18,-179,-6.41199
19,-179,-6.40921
20,-179,-6.40644
21,-179,-6.4037
22,-179,-6.40098
23,-179,-6.39828
24,-179,-6.3956
25,-179,-6.39295
26,-179,-6.39032
27,-179,-6.38771
28,-179,-6.38514
29,-179,-6.38258
30,-179,-6.38006
31,-179,-6.37756
32,-179,-6.37509
33,-179,-6.37265
34,-179,-6.37024
35,-179,-6.36786
36,-179,-6.36551
37,-179,-6.36319
38,-179,-6.36091
39,-179,-6.35866
40,-179,-6.35644
41,-179,-6.35426
42,-179,-6.35211
43,-179,-6.35
44,-179,-6.34792
45,-179,-6.34588
46,-179,-6.34387
47,-179,-6.34191
48,-179,-6.33998
49,-179,-6.33809
50,-179,-6.33624
51,-179,-6.33443
52,-179,-6.33266
53,-179,-6.33093
54,-179,-6.32924
55,-179,-6.3276
56,-179,-6.32599
57,-179,-6.32443
58,-179,-6.32291
59,-179,-6.32143
60,-179,-6.32
61,-179,-6.31861
62,-179,-6.31727
63,-179,-6.31597
64,-179,-6.31471
65,-179,-6.3135
66,-179,-6.31234
67,-179,-6.31122
68,-179,-6.31015
69,-179,-6.30912
70,-179,-6.30814
71,-179,-6.30721
72,-179,-6.30633
73,-179,-6.30549
74,-179,-6.3047
75,-179,-6.30396
76,-179,-6.30326
77,-179,-6.30262
78,-179,-6.30202
79,-179,-6.30147
80,-179,-6.30097
81,-179,-6.30052
82,-179,-6.30012
83,-179,-6.29977
84,-179,-6.29946
85,-179,-6.29921
86,-179,-6.299
87,-179,-6.29884
88,-179,-6.29874
89,-179,-6.29868
90,-179,-6.29867
91,-179,-6.29871
92,-179,-6.2988
93,-179,-6.29894
94,-179,-6.29913
95,-179,-6.29937
96,-179,-6.29966
97,-179,-6.29999
98,-179,-6.30038
99,-179,-6.30081
100,-179,-6.3013
101,-179,-6.30183
102,-179,-6.30241
103,-179,-6.30304
104,-179,-6.30372
105,-179,-6.30444
106,-179,-6.30522
107,-179,-6.30604
108,-179,-6.3069
109,-179,-6.30782
110,-179,-6.30878
111,-179,-6.30979
112,-179,-6.31085
113,-179,-6.31195
114,-179,-6.3131
115,-179,-6.31429
116,-179,-6.31553
117,-179,-6.31681
118,-179,-6.31814
119,-179,-6.31952
120,-179,-6.32093
121,-179,-6.32239
122,-179,-6.3239
123,-179,-6.32544
124,-179,-6.32703
125,-179,-6.32866
126,-179,-6.33034
127,-179,-6.33205
128,-179,-6.3338
129,-179,-6.3356
130,-179,-6.33743
131,-179,-6.33931
132,-179,-6.34122
133,-179,-6.34317
134,-179,-6.34516
135,-179,-6.34718
136,-179,-6.34924
137,-179,-6.35134
138,-179,-6.35348
139,-179,-6.35565
140,-179,-6.35785
141,-179,-6.36009
142,-179,-6.36236
143,-179,-6.36466
144,-179,-6.36699
145,-179,-6.36936
146,-179,-6.37176
147,-179,-6.37418
148,-179,-6.37664
149,-179,-6.37912
150,-179,-6.38164
151,-179,-6.38418
152,-179,-6.38674
153,-179,-6.38933
154,-179,-6.39195
155,-179,-6.39459
156,-179,-6.39726
157,-179,-6.39995
158,-179,-6.40266
159,-179,-6.40539
160,-179,-6.40814
161,-179,-6.41091
162,-179,-6.4137
163,-179,-6.41651
164,-179,-6.41934
165,-179,-6.42218
166,-179,-6.42504
167,-179,-6.42791
168,-179,-6.4308
169,-179,-6.4337
170,-179,-6.43661
171,-179,-6.43954
172,-179,-6.44247
173,-179,-6.44542
174,-179,-6.44837
175,-179,-6.45133
176,-179,-6.4543
177,-179,-6.45728
178,-179,-6.46026
179,-179,-6.46324
180,-179,-6.46623
-180,-178,-6.47285
-179,-178,-6.47883
-178,-178,-6.48482
-177,-178,-6.49082
-176,-178,-6.49683
-175,-178,-6.50284
-174,-178,-6.50885
-173,-178,-6.51486
-172,-178,-6.52087
-171,-178,-6.52687
-170,-178,-6.53287
-169,-178,-6.53886
-168,-178,-6.54485
-167,-178,-6.55082
-166,-178,-6.55678
-165,-178,-6.56272
-164,-178,-6.56865
-163,-178,-6.57456
-162,-178,-6.58044
-161,-178,-6.58631
-160,-178,-6.59215
-159,-178,-6.59796
-158,-178,-6.60375
-157,-178,-6.6095
-156,-178,-6.61522
-155,-178,-6.62091
-154,-178,-6.62656
-153,-178,-6.63217
-152,-178,-6.63774
-151,-178,-6.64327
-150,-178,-6.64875
-149,-178,-6.65419
-148,-178,-6.65958
-147,-178,-6.66492
-146,-178,-6.67021
-145,-178,-6.67544
-144,-178,-6.68062
-143,-178,-6.68574
-142,-178,-6.69081
-141,-178,-6.69581
-140,-178,-6.70074
-139,-178,-6.70562
-138,-178,-6.71042
-137,-178,-6.71516
-136,-178,-6.71982
-135,-178,-6.72442
-134,-178,-6.72894
-133,-178,-6.73339
-132,-178,-6.73775
-131,-178,-6.74204
-130,-178,-6.74625
-129,-178,-6.75038
-128,-178,-6.75442
-127,-178,-6.75838
-126,-178,-6.76225
-125,-178,-6.76603
-124,-178,-6.76973
-123,-178,-6.77333
-122,-178,-6.77684
-121,-178,-6.78026
-120,-178,-6.78358
-119,-178,-6.7868
-118,-178,-6.78993
-117,-178,-6.79295
-116,-178,-6.79588
-115,-178,-6.79871
-114,-178,-6.80143
-113,-178,-6.80405
-112,-178,-6.80656
-111,-178,-6.80897
-110,-178,-6.81127
-109,-178,-6.81347
-108,-178,-6.81555
-107,-178,-6.81753
-106,-178,-6.8194
-105,-178,-6.82115
-104,-178,-6.82279
-103,-178,-6.82433
-102,-178,-6.82574
-101,-178,-6.82705
-100,-178,-6.82824
-99,-178,-6.82932
-98,-178,-6.83028
-97,-178,-6.83112
-96,-178,-6.83185
-95,-178,-6.83247
-94,-178,-6.83296
-93,-178,-6.83334
-92,-178,-6.83361
-91,-178,-6.83376
-90,-178,-6.83379
-89,-178,-6.8337
-88,-178,-6.8335
-87,-178,-6.83318
-86,-178,-6.83274
-85,-178,-6.83219
-84,-178,-6.83152
-83,-178,-6.83073
-82,-178,-6.82983
-81,-178,-6.82882
-80,-178,-6.82769
-79,-178,-6.82644
-78,-178,-6.82508
-77,-178,-6.82361
-76,-178,-6.82202
-75,-178,-6.82032
-74,-178,-6.81851
-73,-178,-6.81659
-72,-178,-6.81456
-71,-178,-6.81243
-70,-178,-6.81018
-69,-178,-6.80782
-68,-178,-6.80536
-67,-178,-6.8028
-66,-178,-6.80012
-65,-178,-6.79735
-64,-178,-6.79447
-63,-178,-6.79149
-62,-178,-6.78842
-61,-178,-6.78524
-60,-178,-6.78197
-59,-178,-6.77859
-58,-178,-6.77513
-57,-178,-6.77157
-56,-178,-6.76792
-55,-178,-6.76418
-54,-178,-6.76035
-53,-178,-6.75643
-52,-178,-6.75242
-51,-178,-6.74833
-50,-178,-6.74416
-49,-178,-6.73991
-48,-178,-6.73557
-47,-178,-6.73116
-46,-178,-6.72667
-45,-178,-6.7221
-44,-178,-6.71747
-43,-178,-6.71276
-42,-178,-6.70798
-41,-178,-6.70313
-40,-178,-6.69822
-39,-178,-6.69324
-38,-178,-6.6882
-37,-178,-6.6831
-36,-178,-6.67794
-35,-178,-6.67273
-34,-178,-6.66746
-33,-178,-6.66213
-32,-178,-6.65676
-31,-178,-6.65133
-30,-178,-6.64586
-29,-178,-6.64034
-28,-178,-6.63478
-27,-178,-6.62918
-26,-178,-6.62353
-25,-178,-6.61785
-24,-178,-6.61214
-23,-178,-6.60639
-22,-178,-6.60061
-21,-178,-6.59479
-20,-178,-6.58895
-19,-178,-6.58309
-18,-178,-6.5772
-17,-178,-6.57129
-16,-178,-6.56536
-15,-178,-6.55941
-14,-178,-6.55344
-13,-178,-6.54746
-12,-178,-6.54147
-11,-178,-6.53547
-10,-178,-6.52946
-9,-178,-6.52344
-8,-178,-6.51742
-7,-178,-6.5114
-6,-178,-6.50538
-5,-178,-6.49935
-4,-178,-6.49333
-3,-178,-6.48732
-2,-178,-6.48131
-1,-178,-6.47531
0,-178,-6.46932
1,-178,-6.46334
2,-178,-6.45738
3,-178,-6.45143
4,-178,-6.4455
5,-178,-6.43959
6,-178,-6.4337
7,-178,-6.42783
8,-178,-6.42199
9,-178,-6.41617
10,-178,-6.41039
11,-178,-6.40463
12,-178,-6.3989
13,-178,-6.3932
14,-178,-6.38754
15,-178,-6.38192
16,-178,-6.37633
17,-178,-6.37078
18,-178,-6.36527
19,-178,-6.3598
20,-178,-6.35438
21,-178,-6.349
22,-178,-6.34367
23,-178,-6.33838
24,-178,-6.33315
25,-178,-6.32796
26,-178,-6.32283
27,-178,-6.31775
28,-178,-6.31272
29,-178,-6.30775
30,-178,-6.30284
31,-178,-6.29798
32,-178,-6.29319
33,-178,-6.28845
34,-178,-6.28378
35,-178,-6.27917
36,-178,-6.27462
37,-178,-6.27014
38,-178,-6.26573
39,-178,-6.26138
40,-178,-6.2571
41,-178,-6.25289
42,-178,-6.24875
43,-178,-6.24468
44,-178,-6.24068
45,-178,-6.23676
46,-178,-6.23291
47,-178,-6.22914
48,-178,-6.22544
49,-178,-6.22182
50,-178,-6.21827
51,-178,-6.21481
52,-178,-6.21142
53,-178,-6.20811
54,-178,-6.20489
55,-178,-6.20174
56,-178,-6.19868
57,-178,-6.1957
58,-178,-6.1928
59,-178,-6.18999
60,-178,-6.18726
61,-178,-6.18462
62,-178,-6.18206
63,-178,-6.17959
64,-178,-6.1772
65,-178,-6.17491
66,-178,-6.1727
67,-178,-6.17057
68,-178,-6.16854
69,-178,-6.1666
70,-178,-6.16474
71,-178,-6.16298
72,-178,-6.1613
73,-178,-6.15972
74,-178,-6.15823
75,-178,-6.15682
76,-178,-6.15551
77,-178,-6.15429
78,-178,-6.15317
79,-178,-6.15213
80,-178,-6.15119
81,-178,-6.15034
82,-178,-6.14958
83,-178,-6.14892
84,-178,-6.14835
85,-178,-6.14787
86,-178,-6.14748
87,-178,-6.14719
88,-178,-6.14699
89,-178,-6.14689
90,-178,-6.14688
91,-178,-6.14696
92,-178,-6.14713
93,-178,-6.1474
94,-178,-6.14776
95,-178,-6.14822
96,-178,-6.14876
97,-178,-6.1494
98,-178,-6.15014
99,-178,-6.15096
100,-178,-6.15188
101,-178,-6.15289
102,-178,-6.154
103,-178,-6.15519
104,-178,-6.15648
105,-178,-6.15785
106,-178,-6.15932
107,-178,-6.16088
108,-178,-6.16253
109,-178,-6.16427
110,-178,-6.1661
111,-178,-6.16802
112,-178,-6.17002
113,-178,-6.17212
114,-178,-6.1743
115,-178,-6.17657
116,-178,-6.17893
117,-178,-6.18138
118,-178,-6.18391
119,-178,-6.18652
120,-178,-6.18923
121,-178,-6.19201
122,-178,-6.19488
123,-178,-6.19783
124,-178,-6.20087
125,-178,-6.20398
126,-178,-6.20718
127,-178,-6.21046
128,-178,-6.21382
129,-178,-6.21725
130,-178,-6.22077
131,-178,-6.22436
132,-178,-6.22803
133,-178,-6.23177
134,-178,-6.23559
135,-178,-6.23948
136,-178,-6.24345
137,-178,-6.24749
138,-178,-6.25159
139,-178,-6.25577
140,-178,-6.26002
141,-178,-6.26434
142,-178,-6.26872
143,-178,-6.27317
144,-178,-6.27769
145,-178,-6.28227
146,-178,-6.28691
147,-178,-6.29162
148,-178,-6.29638
149,-178,-6.3012
150,-178,-6.30609
151,-178,-6.31103
152,-178,-6.31602
153,-178,-6.32107
154,-178,-6.32617
155,-178,-6.33133
156,-178,-6.33653
157,-178,-6.34179
158,-178,-6.34709
159,-178,-6.35244
160,-178,-6.35784
161,-178,-6.36327
162,-178,-6.36875
163,-178,-6.37427
164,-178,-6.37984
165,-178,-6.38543
166,-178,-6.39107
167,-178,-6.39674
168,-178,-6.40244
169,-178,-6.40817
170,-178,-6.41394
171,-178,-6.41973
172,-178,-6.42555
173,-178,-6.43139
174,-178,-6.43726
175,-178,-6.44314
176,-178,-6.44905
177,-178,-6.45498
178,-178,-6.46092
179,-178,-6.46688
180,-178,-6.47285
-180,-177,-6.48325
-179,-177,-6.49222
-178,-177,-6.50121
-177,-177,-6.51022
-176,-177,-6.51925
-175,-177,-6.5283
-174,-177,-6.53735
-173,-177,-6.54642
-172,-177,-6.55549
-171,-177,-6.56457
-170,-177,-6.57364
-169,-177,-6.58272
-168,-177,-6.59178
-167,-177,-6.60084
-166,-177,-6.60989
-165,-177,-6.61893
-164,-177,-6.62795
-163,-177,-6.63694
-162,-177,-6.64592
-161,-177,-6.65487
-160,-177,-6.66379
-159,-177,-6.67267
-158,-177,-6.68152
-157,-177,-6.69034
-156,-177,-6.69911
-155,-177,-6.70783
-154,-177,-6.71651
-153,-177,-6.72514
-152,-177,-6.73371
-151,-177,-6.74222
-150,-177,-6.75068
-149,-177,-6.75907
-148,-177,-6.76739
-147,-177,-6.77565
-146,-177,-6.78383
-145,-177,-6.79193
-144,-177,-6.79995
-143,-177,-6.8079
-142,-177,-6.81575
-141,-177,-6.82352
-140,-177,-6.83119
-139,-177,-6.83877
-138,-177,-6.84626
-137,-177,-6.85364
-136,-177,-6.86092
-135,-177,-6.86809
-134,-177,-6.87515
-133,-177,-6.8821
-132,-177,-6.88893
-131,-177,-6.89564
-130,-177,-6.90223
-129,-177,-6.9087
-128,-177,-6.91504
-127,-177,-6.92126
-126,-177,-6.92734
-125,-177,-6.93328
-124,-177,-6.93909
-123,-177,-6.94476
-122,-177,-6.95028
-121,-177,-6.95566
-120,-177,-6.9609
-119,-177,-6.96598
-118,-177,-6.97091
-117,-177,-6.97569
-116,-177,-6.98032
-115,-177,-6.98478
-114,-177,-6.98909
-113,-177,-6.99323
-112,-177,-6.99721
-111,-177,-7.00102
-110,-177,-7.00467
-109,-177,-7.00815
-108,-177,-7.01145
-107,-177,-7.01459
-106,-177,-7.01755
-105,-177,-7.02033
-104,-177,-7.02294
-103,-177,-7.02538
-102,-177,-7.02763
-101,-177,-7.0297
-100,-177,-7.0316
-99,-177,-7.03331
-98,-177,-7.03484
-97,-177,-7.03619
-96,-177,-7.03735
-95,-177,-7.03833
-94,-177,-7.03912
-93,-177,-7.03973
-92,-177,-7.04016
-91,-177,-7.04039
-90,-177,-7.04045
-89,-177,-7.04031
-88,-177,-7.04
-87,-177,-7.03949
-86,-177,-7.0388
-85,-177,-7.03793
-84,-177,-7.03687
-83,-177,-7.03563
-82,-177,-7.0342
-81,-177,-7.03259
-80,-177,-7.0308
-79,-177,-7.02883
-78,-177,-7.02668
-77,-177,-7.02435
-76,-177,-7.02183
-75,-177,-7.01915
-74,-177,-7.01628
-73,-177,-7.01325
-72,-177,-7.01003
-71,-177,-7.00665
-70,-177,-7.0031
-69,-177,-6.99937
-68,-177,-6.99548
-67,-177,-6.99143
-66,-177,-6.98721
-65,-177,-6.98283
-64,-177,-6.97829
-63,-177,-6.9736
-62,-177,-6.96874
-61,-177,-6.96374
-60,-177,-6.95858
-59,-177,-6.95327
-58,-177,-6.94782
-57,-177,-6.94222
-56,-177,-6.93649
-55,-177,-6.93061
-54,-177,-6.92459
