"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.44,90,141,-12.6130604590904
3.44,90,142,-12.4471449525294
3.44,90,143,-12.2896036626229
3.44,90,144,-12.1401122768866
3.44,90,145,-11.9983903028832
3.44,90,146,-11.8641976018399
3.44,90,147,-11.7373311150261
3.44,90,148,-11.6176217499697
3.44,90,149,-11.5049313981055
3.44,90,150,-11.3991500596456
3.44,90,151,-11.3001930551171
3.44,90,152,-11.2079983060098
3.44,90,153,-11.122523669233
3.44,90,154,-11.0437443115862
3.44,90,155,-10.9716501111902
3.44,90,156,-10.9062430728395
3.44,90,157,-10.8475347435652
3.44,90,158,-10.7955436133877
3.44,90,159,-10.7502924843612
3.44,90,160,-10.7118057886411
3.44,90,161,-10.6801068335202
3.44,90,162,-10.6552149482806
3.44,90,163,-10.6371425044117
3.44,90,164,-10.6258917773958
3.44,90,165,-10.6214516150416
3.44,90,166,-10.6237938745038
3.44,90,167,-10.6328695879779
3.44,90,168,-10.6486048160326
3.44,90,169,-10.6708961482083
3.44,90,170,-10.699605813603
3.44,90,171,-10.7345563706417
3.44,90,172,-10.7755249562942
3.44,90,173,-10.8222370921404
3.44,90,174,-10.8743600696602
3.44,90,175,-10.931495971961
3.44,90,176,-10.9931744360111
3.44,90,177,-11.0588453204305
3.44,90,178,-11.1278715206738
3.44,90,179,-11.1995222667196
3.44,90,180,-11.2729673470739
