"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.44,0,-180,-11.272967347074
3.44,0,-179,-11.2703880170962
3.44,0,-178,-11.2600917988762
3.44,0,-177,-11.2420678860749
3.44,0,-176,-11.216355438555
3.44,0,-175,-11.1830440044884
3.44,0,-174,-11.1422728411447
3.44,0,-173,-11.0942291572712
3.44,0,-172,-11.0391453481138
3.44,0,-171,-10.9772953367919
3.44,0,-170,-10.9089901700112
3.44,0,-169,-10.8345730400089
3.44,0,-168,-10.7544139172245
3.44,0,-167,-10.6689039795902
3.44,0,-166,-10.5784500156045
3.44,0,-165,-10.483468961242
3.44,0,-164,-10.3843827074783
3.44,0,-163,-10.2816132881306
3.44,0,-162,-10.1755785291096
3.44,0,-161,-10.0666882120317
3.44,0,-160,-9.95534077904881
3.44,0,-159,-9.84192058282888
3.44,0,-158,-9.72679566655662
3.44,0,-157,-9.61031604387377
3.44,0,-156,-9.49281243779768
3.44,0,-155,-9.37459543053483
3.44,0,-154,-9.25595497228634
3.44,0,-153,-9.13716019607777
3.44,0,-152,-9.0184594867687
3.44,0,-151,-8.9000807551601
3.44,0,-150,-8.78223187202491
3.44,0,-149,-8.66510122150996
3.44,0,-148,-8.54885833834603
3.44,0,-147,-8.43365459837642
3.44,0,-146,-8.31962393686775
3.44,0,-145,-8.2068835737494
3.44,0,-144,-8.09553472924452
3.44,0,-143,-7.98566331724956
3.44,0,-142,-7.87734060726763
3.44,0,-141,-7.77062384870372
3.44,0,-140,-7.66555685390357
3.44,0,-139,-7.56217053849271
3.44,0,-138,-7.46048341938127
3.44,0,-137,-7.36050207228429
3.44,0,-136,-7.26222155180406
3.44,0,-135,-7.16562577806953
3.44,0,-134,-7.07068789466372
3.44,0,-133,-6.97737060312484
3.44,0,-132,-6.88562647970973
3.44,0,-131,-6.79539828038237
3.44,0,-130,-6.70661924015607
3.44,0,-129,-6.61921337299021
3.44,0,-128,-6.53309577843318
3.44,0,-127,-6.44817296111877
3.44,0,-126,-6.36434316906821
3.44,0,-125,-6.2814967565251
3.44,0,-124,-6.19951657675203
3.44,0,-123,-6.11827840984354
3.44,0,-122,-6.03765143015219
3.44,0,-121,-5.9574987173777
3.44,0,-120,-5.87767781472573
3.44,0,-119,-5.79804133679736
3.44,0,-118,-5.71843762901798
3.44,0,-117,-5.63871147945486
3.44,0,-116,-5.55870488280652
3.44,0,-115,-5.47825785518315
3.44,0,-114,-5.39720929704616
3.44,0,-113,-5.31539790035606
3.44,0,-112,-5.23266309461527
3.44,0,-111,-5.14884602511722
3.44,0,-110,-5.06379055536234
3.44,0,-109,-4.97734428431764
3.44,0,-108,-4.88935956802448
3.44,0,-107,-4.79969453404842
3.44,0,-106,-4.70821407646232
3.44,0,-105,-4.61479081850443
3.44,0,-104,-4.51930602979819
3.44,0,-103,-4.4216504850895
3.44,0,-102,-4.32172525187362
3.44,0,-101,-4.21944239505404
3.44,0,-100,-4.11472558789502
3.44,0,-99,-4.00751061997635
3.44,0,-98,-3.89774579459694
3.44,0,-97,-3.785392210054
3.44,0,-96,-3.67042392138445
3.44,0,-95,-3.55282798142401
3.44,0,-94,-3.43260436234188
3.44,0,-93,-3.3097657610657
3.44,0,-92,-3.18433729414875
3.44,0,-91,-3.05635608957865
3.44,0,-90,-2.92587078472517
3.44,0,-89,-2.7929409410277
3.44,0,-88,-2.65763638709533
3.44,0,-87,-2.52003650261947
3.44,0,-86,-2.38022945587469
3.44,0,-85,-2.23831140762179
3.44,0,-84,-2.09438569395025
3.44,0,-83,-1.94856200003984
3.44,0,-82,-1.80095553602539
3.44,0,-81,-1.65168622516041
3.44,0,-80,-1.50087791334411
3.44,0,-79,-1.34865760785057
3.44,0,-78,-1.19515475182507
3.44,0,-77,-1.04050053983242
3.44,0,-76,-0.884827278493794
3.44,0,-75,-0.728267795060703
3.44,0,-74,-0.570954895674125
3.44,0,-73,-0.413020874058836
3.44,0,-72,-0.254597070521236
3.44,0,-71,-0.095813480358406
3.44,0,-70,0.0632015898514768
3.44,0,-69,0.222321820124873
3.44,0,-68,0.381423131565589
3.44,0,-67,0.540383900223321
3.44,0,-66,0.699085133268751
3.44,0,-65,0.857410610553586
3.44,0,-64,1.01524699466806
3.44,0,-63,1.17248391259093
3.44,0,-62,1.32901401195837
3.44,0,-61,1.4847329948691
3.44,0,-60,1.63953963200254
3.44,0,-59,1.7933357596636
3.44,0,-58,1.94602626218871
3.44,0,-57,2.0975190419596
3.44,0,-56,2.24772497907947
3.44,0,-55,2.39655788257424
3.44,0,-54,2.54393443479422
3.44,0,-53,2.68977413051018
3.44,0,-52,2.83399921202553
3.44,0,-51,2.97653460146392
3.44,0,-50,3.11730783124037
3.44,0,-49,3.25624897358446
3.44,0,-48,3.39329056985593
3.44,0,-47,3.52836756027743
3.44,0,-46,3.66141721460382
3.44,0,-45,3.79237906415431
3.44,0,-44,3.92119483554998
3.44,0,-43,4.04780838642606
3.44,0,-42,4.17216564332375
3.44,0,-41,4.29421454191043
3.44,0,-40,4.41390496962895
3.44,0,-39,4.53118871083482
3.44,0,-38,4.64601939444539
3.44,0,-37,4.7583524440953
3.44,0,-36,4.86814503076753
3.44,0,-35,4.97535602784932
3.44,0,-34,5.07994596854528
3.44,0,-33,5.18187700556652
3.44,0,-32,5.28111287300411
3.44,0,-31,5.37761885028651
3.44,0,-30,5.47136172811444
3.44,0,-29,5.56230977626159
3.44,0,-28,5.65043271312631
3.44,0,-27,5.73570167691684
3.44,0,-26,5.81808919835163
3.44,0,-25,5.89756917475511
3.44,0,-24,5.97411684542986
3.44,0,-23,6.04770876818642
3.44,0,-22,6.11832279691364
3.44,0,-21,6.18593806007381
3.44,0,-20,6.25053494000989
3.44,0,-19,6.31209505295476
3.44,0,-18,6.37060122963657
3.44,0,-17,6.42603749637872
3.44,0,-16,6.47838905659846
3.44,0,-15,6.52764227261452
3.44,0,-14,6.57378464768135
3.44,0,-13,6.61680480817614
3.44,0,-12,6.65669248587363
3.44,0,-11,6.69343850025478
3.44,0,-10,6.72703474080607
3.44,0,-9,6.75747414927919
3.44,0,-8,6.78475070189363
3.44,0,-7,6.80885939147906
3.44,0,-6,6.82979620956886
3.44,0,-5,6.84755812847151
3.44,0,-4,6.8621430833617
3.44,0,-3,6.87354995444902
3.44,0,-2,6.88177854929697
3.44,0,-1,6.88682958538039
3.44,0,0,6.88870467298346
3.44,0,1,6.88740629855416
3.44,0,2,6.88293780864307
3.44,0,3,6.87530339456551
3.44,0,4,6.86450807793525
3.44,0,5,6.85055769722547
3.44,0,6,6.83345889551829
3.44,0,7,6.8132191096076
3.44,0,8,6.78984656062113
3.44,0,9,6.76335024632683
3.44,0,10,6.73373993528517
3.44,0,11,6.70102616300393
3.44,0,12,6.66522023024392
3.44,0,13,6.62633420361495
3.44,0,14,6.58438091858985
3.44,0,15,6.53937398505091
3.44,0,16,6.49132779546926
3.44,0,17,6.44025753580145
3.44,0,18,6.38617919917154
3.44,0,19,6.32910960238954
3.44,0,20,6.26906640534012
3.44,0,21,6.20606813325771
3.44,0,22,6.14013420188774
3.44,0,23,6.071284945517
3.44,0,24,5.99954164784056
3.44,0,25,5.92492657561846
3.44,0,26,5.84746301506216
3.44,0,27,5.76717531087861
3.44,0,28,5.68408890788983
3.44,0,29,5.5982303951371
3.44,0,30,5.50962755237131
3.44,0,31,5.41830939882568
3.44,0,32,5.32430624416259
3.44,0,33,5.22764974148292
3.44,0,34,5.12837294228456
3.44,0,35,5.02651035325499
3.44,0,36,4.9220979947823
3.44,0,37,4.81517346106759
3.44,0,38,4.70577598172092
3.44,0,39,4.59394648472041
3.44,0,40,4.47972766061095
3.44,0,41,4.36316402781335
3.44,0,42,4.2443019989069
3.44,0,43,4.1231899477374
3.44,0,44,3.99987827718775
3.44,0,45,3.87441948742875
3.44,0,46,3.7468682444436
3.44,0,47,3.61728144858847
3.44,0,48,3.48571830291491
3.44,0,49,3.35224038093471
3.44,0,50,3.21691169345539
3.44,0,51,3.07979875405248
3.44,0,52,2.94097064267387
3.44,0,53,2.80049906679003
3.44,0,54,2.65845841941243
3.44,0,55,2.5149258332
3.44,0,56,2.36998122975993
3.44,0,57,2.22370736312577
3.44,0,58,2.07618985626113
3.44,0,59,1.92751722929418
3.44,0,60,1.77778091803701
3.44,0,61,1.62707528118606
3.44,0,62,1.47549759443908
3.44,0,63,1.32314802960229
3.44,0,64,1.17012961660309
3.44,0,65,1.01654818617378
3.44,0,66,0.86251229083481
3.44,0,67,0.70813310169013
3.44,0,68,0.553524278458003
3.44,0,69,0.398801810107703
3.44,0,70,0.244083823463782
3.44,0,71,0.0894903571852267
3.44,0,72,-0.0648569013636824
3.44,0,73,-0.218834918650601
3.44,0,74,-0.372319658953696
3.44,0,75,-0.525186471455747
3.44,0,76,-0.677310521670354
3.44,0,77,-0.828567267853827
3.44,0,78,-0.978832982386839
3.44,0,79,-1.12798531733378
3.44,0,80,-1.27590391251015
3.44,0,81,-1.4224710434191
3.44,0,82,-1.56757230537112
3.44,0,83,-1.71109732899741
3.44,0,84,-1.85294052123159
3.44,0,85,-1.99300182469819
3.44,0,86,-2.13118748734477
3.44,0,87,-2.26741083312658
3.44,0,88,-2.40159302363981
3.44,0,89,-2.53366379984447
3.44,0,90,-2.66356219246008
3.44,0,91,-2.79123718929514
3.44,0,92,-2.91664834771529
3.44,0,93,-3.0397663406881
3.44,0,94,-3.16057342537889
3.44,0,95,-3.27906382411207
3.44,0,96,-3.39524400864682
3.44,0,97,-3.50913288012011
3.44,0,98,-3.62076183864866
3.44,0,99,-3.73017473840782
3.44,0,100,-3.8374277259636
3.44,0,101,-3.94258896166229
3.44,0,102,-4.04573822591495
3.44,0,103,-4.14696641418604
3.44,0,104,-4.24637492634467
3.44,0,105,-4.34407495770778
3.44,0,106,-4.44018670055046
3.44,0,107,-4.53483846604352
3.44,0,108,-4.62816573748011
3.44,0,109,-4.72031016625984
3.44,0,110,-4.81141852241426
3.44,0,111,-4.90164161149423
3.44,0,112,-4.99113316942213
3.44,0,113,-5.08004874647246
3.44,0,114,-5.16854459092018
3.44,0,115,-5.25677654212987
3.44,0,116,-5.34489894199205
3.44,0,117,-5.43306357268951
3.44,0,118,-5.52141862783362
3.44,0,119,-5.61010772308656
3.44,0,120,-5.69926895150734
3.44,0,121,-5.78903398805463
3.44,0,122,-5.87952724696339
3.44,0,123,-5.97086509509821
3.44,0,124,-6.0631551238771
3.44,0,125,-6.1564954819565
3.44,0,126,-6.25097427056168
3.44,0,127,-6.3466690031263
3.44,0,128,-6.44364613075226
3.44,0,129,-6.54196063489621
3.44,0,130,-6.64165568860621
3.44,0,131,-6.74276238754493
3.44,0,132,-6.84529955191498
3.44,0,133,-6.94927360021665
3.44,0,134,-7.05467849548929
3.44,0,135,-7.16149576428518
3.44,0,136,-7.2696945880728
3.44,0,137,-7.37923196604282
3.44,0,138,-7.49005294737986
3.44,0,139,-7.60209092995555
3.44,0,140,-7.71526802109882
3.44,0,141,-7.82949545461954
3.44,0,142,-7.94467405662966
3.44,0,143,-8.06069475096681
3.44,0,144,-8.17743909323705
3.44,0,145,-8.29477982073404
3.44,0,146,-8.41258140385379
3.44,0,147,-8.5307005832151
3.44,0,148,-8.64898687563478
3.44,0,149,-8.76728303151999
3.44,0,150,-8.88542542625693
3.44,0,151,-9.00324436891865
3.44,0,152,-9.12056431319879
3.44,0,153,-9.23720395799385
3.44,0,154,-9.35297622857157
3.44,0,155,-9.46768813380583
3.44,0,156,-9.58114050051783
3.44,0,157,-9.69312759247813
3.44,0,158,-9.80343662897939
3.44,0,159,-9.9118472259103
3.44,0,160,-10.0181307907132
3.44,0,161,-10.122049911188
3.44,0,162,-10.2233577864508
3.44,0,163,-10.3217977560286
3.44,0,164,-10.4171029895937
3.44,0,165,-10.5089964046445
3.44,0,166,-10.5971908819631
3.44,0,167,-10.6813898482961
3.44,0,168,-10.7612882918449
3.44,0,169,-10.8365742682757
3.44,0,170,-10.9069309426739
3.44,0,171,-10.972039195958
3.44,0,172,-11.0315808028029
3.44,0,173,-11.0852421625245
3.44,0,174,-11.132718535477
3.44,0,175,-11.1737187066227
3.44,0,176,-11.207969966783
3.44,0,177,-11.2352232728148
3.44,0,178,-11.2552584229423
3.44,0,179,-11.2678890651464
3.44,0,180,-11.272967347074
