Phi[deg],Theta[deg],dB(GainTotal)
-177,-110,-4.8233
-176,-110,-4.80782
-175,-110,-4.79163
-174,-110,-4.77473
-173,-110,-4.75713
-172,-110,-4.73884
-171,-110,-4.71987
-170,-110,-4.70026
-169,-110,-4.68002
-168,-110,-4.65922
-167,-110,-4.63787
-166,-110,-4.61606
-165,-110,-4.59382
-164,-110,-4.57123
-163,-110,-4.54836
-162,-110,-4.52528
-161,-110,-4.50208
-160,-110,-4.47884
-159,-110,-4.45566
-158,-110,-4.43261
-157,-110,-4.4098
-156,-110,-4.38732
-155,-110,-4.36526
-154,-110,-4.3437
-153,-110,-4.32275
-152,-110,-4.3025
-151,-110,-4.28301
-150,-110,-4.26439
-149,-110,-4.24669
-148,-110,-4.23001
-147,-110,-4.21439
-146,-110,-4.19991
-145,-110,-4.18661
-144,-110,-4.17455
-143,-110,-4.16376
-142,-110,-4.15428
-141,-110,-4.14613
-140,-110,-4.13934
-139,-110,-4.13391
-138,-110,-4.12986
-137,-110,-4.12717
-136,-110,-4.12583
-135,-110,-4.12584
-134,-110,-4.12717
-133,-110,-4.12978
-132,-110,-4.13365
-131,-110,-4.13873
-130,-110,-4.14498
-129,-110,-4.15234
-128,-110,-4.16076
-127,-110,-4.17017
-126,-110,-4.18052
-125,-110,-4.19174
-124,-110,-4.20376
-123,-110,-4.21651
-122,-110,-4.22991
-121,-110,-4.2439
-120,-110,-4.25838
-119,-110,-4.2733
-118,-110,-4.28857
-117,-110,-4.30412
-116,-110,-4.31987
-115,-110,-4.33576
-114,-110,-4.3517
-113,-110,-4.36764
-112,-110,-4.38349
-111,-110,-4.39921
-110,-110,-4.41471
-109,-110,-4.42995
-108,-110,-4.44486
-107,-110,-4.45938
-106,-110,-4.47347
-105,-110,-4.48708
-104,-110,-4.50015
-103,-110,-4.51265
-102,-110,-4.52453
-101,-110,-4.53574
-100,-110,-4.54627
-99,-110,-4.55606
-98,-110,-4.56509
-97,-110,-4.57333
-96,-110,-4.58075
-95,-110,-4.58733
-94,-110,-4.59304
-93,-110,-4.59787
-92,-110,-4.60179
-91,-110,-4.60479
-90,-110,-4.60686
-89,-110,-4.60799
-88,-110,-4.60816
-87,-110,-4.60737
-86,-110,-4.60563
-85,-110,-4.60292
-84,-110,-4.59926
-83,-110,-4.59465
-82,-110,-4.5891
-81,-110,-4.58262
-80,-110,-4.57524
-79,-110,-4.56697
-78,-110,-4.55785
-77,-110,-4.5479
-76,-110,-4.53717
-75,-110,-4.52568
-74,-110,-4.51349
-73,-110,-4.50064
-72,-110,-4.4872
-71,-110,-4.47321
-70,-110,-4.45875
-69,-110,-4.44388
-68,-110,-4.42868
-67,-110,-4.41322
-66,-110,-4.39757
-65,-110,-4.38182
-64,-110,-4.36607
-63,-110,-4.35038
-62,-110,-4.33486
-61,-110,-4.31959
-60,-110,-4.30466
-59,-110,-4.29016
-58,-110,-4.27619
-57,-110,-4.26282
-56,-110,-4.25016
-55,-110,-4.23827
-54,-110,-4.22725
-53,-110,-4.21717
-52,-110,-4.20811
-51,-110,-4.20013
-50,-110,-4.1933
-49,-110,-4.18767
-48,-110,-4.1833
-47,-110,-4.18023
-46,-110,-4.17851
-45,-110,-4.17815
-44,-110,-4.17919
-43,-110,-4.18164
-42,-110,-4.18551
-41,-110,-4.1908
-40,-110,-4.1975
-39,-110,-4.20559
-38,-110,-4.21505
-37,-110,-4.22584
-36,-110,-4.23793
-35,-110,-4.25127
-34,-110,-4.2658
-33,-110,-4.28146
-32,-110,-4.29818
-31,-110,-4.31589
-30,-110,-4.3345
-29,-110,-4.35394
-28,-110,-4.37412
-27,-110,-4.39493
-26,-110,-4.4163
-25,-110,-4.43811
-24,-110,-4.46028
-23,-110,-4.4827
-22,-110,-4.50528
-21,-110,-4.52793
-20,-110,-4.55054
-19,-110,-4.57304
-18,-110,-4.59533
-17,-110,-4.61734
-16,-110,-4.63898
-15,-110,-4.66019
-14,-110,-4.6809
-13,-110,-4.70106
-12,-110,-4.72061
-11,-110,-4.73952
-10,-110,-4.75774
-9,-110,-4.77524
-8,-110,-4.79202
-7,-110,-4.80805
-6,-110,-4.82331
-5,-110,-4.83782
-4,-110,-4.85158
-3,-110,-4.86459
-2,-110,-4.87687
-1,-110,-4.88843
0,-110,-4.8993
1,-110,-4.9095
2,-110,-4.91905
3,-110,-4.92799
4,-110,-4.93634
5,-110,-4.94413
6,-110,-4.95139
7,-110,-4.95815
8,-110,-4.96444
9,-110,-4.97028
10,-110,-4.9757
11,-110,-4.98073
12,-110,-4.98539
13,-110,-4.98971
14,-110,-4.99371
15,-110,-4.99742
16,-110,-5.00086
17,-110,-5.00405
18,-110,-5.00703
19,-110,-5.00981
20,-110,-5.01244
21,-110,-5.01495
22,-110,-5.01736
23,-110,-5.01973
24,-110,-5.02211
25,-110,-5.02453
26,-110,-5.02706
27,-110,-5.02976
28,-110,-5.03269
29,-110,-5.03594
30,-110,-5.03958
31,-110,-5.0437
32,-110,-5.04839
33,-110,-5.05376
34,-110,-5.05989
35,-110,-5.06692
36,-110,-5.07494
37,-110,-5.08408
38,-110,-5.09447
39,-110,-5.10622
40,-110,-5.11947
41,-110,-5.13435
42,-110,-5.15098
43,-110,-5.1695
44,-110,-5.19003
45,-110,-5.21269
46,-110,-5.23763
47,-110,-5.26494
48,-110,-5.29474
49,-110,-5.32714
50,-110,-5.36224
51,-110,-5.40013
52,-110,-5.44089
53,-110,-5.48459
54,-110,-5.53128
55,-110,-5.58101
56,-110,-5.63382
57,-110,-5.6897
58,-110,-5.74867
59,-110,-5.81069
60,-110,-5.87572
61,-110,-5.9437
62,-110,-6.01455
63,-110,-6.08814
64,-110,-6.16434
65,-110,-6.24298
66,-110,-6.32386
67,-110,-6.40675
68,-110,-6.49139
69,-110,-6.57749
70,-110,-6.66471
71,-110,-6.75268
72,-110,-6.841
73,-110,-6.92923
74,-110,-7.01691
75,-110,-7.10352
76,-110,-7.18852
77,-110,-7.27137
78,-110,-7.35147
79,-110,-7.42823
80,-110,-7.50105
81,-110,-7.56932
82,-110,-7.63246
83,-110,-7.68988
84,-110,-7.74105
85,-110,-7.78548
86,-110,-7.82271
87,-110,-7.85239
88,-110,-7.87419
89,-110,-7.8879
90,-110,-7.89338
91,-110,-7.89059
92,-110,-7.87958
93,-110,-7.86048
94,-110,-7.83353
95,-110,-7.79902
96,-110,-7.75733
97,-110,-7.70892
98,-110,-7.65427
99,-110,-7.59392
100,-110,-7.52845
101,-110,-7.45844
102,-110,-7.38449
103,-110,-7.30721
104,-110,-7.22717
105,-110,-7.14496
106,-110,-7.06114
107,-110,-6.97622
108,-110,-6.89072
109,-110,-6.80509
110,-110,-6.71976
111,-110,-6.63513
112,-110,-6.55157
113,-110,-6.46938
114,-110,-6.38887
115,-110,-6.31028
116,-110,-6.23384
117,-110,-6.15974
118,-110,-6.08813
119,-110,-6.01916
120,-110,-5.95292
121,-110,-5.88949
122,-110,-5.82895
123,-110,-5.77131
124,-110,-5.7166
125,-110,-5.66481
126,-110,-5.61593
127,-110,-5.56992
128,-110,-5.52673
129,-110,-5.48631
130,-110,-5.44857
131,-110,-5.41343
132,-110,-5.3808
133,-110,-5.35059
134,-110,-5.32268
135,-110,-5.29696
136,-110,-5.27332
137,-110,-5.25163
138,-110,-5.23177
139,-110,-5.21362
140,-110,-5.19706
141,-110,-5.18195
142,-110,-5.16818
143,-110,-5.15563
144,-110,-5.14418
145,-110,-5.13371
146,-110,-5.12413
147,-110,-5.11532
148,-110,-5.10719
149,-110,-5.09963
150,-110,-5.09258
151,-110,-5.08594
152,-110,-5.07964
153,-110,-5.07361
154,-110,-5.06779
155,-110,-5.06212
156,-110,-5.05655
157,-110,-5.05103
158,-110,-5.04552
159,-110,-5.03997
160,-110,-5.03437
161,-110,-5.02867
162,-110,-5.02284
163,-110,-5.01685
164,-110,-5.01069
165,-110,-5.00431
166,-110,-4.99771
167,-110,-4.99085
168,-110,-4.98371
169,-110,-4.97625
170,-110,-4.96846
171,-110,-4.96031
172,-110,-4.95176
173,-110,-4.94279
174,-110,-4.93336
175,-110,-4.92345
176,-110,-4.91303
177,-110,-4.90206
178,-110,-4.89052
179,-110,-4.87838
180,-110,-4.8656
-180,-109,-4.7902
-179,-109,-4.77687
-178,-109,-4.76282
-177,-109,-4.74804
-176,-109,-4.73253
-175,-109,-4.71627
-174,-109,-4.69927
-173,-109,-4.68154
-172,-109,-4.66308
-171,-109,-4.64393
-170,-109,-4.6241
-169,-109,-4.60364
-168,-109,-4.58258
-167,-109,-4.56098
-166,-109,-4.5389
-165,-109,-4.5164
-164,-109,-4.49354
-163,-109,-4.47041
-162,-109,-4.44708
-161,-109,-4.42364
-160,-109,-4.40019
-159,-109,-4.3768
-158,-109,-4.35359
-157,-109,-4.33064
-156,-109,-4.30805
-155,-109,-4.28591
-154,-109,-4.26433
-153,-109,-4.2434
-152,-109,-4.2232
-151,-109,-4.20383
-150,-109,-4.18536
-149,-109,-4.16789
-148,-109,-4.15147
-147,-109,-4.13619
-146,-109,-4.12209
-145,-109,-4.10924
-144,-109,-4.09769
-143,-109,-4.08747
-142,-109,-4.07862
-141,-109,-4.07117
-140,-109,-4.06514
-139,-109,-4.06053
-138,-109,-4.05735
-137,-109,-4.0556
-136,-109,-4.05526
-135,-109,-4.05633
-134,-109,-4.05877
-133,-109,-4.06255
-132,-109,-4.06763
-131,-109,-4.07398
-130,-109,-4.08154
-129,-109,-4.09026
-128,-109,-4.10009
-127,-109,-4.11095
-126,-109,-4.12278
-125,-109,-4.13551
-124,-109,-4.14906
-123,-109,-4.16338
-122,-109,-4.17836
-121,-109,-4.19395
-120,-109,-4.21005
-119,-109,-4.22659
-118,-109,-4.24349
-117,-109,-4.26066
-116,-109,-4.27804
-115,-109,-4.29554
-114,-109,-4.31308
-113,-109,-4.33059
-112,-109,-4.348
-111,-109,-4.36524
-110,-109,-4.38224
-109,-109,-4.39894
-108,-109,-4.41526
-107,-109,-4.43116
-106,-109,-4.44658
-105,-109,-4.46145
-104,-109,-4.47573
-103,-109,-4.48938
-102,-109,-4.50234
-101,-109,-4.51457
-100,-109,-4.52604
-99,-109,-4.5367
-98,-109,-4.54652
-97,-109,-4.55547
-96,-109,-4.56352
-95,-109,-4.57063
-94,-109,-4.5768
-93,-109,-4.58199
-92,-109,-4.58618
-91,-109,-4.58937
-90,-109,-4.59152
-89,-109,-4.59264
-88,-109,-4.59271
-87,-109,-4.59172
-86,-109,-4.58968
-85,-109,-4.58659
-84,-109,-4.58245
-83,-109,-4.57726
-82,-109,-4.57104
-81,-109,-4.56381
-80,-109,-4.55558
-79,-109,-4.54639
-78,-109,-4.53625
-77,-109,-4.52521
-76,-109,-4.5133
-75,-109,-4.50057
-74,-109,-4.48707
-73,-109,-4.47285
-72,-109,-4.45797
-71,-109,-4.44249
-70,-109,-4.42649
-69,-109,-4.41003
-68,-109,-4.3932
-67,-109,-4.37607
-66,-109,-4.35874
-65,-109,-4.34128
-64,-109,-4.32379
-63,-109,-4.30636
-62,-109,-4.28908
-61,-109,-4.27206
-60,-109,-4.25538
-59,-109,-4.23915
-58,-109,-4.22345
-57,-109,-4.20838
-56,-109,-4.19404
-55,-109,-4.18051
-54,-109,-4.16788
-53,-109,-4.15623
-52,-109,-4.14563
-51,-109,-4.13617
-50,-109,-4.1279
-49,-109,-4.12089
-48,-109,-4.1152
-47,-109,-4.11087
-46,-109,-4.10793
-45,-109,-4.10644
-44,-109,-4.1064
-43,-109,-4.10784
-42,-109,-4.11077
-41,-109,-4.11518
-40,-109,-4.12108
-39,-109,-4.12844
-38,-109,-4.13723
-37,-109,-4.14744
-36,-109,-4.15901
-35,-109,-4.17189
-34,-109,-4.18604
-33,-109,-4.20138
-32,-109,-4.21785
-31,-109,-4.23537
-30,-109,-4.25386
-29,-109,-4.27323
-28,-109,-4.29339
-27,-109,-4.31425
-26,-109,-4.33571
-25,-109,-4.35766
-24,-109,-4.38002
-23,-109,-4.40267
-22,-109,-4.42552
-21,-109,-4.44846
-20,-109,-4.4714
-19,-109,-4.49425
-18,-109,-4.51691
-17,-109,-4.5393
-16,-109,-4.56135
-15,-109,-4.58296
-14,-109,-4.60408
-13,-109,-4.62464
-12,-109,-4.6446
-11,-109,-4.66389
-10,-109,-4.68249
-9,-109,-4.70036
-8,-109,-4.71747
-7,-109,-4.73381
-6,-109,-4.74936
-5,-109,-4.76413
-4,-109,-4.77811
-3,-109,-4.7913
-2,-109,-4.80373
-1,-109,-4.8154
0,-109,-4.82633
1,-109,-4.83656
2,-109,-4.84609
3,-109,-4.85496
4,-109,-4.8632
5,-109,-4.87084
6,-109,-4.87789
7,-109,-4.8844
8,-109,-4.89039
9,-109,-4.89589
10,-109,-4.90092
11,-109,-4.90552
12,-109,-4.9097
13,-109,-4.9135
14,-109,-4.91694
15,-109,-4.92005
16,-109,-4.92284
17,-109,-4.92536
18,-109,-4.92762
19,-109,-4.92966
20,-109,-4.9315
21,-109,-4.9332
22,-109,-4.93478
23,-109,-4.93629
24,-109,-4.93778
25,-109,-4.9393
26,-109,-4.94091
27,-109,-4.94268
28,-109,-4.94468
29,-109,-4.94697
30,-109,-4.94966
31,-109,-4.95283
32,-109,-4.95657
33,-109,-4.96098
34,-109,-4.96618
35,-109,-4.97228
36,-109,-4.97939
37,-109,-4.98764
38,-109,-4.99716
39,-109,-5.00806
40,-109,-5.02049
41,-109,-5.03457
42,-109,-5.05044
43,-109,-5.06823
44,-109,-5.08806
45,-109,-5.11008
46,-109,-5.13439
47,-109,-5.16113
48,-109,-5.1904
49,-109,-5.22232
50,-109,-5.25698
51,-109,-5.29447
52,-109,-5.33489
53,-109,-5.37829
54,-109,-5.42473
55,-109,-5.47426
56,-109,-5.52692
57,-109,-5.58271
58,-109,-5.64162
59,-109,-5.70365
60,-109,-5.76874
61,-109,-5.83682
62,-109,-5.90782
63,-109,-5.98161
64,-109,-6.05806
65,-109,-6.13699
66,-109,-6.2182
67,-109,-6.30147
68,-109,-6.38653
69,-109,-6.47308
70,-109,-6.56078
71,-109,-6.64927
72,-109,-6.73813
73,-109,-6.82692
74,-109,-6.91517
75,-109,-7.00236
76,-109,-7.08795
77,-109,-7.17137
78,-109,-7.25203
79,-109,-7.32933
80,-109,-7.40266
81,-109,-7.47139
82,-109,-7.53494
83,-109,-7.59273
84,-109,-7.6442
85,-109,-7.68885
86,-109,-7.72623
87,-109,-7.75596
88,-109,-7.77774
89,-109,-7.79134
90,-109,-7.79661
91,-109,-7.79353
92,-109,-7.78213
93,-109,-7.76257
94,-109,-7.73507
95,-109,-7.69994
96,-109,-7.65758
97,-109,-7.60844
98,-109,-7.55302
99,-109,-7.49186
100,-109,-7.42555
101,-109,-7.35469
102,-109,-7.27988
103,-109,-7.20173
104,-109,-7.12085
105,-109,-7.0378
106,-109,-6.95316
107,-109,-6.86746
108,-109,-6.7812
109,-109,-6.69485
110,-109,-6.60885
111,-109,-6.52359
112,-109,-6.43943
113,-109,-6.35671
114,-109,-6.27571
115,-109,-6.19669
116,-109,-6.11987
117,-109,-6.04544
118,-109,-5.97357
119,-109,-5.90438
120,-109,-5.83798
121,-109,-5.77446
122,-109,-5.71386
123,-109,-5.65624
124,-109,-5.60159
125,-109,-5.54993
126,-109,-5.50123
127,-109,-5.45545
128,-109,-5.41255
129,-109,-5.37247
130,-109,-5.33512
131,-109,-5.30043
132,-109,-5.2683
133,-109,-5.23864
134,-109,-5.21132
135,-109,-5.18625
136,-109,-5.16329
137,-109,-5.14234
138,-109,-5.12325
139,-109,-5.10591
140,-109,-5.0902
141,-109,-5.07597
142,-109,-5.06312
143,-109,-5.05151
144,-109,-5.04103
145,-109,-5.03156
146,-109,-5.02299
147,-109,-5.01522
148,-109,-5.00813
149,-109,-5.00163
150,-109,-4.99564
151,-109,-4.99007
152,-109,-4.98484
153,-109,-4.97987
154,-109,-4.97511
155,-109,-4.97049
156,-109,-4.96596
157,-109,-4.96146
158,-109,-4.95695
159,-109,-4.9524
160,-109,-4.94775
161,-109,-4.94298
162,-109,-4.93805
163,-109,-4.93294
164,-109,-4.92761
165,-109,-4.92204
166,-109,-4.9162
167,-109,-4.91007
168,-109,-4.90361
169,-109,-4.8968
170,-109,-4.8896
171,-109,-4.882
172,-109,-4.87396
173,-109,-4.86545
174,-109,-4.85645
175,-109,-4.84691
176,-109,-4.8368
177,-109,-4.82611
178,-109,-4.8148
179,-109,-4.80283
180,-109,-4.7902
-180,-108,-4.71257
-179,-108,-4.69936
-178,-108,-4.68539
-177,-108,-4.67065
-176,-108,-4.65514
-175,-108,-4.63884
-174,-108,-4.62177
-173,-108,-4.60394
-172,-108,-4.58536
-171,-108,-4.56606
-170,-108,-4.54607
-169,-108,-4.52542
-168,-108,-4.50418
-167,-108,-4.48238
-166,-108,-4.46009
-165,-108,-4.43738
-164,-108,-4.41433
-163,-108,-4.391
-162,-108,-4.3675
-161,-108,-4.34391
-160,-108,-4.32031
-159,-108,-4.29682
-158,-108,-4.27352
-157,-108,-4.25052
-156,-108,-4.22792
-155,-108,-4.20581
-154,-108,-4.1843
-153,-108,-4.16349
-152,-108,-4.14345
-151,-108,-4.1243
-150,-108,-4.10611
-149,-108,-4.08896
-148,-108,-4.07293
-147,-108,-4.05809
-146,-108,-4.0445
-145,-108,-4.03222
-144,-108,-4.02129
-143,-108,-4.01177
-142,-108,-4.00367
-141,-108,-3.99704
-140,-108,-3.99189
-139,-108,-3.98822
-138,-108,-3.98605
-137,-108,-3.98537
-136,-108,-3.98616
-135,-108,-3.98842
-134,-108,-3.9921
-133,-108,-3.99718
-132,-108,-4.00362
-131,-108,-4.01138
-130,-108,-4.02039
-129,-108,-4.03061
-128,-108,-4.04198
-127,-108,-4.05442
-126,-108,-4.06787
-125,-108,-4.08225
-124,-108,-4.09749
-123,-108,-4.11351
-122,-108,-4.13023
-121,-108,-4.14756
-120,-108,-4.16541
-119,-108,-4.18372
-118,-108,-4.20239
-117,-108,-4.22133
-116,-108,-4.24047
-115,-108,-4.25972
-114,-108,-4.279
-113,-108,-4.29823
-112,-108,-4.31733
-111,-108,-4.33623
-110,-108,-4.35485
-109,-108,-4.37313
-108,-108,-4.391
-107,-108,-4.40838
-106,-108,-4.42523
-105,-108,-4.44149
-104,-108,-4.45709
-103,-108,-4.47198
-102,-108,-4.48612
-101,-108,-4.49945
-100,-108,-4.51194
-99,-108,-4.52355
-98,-108,-4.53423
-97,-108,-4.54394
-96,-108,-4.55267
-95,-108,-4.56038
-94,-108,-4.56703
-93,-108,-4.57262
-92,-108,-4.57711
-91,-108,-4.58048
-90,-108,-4.58273
-89,-108,-4.58384
-88,-108,-4.58379
-87,-108,-4.58259
-86,-108,-4.58023
-85,-108,-4.57672
-84,-108,-4.57205
-83,-108,-4.56623
-82,-108,-4.55929
-81,-108,-4.55124
-80,-108,-4.54209
-79,-108,-4.53189
-78,-108,-4.52065
-77,-108,-4.50842
-76,-108,-4.49525
-75,-108,-4.48117
-74,-108,-4.46625
-73,-108,-4.45054
-72,-108,-4.4341
-71,-108,-4.41701
-70,-108,-4.39934
-69,-108,-4.38117
-68,-108,-4.36257
-67,-108,-4.34365
-66,-108,-4.32448
-65,-108,-4.30517
-64,-108,-4.28581
-63,-108,-4.26649
-62,-108,-4.24732
-61,-108,-4.22841
-60,-108,-4.20984
-59,-108,-4.19172
-58,-108,-4.17416
-57,-108,-4.15725
-56,-108,-4.14109
-55,-108,-4.12577
-54,-108,-4.11139
-53,-108,-4.09802
-52,-108,-4.08576
-51,-108,-4.07467
-50,-108,-4.06483
-49,-108,-4.0563
-48,-108,-4.04915
-47,-108,-4.04341
-46,-108,-4.03914
-45,-108,-4.03637
-44,-108,-4.03513
-43,-108,-4.03543
-42,-108,-4.03728
-41,-108,-4.04069
-40,-108,-4.04566
-39,-108,-4.05215
-38,-108,-4.06016
-37,-108,-4.06964
-36,-108,-4.08057
-35,-108,-4.09287
-34,-108,-4.10651
-33,-108,-4.12141
-32,-108,-4.13751
-31,-108,-4.15472
-30,-108,-4.17297
-29,-108,-4.19216
-28,-108,-4.21219
-27,-108,-4.23299
-26,-108,-4.25443
-25,-108,-4.27642
-24,-108,-4.29886
-23,-108,-4.32163
-22,-108,-4.34465
-21,-108,-4.36779
-20,-108,-4.39097
-19,-108,-4.41408
-18,-108,-4.43703
-17,-108,-4.45972
-16,-108,-4.48208
-15,-108,-4.50403
-14,-108,-4.52548
-13,-108,-4.54638
-12,-108,-4.56667
-11,-108,-4.5863
-10,-108,-4.60521
-9,-108,-4.62339
-8,-108,-4.64078
-7,-108,-4.65739
-6,-108,-4.67318
-5,-108,-4.68815
-4,-108,-4.70231
-3,-108,-4.71565
-2,-108,-4.72818
-1,-108,-4.73992
0,-108,-4.75089
1,-108,-4.7611
2,-108,-4.77058
3,-108,-4.77935
4,-108,-4.78744
5,-108,-4.79488
6,-108,-4.8017
7,-108,-4.80793
8,-108,-4.81358
9,-108,-4.8187
10,-108,-4.82331
11,-108,-4.82744
12,-108,-4.83111
13,-108,-4.83435
14,-108,-4.83718
15,-108,-4.83964
16,-108,-4.84176
17,-108,-4.84355
18,-108,-4.84505
19,-108,-4.8463
20,-108,-4.84732
21,-108,-4.84816
22,-108,-4.84886
23,-108,-4.84947
24,-108,-4.85003
25,-108,-4.8506
26,-108,-4.85125
27,-108,-4.85203
28,-108,-4.85304
29,-108,-4.85434
30,-108,-4.85603
31,-108,-4.85819
32,-108,-4.86093
33,-108,-4.86435
34,-108,-4.86857
35,-108,-4.87369
36,-108,-4.87984
37,-108,-4.88715
38,-108,-4.89573
39,-108,-4.90574
40,-108,-4.91729
41,-108,-4.93052
42,-108,-4.94557
43,-108,-4.96256
44,-108,-4.98164
45,-108,-5.00294
46,-108,-5.02656
47,-108,-5.05265
48,-108,-5.08131
49,-108,-5.11266
50,-108,-5.14679
51,-108,-5.1838
52,-108,-5.22376
53,-108,-5.26676
54,-108,-5.31284
55,-108,-5.36206
56,-108,-5.41443
57,-108,-5.46999
58,-108,-5.52871
59,-108,-5.59059
60,-108,-5.65557
61,-108,-5.72359
62,-108,-5.79455
63,-108,-5.86836
64,-108,-5.94485
65,-108,-6.02387
66,-108,-6.1052
67,-108,-6.18862
68,-108,-6.27386
69,-108,-6.36062
70,-108,-6.44856
71,-108,-6.5373
72,-108,-6.62644
73,-108,-6.71553
74,-108,-6.80408
75,-108,-6.89158
76,-108,-6.97747
77,-108,-7.0612
78,-108,-7.14216
79,-108,-7.21975
80,-108,-7.29333
81,-108,-7.36231
82,-108,-7.42606
83,-108,-7.48401
84,-108,-7.5356
85,-108,-7.58033
86,-108,-7.61773
87,-108,-7.64744
88,-108,-7.66912
89,-108,-7.68257
90,-108,-7.68764
91,-108,-7.6843
92,-108,-7.67258
93,-108,-7.65265
94,-108,-7.62474
95,-108,-7.58915
96,-108,-7.5463
97,-108,-7.49663
98,-108,-7.44066
99,-108,-7.37893
100,-108,-7.31205
101,-108,-7.2406
102,-108,-7.16521
103,-108,-7.08649
104,-108,-7.00503
105,-108,-6.92144
106,-108,-6.83628
107,-108,-6.75008
108,-108,-6.66334
109,-108,-6.57656
110,-108,-6.49015
111,-108,-6.40452
112,-108,-6.32003
113,-108,-6.23702
114,-108,-6.15577
115,-108,-6.07654
116,-108,-5.99956
117,-108,-5.92501
118,-108,-5.85306
119,-108,-5.78385
120,-108,-5.71747
121,-108,-5.65401
122,-108,-5.59353
123,-108,-5.53606
124,-108,-5.48163
125,-108,-5.43022
126,-108,-5.38182
127,-108,-5.33639
128,-108,-5.29389
129,-108,-5.25425
130,-108,-5.2174
131,-108,-5.18325
132,-108,-5.1517
133,-108,-5.12267
134,-108,-5.09602
135,-108,-5.07166
136,-108,-5.04946
137,-108,-5.0293
138,-108,-5.01105
139,-108,-4.99458
140,-108,-4.97977
141,-108,-4.96648
142,-108,-4.9546
143,-108,-4.94399
144,-108,-4.93453
145,-108,-4.9261
146,-108,-4.91859
147,-108,-4.91189
148,-108,-4.90589
149,-108,-4.9005
150,-108,-4.89561
151,-108,-4.89115
152,-108,-4.88703
153,-108,-4.88317
154,-108,-4.87951
155,-108,-4.87597
156,-108,-4.87252
157,-108,-4.86908
158,-108,-4.86561
159,-108,-4.86207
160,-108,-4.85841
161,-108,-4.85461
162,-108,-4.85062
163,-108,-4.84641
164,-108,-4.84195
165,-108,-4.83721
166,-108,-4.83216
167,-108,-4.82678
168,-108,-4.82103
169,-108,-4.81488
170,-108,-4.80831
171,-108,-4.80129
172,-108,-4.79378
173,-108,-4.78575
174,-108,-4.77718
175,-108,-4.76803
176,-108,-4.75827
177,-108,-4.74787
178,-108,-4.73681
179,-108,-4.72505
180,-108,-4.71257
-180,-107,-4.63267
-179,-107,-4.61959
-178,-107,-4.60572
-177,-107,-4.59105
-176,-107,-4.57556
-175,-107,-4.55926
-174,-107,-4.54215
-173,-107,-4.52426
-172,-107,-4.5056
-171,-107,-4.48619
-170,-107,-4.46608
-169,-107,-4.4453
-168,-107,-4.42391
-167,-107,-4.40197
-166,-107,-4.37953
-165,-107,-4.35669
-164,-107,-4.3335
-163,-107,-4.31006
-162,-107,-4.28645
-161,-107,-4.26277
-160,-107,-4.23913
-159,-107,-4.2156
-158,-107,-4.19231
-157,-107,-4.16935
-156,-107,-4.14683
-155,-107,-4.12485
-154,-107,-4.10351
-153,-107,-4.08291
-152,-107,-4.06315
-151,-107,-4.04432
-150,-107,-4.02651
-149,-107,-4.00979
-148,-107,-3.99426
-147,-107,-3.97998
-146,-107,-3.96701
-145,-107,-3.95541
-144,-107,-3.94523
-143,-107,-3.93652
-142,-107,-3.9293
-141,-107,-3.92361
-140,-107,-3.91946
-139,-107,-3.91687
-138,-107,-3.91583
-137,-107,-3.91634
-136,-107,-3.91839
-135,-107,-3.92196
-134,-107,-3.92702
-133,-107,-3.93353
-132,-107,-3.94146
-131,-107,-3.95075
-130,-107,-3.96136
-129,-107,-3.97321
-128,-107,-3.98626
-127,-107,-4.00042
-126,-107,-4.01563
-125,-107,-4.0318
-124,-107,-4.04887
-123,-107,-4.06673
-122,-107,-4.08532
-121,-107,-4.10454
-120,-107,-4.1243
-119,-107,-4.14451
-118,-107,-4.16509
-117,-107,-4.18594
-116,-107,-4.20699
-115,-107,-4.22813
-114,-107,-4.24928
-113,-107,-4.27036
-112,-107,-4.29129
-111,-107,-4.31198
-110,-107,-4.33236
-109,-107,-4.35235
-108,-107,-4.37189
-107,-107,-4.39088
-106,-107,-4.40929
-105,-107,-4.42703
-104,-107,-4.44405
-103,-107,-4.4603
-102,-107,-4.47571
-101,-107,-4.49024
-100,-107,-4.50384
-99,-107,-4.51646
-98,-107,-4.52807
-97,-107,-4.53862
-96,-107,-4.54808
-95,-107,-4.55642
-94,-107,-4.56361
-93,-107,-4.56962
-92,-107,-4.57442
-91,-107,-4.57801
-90,-107,-4.58035
-89,-107,-4.58145
-88,-107,-4.58128
-87,-107,-4.57984
-86,-107,-4.57714
-85,-107,-4.57316
-84,-107,-4.56792
-83,-107,-4.56143
-82,-107,-4.5537
-81,-107,-4.54475
-80,-107,-4.53462
-79,-107,-4.52332
-78,-107,-4.51089
-77,-107,-4.49738
-76,-107,-4.48284
-75,-107,-4.46731
-74,-107,-4.45085
-73,-107,-4.43353
-72,-107,-4.41542
-71,-107,-4.39659
-70,-107,-4.37712
-69,-107,-4.3571
-68,-107,-4.33661
-67,-107,-4.31575
-66,-107,-4.29462
-65,-107,-4.27331
-64,-107,-4.25194
-63,-107,-4.23059
-62,-107,-4.20939
-61,-107,-4.18843
-60,-107,-4.16783
-59,-107,-4.1477
-58,-107,-4.12813
-57,-107,-4.10923
-56,-107,-4.09111
-55,-107,-4.07386
-54,-107,-4.05759
-53,-107,-4.04237
-52,-107,-4.0283
-51,-107,-4.01545
