"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.8,90.0000000000002,-180,-6.13952017250207
3.8,90.0000000000002,-179,-5.90905292652767
3.8,90.0000000000002,-178,-5.69540811561663
3.8,90.0000000000002,-177,-5.49782727802071
3.8,90.0000000000002,-176,-5.31561907487758
3.8,90.0000000000002,-175,-5.14815164096522
3.8,90.0000000000002,-174,-4.99484584380115
3.8,90.0000000000002,-173,-4.85516933971697
3.8,90.0000000000002,-172,-4.72863132501597
3.8,90.0000000000002,-171,-4.6147778908223
3.8,90.0000000000002,-170,-4.51318790064065
3.8,90.0000000000002,-169,-4.42346931938726
3.8,90.0000000000002,-168,-4.3452559314645
3.8,90.0000000000002,-167,-4.27820439324483
3.8,90.0000000000002,-166,-4.22199157211996
3.8,90.0000000000002,-165,-4.17631213011969
3.8,90.0000000000002,-164,-4.14087631509869
3.8,90.0000000000002,-163,-4.11540792672038
3.8,90.0000000000002,-162,-4.09964242802728
3.8,90.0000000000002,-161,-4.0933251763604
3.8,90.0000000000002,-160,-4.0962097498562
3.8,90.0000000000002,-159,-4.1080563477763
3.8,90.0000000000002,-158,-4.1286302445776
3.8,90.0000000000002,-157,-4.15770027896546
3.8,90.0000000000002,-156,-4.1950373602444
3.8,90.0000000000002,-155,-4.24041297514141
3.8,90.0000000000002,-154,-4.29359767897889
3.8,90.0000000000002,-153,-4.35435955567137
3.8,90.0000000000002,-152,-4.42246263157361
3.8,90.0000000000002,-151,-4.49766522878416
3.8,90.0000000000002,-150,-4.57971824418765
3.8,90.0000000000002,-149,-4.66836334139435
3.8,90.0000000000002,-148,-4.76333104391826
3.8,90.0000000000002,-147,-4.86433871955963
3.8,90.0000000000002,-146,-4.97108844818215
3.8,90.0000000000002,-145,-5.0832647680887
3.8,90.0000000000002,-144,-5.20053230021826
3.8,90.0000000000002,-143,-5.32253325466047
3.8,90.0000000000002,-142,-5.4488848307867
3.8,90.0000000000002,-141,-5.57917653091993
3.8,90.0000000000002,-140,-5.71296741820418
3.8,90.0000000000002,-139,-5.84978336245648
3.8,90.0000000000002,-138,-5.98911433349797
