"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.8,0,-1,6.63722691002093
3.8,0,0,6.63879893815144
3.8,0,1,6.63711367726716
3.8,0,2,6.63217173973383
3.8,0,3,6.62397492450613
3.8,0,4,6.61252622189371
3.8,0,5,6.59782981876267
3.8,0,6,6.57989110412103
3.8,0,7,6.55871667503788
3.8,0,8,6.53431434284773
3.8,0,9,6.50669313959418
3.8,0,10,6.47586332467042
3.8,0,11,6.44183639161778
3.8,0,12,6.4046250750485
3.8,0,13,6.36424335766383
3.8,0,14,6.32070647734434
3.8,0,15,6.27403093429609
3.8,0,16,6.22423449824247
3.8,0,17,6.17133621565934
3.8,0,18,6.1153564170585
3.8,0,19,6.05631672433236
3.8,0,20,5.99424005818112
3.8,0,21,5.92915064565194
3.8,0,22,5.86107402782815
3.8,0,23,5.7900370677148
3.8,0,24,5.71606795837569
3.8,0,25,5.63919623138462
3.8,0,26,5.55945276566214
3.8,0,27,5.47686979677615
3.8,0,28,5.39148092679213
3.8,0,29,5.30332113476481
3.8,0,30,5.21242678796927
3.8,0,31,5.11883565397348
3.8,0,32,5.02258691365879
3.8,0,33,4.9237211752966
3.8,0,34,4.82228048979079
3.8,0,35,4.71830836719498
3.8,0,36,4.61184979461091
3.8,0,37,4.50295125557014
3.8,0,38,4.39166075099411
3.8,0,39,4.27802782181883
3.8,0,40,4.16210357335776
3.8,0,41,4.04394070146173
3.8,0,42,3.92359352051614
3.8,0,43,3.80111799329318
3.8,0,44,3.67657176265105
3.8,0,45,3.55001418504131
3.8,0,46,3.42150636575067
3.8,0,47,3.29111119576331
3.8,0,48,3.15889339008474
3.8,0,49,3.0249195273174
3.8,0,50,2.88925809022177
3.8,0,51,2.75197950693428
3.8,0,52,2.61315619244478
3.8,0,53,2.47286258986174
3.8,0,54,2.33117521091243
3.8,0,55,2.18817267503834
3.8,0,56,2.04393574635397
3.8,0,57,1.89854736763886
3.8,0,58,1.75209269043082
3.8,0,59,1.60465910018207
3.8,0,60,1.4563362353318
3.8,0,61,1.30721599903922
3.8,0,62,1.15739256221299
3.8,0,63,1.00696235636748
3.8,0,64,0.85602405473734
3.8,0,65,0.704678539991343
3.8,0,66,0.553028856808637
3.8,0,67,0.401180147519272
3.8,0,68,0.249239568970448
3.8,0,69,0.0973161887649683
3.8,0,70,-0.0544791409654494
3.8,0,71,-0.206033934037504
3.8,0,72,-0.35723424663637
3.8,0,73,-0.507964881230529
3.8,0,74,-0.658109619341859
3.8,0,75,-0.807551484283824
3.8,0,76,-0.956173034673565
3.8,0,77,-1.10385668915453
3.8,0,78,-1.25048508233442
3.8,0,79,-1.39594145144916
3.8,0,80,-1.54011005271054
3.8,0,81,-1.68287660568834
3.8,0,82,-1.8241287634251
3.8,0,83,-1.96375660529441
3.8,0,84,-2.10165314890394
3.8,0,85,-2.23771487663081
3.8,0,86,-2.37184227167552
3.8,0,87,-2.50394035785432
3.8,0,88,-2.63391923673948
3.8,0,89,-2.76169461522596
3.8,0,90,-2.88718831617376
3.8,0,91,-3.01032876446982
3.8,0,92,-3.13105144069004
3.8,0,93,-3.24929929453754
3.8,0,94,-3.36502311039887
3.8,0,95,-3.47818181770143
3.8,0,96,-3.58874273927422
3.8,0,97,-3.69668177160305
3.8,0,98,-3.80198349171932
3.8,0,99,-3.90464118644967
3.8,0,100,-4.00465680085769
3.8,0,101,-4.10204080390117
3.8,0,102,-4.1968119705763
3.8,0,103,-4.28899708109013
3.8,0,104,-4.3786305388611
3.8,0,105,-4.46575391036116
3.8,0,106,-4.55041539095155
3.8,0,107,-4.63266920190308
3.8,0,108,-4.71257492470871
3.8,0,109,-4.79019677957773
3.8,0,110,-4.86560285563833
3.8,0,111,-4.93886430086799
3.8,0,112,-5.01005448012229
3.8,0,113,-5.07924810985532
3.8,0,114,-5.14652037823117
3.8,0,115,-5.21194605933808
3.8,0,116,-5.27559863015369
3.8,0,117,-5.33754939879594
3.8,0,118,-5.39786665245105
3.8,0,119,-5.45661483321875
3.8,0,120,-5.51385374997428
3.8,0,121,-5.56963783423058
3.8,0,122,-5.62401544790196
3.8,0,123,-5.67702825082671
3.8,0,124,-5.72871063589791
3.8,0,125,-5.77908923966879
3.8,0,126,-5.82818253632675
3.8,0,127,-5.8760005229424
3.8,0,128,-5.92254450386769
3.8,0,129,-5.96780698204214
3.8,0,130,-6.0117716647257
3.8,0,131,-6.0544135907635
3.8,0,132,-6.09569938585274
3.8,0,133,-6.13558765137529
3.8,0,134,-6.1740294911349
3.8,0,135,-6.21096917875642
3.8,0,136,-6.24634496653594
3.8,0,137,-6.28009003416216
3.8,0,138,-6.31213357296552
3.8,0,139,-6.34240199822185
3.8,0,140,-6.3708202785972
3.8,0,141,-6.39731336815491
3.8,0,142,-6.42180772257055
3.8,0,143,-6.44423287745621
3.8,0,144,-6.46452306315155
3.8,0,145,-6.48261882717736
3.8,0,146,-6.49846863295964
3.8,0,147,-6.51203040160623
3.8,0,148,-6.52327296262044
3.8,0,149,-6.53217737960629
3.8,0,150,-6.5387381183465
3.8,0,151,-6.54296402715374
3.8,0,152,-6.54487910307601
3.8,0,153,-6.54452302228125
3.8,0,154,-6.54195141859037
3.8,0,155,-6.53723590044971
3.8,0,156,-6.53046380336797
3.8,0,157,-6.52173768169367
3.8,0,158,-6.51117455027616
3.8,0,159,-6.49890489274569
3.8,0,160,-6.48507145860967
3.8,0,161,-6.46982787588315
3.8,0,162,-6.45333710940399
3.8,0,163,-6.43576979724417
3.8,0,164,-6.41730249870582
3.8,0,165,-6.39811588733146
3.8,0,166,-6.37839292126864
3.8,0,167,-6.35831702135589
3.8,0,168,-6.33807028461606
3.8,0,169,-6.31783175764654
3.8,0,170,-6.29777579087661
3.8,0,171,-6.27807049100352
3.8,0,172,-6.25887628528643
3.8,0,173,-6.2403446079093
3.8,0,174,-6.22261671543324
3.8,0,175,-6.20582263552343
3.8,0,176,-6.19008025071012
3.8,0,177,-6.17549451694876
3.8,0,178,-6.16215681518459
3.8,0,179,-6.15014443298056
3.8,0,180,-6.13952017250207
