Phi[deg],Theta[deg],dB(GainTotal)
141,-157,-9.62992
142,-157,-9.60975
143,-157,-9.5907
144,-157,-9.57279
145,-157,-9.55605
146,-157,-9.5405
147,-157,-9.52613
148,-157,-9.51297
149,-157,-9.50102
150,-157,-9.4903
151,-157,-9.4808
152,-157,-9.47253
153,-157,-9.46549
154,-157,-9.45968
155,-157,-9.4551
156,-157,-9.45173
157,-157,-9.44958
158,-157,-9.44863
159,-157,-9.44887
160,-157,-9.45029
161,-157,-9.45288
162,-157,-9.45661
163,-157,-9.46148
164,-157,-9.46746
165,-157,-9.47454
166,-157,-9.48268
167,-157,-9.49187
168,-157,-9.50208
169,-157,-9.51328
170,-157,-9.52545
171,-157,-9.53856
172,-157,-9.55256
173,-157,-9.56745
174,-157,-9.58317
175,-157,-9.59969
176,-157,-9.61699
177,-157,-9.63502
178,-157,-9.65375
179,-157,-9.67313
180,-157,-9.69313
-180,-156,-9.58114
-179,-156,-9.60515
-178,-156,-9.62973
-177,-156,-9.65484
-176,-156,-9.68044
-175,-156,-9.70647
-174,-156,-9.7329
-173,-156,-9.75968
-172,-156,-9.78676
-171,-156,-9.81408
-170,-156,-9.84162
-169,-156,-9.86931
-168,-156,-9.89711
-167,-156,-9.92498
-166,-156,-9.95286
-165,-156,-9.98071
-164,-156,-10.0085
-163,-156,-10.0362
-162,-156,-10.0637
-161,-156,-10.091
-160,-156,-10.1181
-159,-156,-10.1448
-158,-156,-10.1713
-157,-156,-10.1974
-156,-156,-10.2232
-155,-156,-10.2485
-154,-156,-10.2733
-153,-156,-10.2977
-152,-156,-10.3216
-151,-156,-10.3449
-150,-156,-10.3677
-149,-156,-10.3899
-148,-156,-10.4116
-147,-156,-10.4326
-146,-156,-10.453
-145,-156,-10.4729
-144,-156,-10.492
-143,-156,-10.5106
-142,-156,-10.5285
-141,-156,-10.5457
-140,-156,-10.5623
-139,-156,-10.5783
-138,-156,-10.5937
-137,-156,-10.6084
-136,-156,-10.6225
-135,-156,-10.636
-134,-156,-10.6489
-133,-156,-10.6613
-132,-156,-10.6731
-131,-156,-10.6843
-130,-156,-10.695
-129,-156,-10.7052
-128,-156,-10.7149
-127,-156,-10.7241
-126,-156,-10.7329
-125,-156,-10.7413
-124,-156,-10.7492
-123,-156,-10.7568
-122,-156,-10.764
-121,-156,-10.7709
-120,-156,-10.7774
-119,-156,-10.7836
-118,-156,-10.7896
-117,-156,-10.7953
-116,-156,-10.8008
-115,-156,-10.806
-114,-156,-10.811
-113,-156,-10.8159
-112,-156,-10.8206
-111,-156,-10.8251
-110,-156,-10.8295
-109,-156,-10.8338
-108,-156,-10.838
-107,-156,-10.8421
-106,-156,-10.8461
-105,-156,-10.8501
-104,-156,-10.854
-103,-156,-10.8578
-102,-156,-10.8616
-101,-156,-10.8654
-100,-156,-10.8692
-99,-156,-10.8729
-98,-156,-10.8766
-97,-156,-10.8804
-96,-156,-10.8841
-95,-156,-10.8878
-94,-156,-10.8915
-93,-156,-10.8952
-92,-156,-10.8989
-91,-156,-10.9026
-90,-156,-10.9062
-89,-156,-10.9099
-88,-156,-10.9135
-87,-156,-10.9172
-86,-156,-10.9207
-85,-156,-10.9243
-84,-156,-10.9278
-83,-156,-10.9312
-82,-156,-10.9346
-81,-156,-10.9379
-80,-156,-10.9411
-79,-156,-10.9442
-78,-156,-10.9471
-77,-156,-10.95
-76,-156,-10.9526
-75,-156,-10.9551
-74,-156,-10.9574
-73,-156,-10.9595
-72,-156,-10.9614
-71,-156,-10.963
-70,-156,-10.9643
-69,-156,-10.9653
-68,-156,-10.9661
-67,-156,-10.9664
-66,-156,-10.9664
-65,-156,-10.966
-64,-156,-10.9651
-63,-156,-10.9638
-62,-156,-10.962
-61,-156,-10.9597
-60,-156,-10.9568
-59,-156,-10.9534
-58,-156,-10.9494
-57,-156,-10.9447
-56,-156,-10.9394
-55,-156,-10.9334
-54,-156,-10.9267
-53,-156,-10.9193
-52,-156,-10.911
-51,-156,-10.902
-50,-156,-10.8922
-49,-156,-10.8815
-48,-156,-10.87
-47,-156,-10.8576
-46,-156,-10.8443
-45,-156,-10.8301
-44,-156,-10.8149
-43,-156,-10.7988
-42,-156,-10.7818
-41,-156,-10.7638
-40,-156,-10.7449
-39,-156,-10.725
-38,-156,-10.7042
-37,-156,-10.6824
-36,-156,-10.6596
-35,-156,-10.636
-34,-156,-10.6114
-33,-156,-10.5859
-32,-156,-10.5595
-31,-156,-10.5323
-30,-156,-10.5043
-29,-156,-10.4754
-28,-156,-10.4458
-27,-156,-10.4154
-26,-156,-10.3844
-25,-156,-10.3527
-24,-156,-10.3203
-23,-156,-10.2874
-22,-156,-10.254
-21,-156,-10.2201
-20,-156,-10.1857
-19,-156,-10.151
-18,-156,-10.116
-17,-156,-10.0806
-16,-156,-10.0451
-15,-156,-10.0094
-14,-156,-9.97358
-13,-156,-9.93772
-12,-156,-9.90187
-11,-156,-9.86608
-10,-156,-9.83041
-9,-156,-9.79492
-8,-156,-9.75967
-7,-156,-9.72471
-6,-156,-9.6901
-5,-156,-9.65589
-4,-156,-9.62215
-3,-156,-9.58891
-2,-156,-9.55625
-1,-156,-9.5242
0,-156,-9.49281
1,-156,-9.46215
2,-156,-9.43225
3,-156,-9.40316
4,-156,-9.37493
5,-156,-9.34761
6,-156,-9.32122
7,-156,-9.29583
8,-156,-9.27146
9,-156,-9.24815
10,-156,-9.22594
11,-156,-9.20487
12,-156,-9.18497
13,-156,-9.16626
14,-156,-9.14879
15,-156,-9.13257
16,-156,-9.11763
17,-156,-9.10401
18,-156,-9.09171
19,-156,-9.08077
20,-156,-9.07121
21,-156,-9.06303
22,-156,-9.05626
23,-156,-9.05092
24,-156,-9.047
25,-156,-9.04454
26,-156,-9.04352
27,-156,-9.04397
28,-156,-9.04589
29,-156,-9.04927
30,-156,-9.05413
31,-156,-9.06046
32,-156,-9.06826
33,-156,-9.07752
34,-156,-9.08824
35,-156,-9.10041
36,-156,-9.11402
37,-156,-9.12906
38,-156,-9.1455
39,-156,-9.16334
40,-156,-9.18255
41,-156,-9.20311
42,-156,-9.225
43,-156,-9.24818
44,-156,-9.27264
45,-156,-9.29832
46,-156,-9.32521
47,-156,-9.35326
48,-156,-9.38243
49,-156,-9.41267
50,-156,-9.44394
51,-156,-9.47619
52,-156,-9.50936
53,-156,-9.5434
54,-156,-9.57825
55,-156,-9.61384
56,-156,-9.65011
57,-156,-9.68699
58,-156,-9.72441
59,-156,-9.76229
60,-156,-9.80055
61,-156,-9.83911
62,-156,-9.87788
63,-156,-9.91679
64,-156,-9.95572
65,-156,-9.99461
66,-156,-10.0333
67,-156,-10.0718
68,-156,-10.11
69,-156,-10.1476
70,-156,-10.1848
71,-156,-10.2213
72,-156,-10.257
73,-156,-10.2918
74,-156,-10.3257
75,-156,-10.3586
76,-156,-10.3903
77,-156,-10.4207
78,-156,-10.4497
79,-156,-10.4773
80,-156,-10.5034
81,-156,-10.5278
82,-156,-10.5505
83,-156,-10.5714
84,-156,-10.5905
85,-156,-10.6076
86,-156,-10.6228
87,-156,-10.636
88,-156,-10.6471
89,-156,-10.656
90,-156,-10.6629
91,-156,-10.6676
92,-156,-10.6702
93,-156,-10.6706
94,-156,-10.6688
95,-156,-10.665
96,-156,-10.659
97,-156,-10.6509
98,-156,-10.6408
99,-156,-10.6287
100,-156,-10.6147
101,-156,-10.5988
102,-156,-10.5811
103,-156,-10.5617
104,-156,-10.5406
105,-156,-10.518
106,-156,-10.4939
107,-156,-10.4684
108,-156,-10.4416
109,-156,-10.4135
110,-156,-10.3844
111,-156,-10.3543
112,-156,-10.3233
113,-156,-10.2915
114,-156,-10.259
115,-156,-10.2259
116,-156,-10.1923
117,-156,-10.1583
118,-156,-10.124
119,-156,-10.0894
120,-156,-10.0548
121,-156,-10.0202
122,-156,-9.98556
123,-156,-9.95112
124,-156,-9.9169
125,-156,-9.883
126,-156,-9.84949
127,-156,-9.81643
128,-156,-9.78391
129,-156,-9.75198
130,-156,-9.72072
131,-156,-9.69017
132,-156,-9.66041
133,-156,-9.63148
134,-156,-9.60343
135,-156,-9.57631
136,-156,-9.55016
137,-156,-9.52504
138,-156,-9.50096
139,-156,-9.47798
140,-156,-9.45612
141,-156,-9.43541
142,-156,-9.41588
143,-156,-9.39756
144,-156,-9.38046
145,-156,-9.3646
146,-156,-9.35001
147,-156,-9.33669
148,-156,-9.32465
149,-156,-9.31391
150,-156,-9.30448
151,-156,-9.29635
152,-156,-9.28953
153,-156,-9.28402
154,-156,-9.27982
155,-156,-9.27692
156,-156,-9.27533
157,-156,-9.27503
158,-156,-9.27601
159,-156,-9.27826
160,-156,-9.28177
161,-156,-9.28653
162,-156,-9.29251
163,-156,-9.2997
164,-156,-9.30807
165,-156,-9.31762
166,-156,-9.3283
167,-156,-9.34011
168,-156,-9.353
169,-156,-9.36696
170,-156,-9.38195
171,-156,-9.39794
172,-156,-9.4149
173,-156,-9.4328
174,-156,-9.4516
175,-156,-9.47126
176,-156,-9.49174
177,-156,-9.51301
178,-156,-9.53503
179,-156,-9.55775
180,-156,-9.58114
-180,-155,-9.46769
-179,-155,-9.49519
-178,-155,-9.52331
-177,-155,-9.552
-176,-155,-9.58121
-175,-155,-9.61089
-174,-155,-9.64099
-173,-155,-9.67147
-172,-155,-9.70226
-171,-155,-9.73333
-170,-155,-9.76461
-169,-155,-9.79606
-168,-155,-9.82762
-167,-155,-9.85925
-166,-155,-9.89089
-165,-155,-9.92249
-164,-155,-9.95401
-163,-155,-9.98539
-162,-155,-10.0166
-161,-155,-10.0476
-160,-155,-10.0783
-159,-155,-10.1086
-158,-155,-10.1387
-157,-155,-10.1683
-156,-155,-10.1975
-155,-155,-10.2262
-154,-155,-10.2544
-153,-155,-10.2821
-152,-155,-10.3092
-151,-155,-10.3357
-150,-155,-10.3615
-149,-155,-10.3868
-148,-155,-10.4114
-147,-155,-10.4353
-146,-155,-10.4585
-145,-155,-10.481
-144,-155,-10.5028
-143,-155,-10.5239
-142,-155,-10.5442
-141,-155,-10.5639
-140,-155,-10.5828
-139,-155,-10.601
-138,-155,-10.6184
-137,-155,-10.6352
-136,-155,-10.6513
-135,-155,-10.6667
-134,-155,-10.6814
-133,-155,-10.6955
-132,-155,-10.709
-131,-155,-10.7218
-130,-155,-10.734
-129,-155,-10.7457
-128,-155,-10.7568
-127,-155,-10.7674
-126,-155,-10.7774
-125,-155,-10.787
-124,-155,-10.7961
-123,-155,-10.8048
-122,-155,-10.813
-121,-155,-10.8209
-120,-155,-10.8284
-119,-155,-10.8356
-118,-155,-10.8424
-117,-155,-10.8489
-116,-155,-10.8552
-115,-155,-10.8612
-114,-155,-10.8669
-113,-155,-10.8725
-112,-155,-10.8778
-111,-155,-10.883
-110,-155,-10.888
-109,-155,-10.8928
-108,-155,-10.8976
-107,-155,-10.9022
-106,-155,-10.9067
-105,-155,-10.9111
-104,-155,-10.9155
-103,-155,-10.9197
-102,-155,-10.924
-101,-155,-10.9281
-100,-155,-10.9322
-99,-155,-10.9363
-98,-155,-10.9403
-97,-155,-10.9443
-96,-155,-10.9483
-95,-155,-10.9523
-94,-155,-10.9562
-93,-155,-10.9601
-92,-155,-10.964
-91,-155,-10.9678
-90,-155,-10.9717
-89,-155,-10.9754
-88,-155,-10.9792
-87,-155,-10.9829
-86,-155,-10.9865
-85,-155,-10.9901
-84,-155,-10.9936
-83,-155,-10.997
-82,-155,-11.0003
-81,-155,-11.0036
-80,-155,-11.0067
-79,-155,-11.0096
-78,-155,-11.0125
-77,-155,-11.0151
-76,-155,-11.0176
-75,-155,-11.0199
-74,-155,-11.022
-73,-155,-11.0238
-72,-155,-11.0253
-71,-155,-11.0266
-70,-155,-11.0276
-69,-155,-11.0282
-68,-155,-11.0285
-67,-155,-11.0284
-66,-155,-11.0278
-65,-155,-11.0268
-64,-155,-11.0254
-63,-155,-11.0234
-62,-155,-11.021
-61,-155,-11.0179
-60,-155,-11.0142
-59,-155,-11.01
-58,-155,-11.005
-57,-155,-10.9994
-56,-155,-10.993
-55,-155,-10.9859
-54,-155,-10.9781
-53,-155,-10.9693
-52,-155,-10.9598
-51,-155,-10.9494
-50,-155,-10.9381
-49,-155,-10.9258
-48,-155,-10.9126
-47,-155,-10.8985
-46,-155,-10.8833
-45,-155,-10.8672
-44,-155,-10.85
-43,-155,-10.8318
-42,-155,-10.8126
-41,-155,-10.7923
-40,-155,-10.771
-39,-155,-10.7486
-38,-155,-10.7251
-37,-155,-10.7006
-36,-155,-10.6751
-35,-155,-10.6485
-34,-155,-10.621
-33,-155,-10.5924
-32,-155,-10.5629
-31,-155,-10.5324
-30,-155,-10.501
-29,-155,-10.4688
-28,-155,-10.4357
-27,-155,-10.4018
-26,-155,-10.3671
-25,-155,-10.3317
-24,-155,-10.2956
-23,-155,-10.259
-22,-155,-10.2217
-21,-155,-10.1839
-20,-155,-10.1456
-19,-155,-10.107
-18,-155,-10.0679
-17,-155,-10.0286
-16,-155,-9.98908
-15,-155,-9.94936
-14,-155,-9.90953
-13,-155,-9.86965
-12,-155,-9.82978
-11,-155,-9.78999
-10,-155,-9.75033
-9,-155,-9.71087
-8,-155,-9.67167
-7,-155,-9.6328
-6,-155,-9.5943
-5,-155,-9.55625
-4,-155,-9.51869
-3,-155,-9.4817
-2,-155,-9.44531
-1,-155,-9.40959
0,-155,-9.3746
1,-155,-9.34037
2,-155,-9.30697
3,-155,-9.27445
4,-155,-9.24284
5,-155,-9.2122
6,-155,-9.18258
7,-155,-9.15401
8,-155,-9.12653
9,-155,-9.10019
10,-155,-9.07502
11,-155,-9.05106
12,-155,-9.02835
13,-155,-9.00691
14,-155,-8.98677
15,-155,-8.96797
16,-155,-8.95053
17,-155,-8.93448
18,-155,-8.91984
19,-155,-8.90663
20,-155,-8.89487
21,-155,-8.88459
22,-155,-8.87579
23,-155,-8.86849
24,-155,-8.86271
25,-155,-8.85845
26,-155,-8.85573
27,-155,-8.85454
28,-155,-8.85491
29,-155,-8.85682
30,-155,-8.86028
31,-155,-8.8653
32,-155,-8.87186
33,-155,-8.87996
34,-155,-8.8896
35,-155,-8.90076
36,-155,-8.91344
37,-155,-8.92762
38,-155,-8.94329
39,-155,-8.96043
40,-155,-8.97901
41,-155,-8.99902
42,-155,-9.02043
43,-155,-9.0432
44,-155,-9.06732
45,-155,-9.09274
46,-155,-9.11943
47,-155,-9.14736
48,-155,-9.17646
49,-155,-9.20671
50,-155,-9.23806
51,-155,-9.27044
52,-155,-9.30381
53,-155,-9.33811
54,-155,-9.37328
55,-155,-9.40925
56,-155,-9.44595
57,-155,-9.48331
58,-155,-9.52126
59,-155,-9.55972
60,-155,-9.59861
61,-155,-9.63784
62,-155,-9.67732
63,-155,-9.71697
64,-155,-9.75668
65,-155,-9.79637
66,-155,-9.83593
67,-155,-9.87527
68,-155,-9.91427
69,-155,-9.95284
70,-155,-9.99087
71,-155,-10.0282
72,-155,-10.0649
73,-155,-10.1006
74,-155,-10.1354
75,-155,-10.1691
76,-155,-10.2016
77,-155,-10.2329
78,-155,-10.2627
79,-155,-10.291
80,-155,-10.3178
81,-155,-10.3429
82,-155,-10.3663
83,-155,-10.3878
84,-155,-10.4074
85,-155,-10.425
86,-155,-10.4406
87,-155,-10.4541
88,-155,-10.4655
89,-155,-10.4747
90,-155,-10.4817
91,-155,-10.4865
92,-155,-10.489
93,-155,-10.4894
94,-155,-10.4875
95,-155,-10.4834
96,-155,-10.4772
97,-155,-10.4688
98,-155,-10.4583
99,-155,-10.4458
100,-155,-10.4313
101,-155,-10.4149
102,-155,-10.3966
103,-155,-10.3766
104,-155,-10.3548
105,-155,-10.3315
106,-155,-10.3067
107,-155,-10.2804
108,-155,-10.2528
109,-155,-10.224
110,-155,-10.1941
111,-155,-10.1632
112,-155,-10.1314
113,-155,-10.0988
114,-155,-10.0656
115,-155,-10.0317
116,-155,-9.99736
117,-155,-9.96264
118,-155,-9.92765
119,-155,-9.89248
120,-155,-9.85723
121,-155,-9.82199
122,-155,-9.78686
123,-155,-9.75192
124,-155,-9.71726
125,-155,-9.68297
126,-155,-9.64911
127,-155,-9.61577
128,-155,-9.58301
129,-155,-9.55092
130,-155,-9.51954
131,-155,-9.48895
132,-155,-9.45921
133,-155,-9.43036
134,-155,-9.40246
135,-155,-9.37556
136,-155,-9.34971
137,-155,-9.32494
138,-155,-9.3013
139,-155,-9.27882
140,-155,-9.25754
141,-155,-9.23749
142,-155,-9.21869
143,-155,-9.20117
144,-155,-9.18495
145,-155,-9.17005
146,-155,-9.15649
147,-155,-9.14428
148,-155,-9.13343
149,-155,-9.12396
150,-155,-9.11587
151,-155,-9.10916
152,-155,-9.10384
153,-155,-9.09991
154,-155,-9.09737
155,-155,-9.09621
156,-155,-9.09644
157,-155,-9.09803
158,-155,-9.10098
159,-155,-9.10528
160,-155,-9.11092
161,-155,-9.11787
162,-155,-9.12614
163,-155,-9.13568
164,-155,-9.14649
165,-155,-9.15854
166,-155,-9.1718
167,-155,-9.18625
168,-155,-9.20187
169,-155,-9.21862
170,-155,-9.23647
171,-155,-9.25539
172,-155,-9.27535
173,-155,-9.29631
174,-155,-9.31822
175,-155,-9.34107
176,-155,-9.36479
177,-155,-9.38936
178,-155,-9.41473
179,-155,-9.44085
180,-155,-9.46769
-180,-154,-9.35298
-179,-154,-9.38401
-178,-154,-9.41572
-177,-154,-9.44803
-176,-154,-9.48091
-175,-154,-9.5143
-174,-154,-9.54814
-173,-154,-9.58238
-172,-154,-9.61697
-171,-154,-9.65184
-170,-154,-9.68695
-169,-154,-9.72224
-168,-154,-9.75766
-167,-154,-9.79314
-166,-154,-9.82863
-165,-154,-9.86408
-164,-154,-9.89944
-163,-154,-9.93464
-162,-154,-9.96965
-161,-154,-10.0044
-160,-154,-10.0388
-159,-154,-10.0729
-158,-154,-10.1066
-157,-154,-10.1399
-156,-154,-10.1727
-155,-154,-10.2049
-154,-154,-10.2366
-153,-154,-10.2677
-152,-154,-10.2982
-151,-154,-10.328
-150,-154,-10.3571
-149,-154,-10.3855
-148,-154,-10.4131
-147,-154,-10.44
-146,-154,-10.4661
-145,-154,-10.4915
-144,-154,-10.516
-143,-154,-10.5398
-142,-154,-10.5627
-141,-154,-10.5849
-140,-154,-10.6062
-139,-154,-10.6267
-138,-154,-10.6465
-137,-154,-10.6654
-136,-154,-10.6836
-135,-154,-10.701
-134,-154,-10.7177
-133,-154,-10.7336
-132,-154,-10.7488
-131,-154,-10.7634
-130,-154,-10.7772
-129,-154,-10.7905
-128,-154,-10.8031
-127,-154,-10.8151
-126,-154,-10.8265
-125,-154,-10.8374
-124,-154,-10.8478
-123,-154,-10.8576
-122,-154,-10.867
-121,-154,-10.876
-120,-154,-10.8845
-119,-154,-10.8927
-118,-154,-10.9005
-117,-154,-10.9079
-116,-154,-10.9151
-115,-154,-10.9219
-114,-154,-10.9285
-113,-154,-10.9348
-112,-154,-10.9409
-111,-154,-10.9468
-110,-154,-10.9524
-109,-154,-10.9579
-108,-154,-10.9633
-107,-154,-10.9685
-106,-154,-10.9735
-105,-154,-10.9785
-104,-154,-10.9833
-103,-154,-10.9881
-102,-154,-10.9927
-101,-154,-10.9973
-100,-154,-11.0018
-99,-154,-11.0063
-98,-154,-11.0107
-97,-154,-11.015
-96,-154,-11.0192
-95,-154,-11.0235
-94,-154,-11.0276
-93,-154,-11.0317
-92,-154,-11.0358
-91,-154,-11.0398
-90,-154,-11.0437
-89,-154,-11.0476
-88,-154,-11.0514
-87,-154,-11.0552
-86,-154,-11.0588
-85,-154,-11.0624
-84,-154,-11.0659
-83,-154,-11.0692
-82,-154,-11.0725
-81,-154,-11.0756
-80,-154,-11.0786
-79,-154,-11.0814
-78,-154,-11.084
-77,-154,-11.0864
-76,-154,-11.0886
-75,-154,-11.0906
-74,-154,-11.0924
-73,-154,-11.0938
-72,-154,-11.095
-71,-154,-11.0959
-70,-154,-11.0964
-69,-154,-11.0965
-68,-154,-11.0963
-67,-154,-11.0956
-66,-154,-11.0944
-65,-154,-11.0928
-64,-154,-11.0906
-63,-154,-11.0879
-62,-154,-11.0847
-61,-154,-11.0808
-60,-154,-11.0762
-59,-154,-11.071
-58,-154,-11.065
-57,-154,-11.0583
-56,-154,-11.0508
-55,-154,-11.0425
-54,-154,-11.0334
-53,-154,-11.0233
-52,-154,-11.0123
-51,-154,-11.0004
-50,-154,-10.9875
-49,-154,-10.9736
-48,-154,-10.9587
-47,-154,-10.9427
-46,-154,-10.9256
-45,-154,-10.9074
-44,-154,-10.8881
-43,-154,-10.8677
-42,-154,-10.8461
-41,-154,-10.8234
-40,-154,-10.7995
-39,-154,-10.7745
-38,-154,-10.7484
-37,-154,-10.7211
-36,-154,-10.6926
-35,-154,-10.6631
-34,-154,-10.6324
-33,-154,-10.6007
-32,-154,-10.5679
-31,-154,-10.5341
-30,-154,-10.4993
-29,-154,-10.4635
-28,-154,-10.4268
-27,-154,-10.3892
-26,-154,-10.3508
-25,-154,-10.3117
-24,-154,-10.2718
-23,-154,-10.2312
-22,-154,-10.19
-21,-154,-10.1482
-20,-154,-10.106
-19,-154,-10.0633
-18,-154,-10.0202
-17,-154,-9.97684
-16,-154,-9.93322
-15,-154,-9.88941
-14,-154,-9.8455
-13,-154,-9.80154
-12,-154,-9.7576
-11,-154,-9.71375
-10,-154,-9.67006
-9,-154,-9.62659
-8,-154,-9.58341
-7,-154,-9.54058
-6,-154,-9.49818
-5,-154,-9.45625
-4,-154,-9.41487
-3,-154,-9.37409
-2,-154,-9.33397
-1,-154,-9.29457
0,-154,-9.25595
1,-154,-9.21817
2,-154,-9.18127
3,-154,-9.1453
4,-154,-9.11032
5,-154,-9.07638
6,-154,-9.04351
7,-154,-9.01177
8,-154,-8.9812
9,-154,-8.95184
10,-154,-8.92372
11,-154,-8.89688
12,-154,-8.87136
13,-154,-8.84719
14,-154,-8.82441
15,-154,-8.80303
16,-154,-8.7831
17,-154,-8.76462
18,-154,-8.74764
19,-154,-8.73217
20,-154,-8.71822
21,-154,-8.70583
22,-154,-8.695
23,-154,-8.68574
24,-154,-8.67808
25,-154,-8.67202
26,-154,-8.66757
27,-154,-8.66474
28,-154,-8.66353
29,-154,-8.66395
30,-154,-8.66599
31,-154,-8.66965
32,-154,-8.67494
33,-154,-8.68185
34,-154,-8.69036
35,-154,-8.70048
36,-154,-8.71218
37,-154,-8.72545
38,-154,-8.74029
39,-154,-8.75666
40,-154,-8.77455
41,-154,-8.79393
42,-154,-8.81478
43,-154,-8.83707
44,-154,-8.86076
45,-154,-8.88583
46,-154,-8.91223
47,-154,-8.93993
48,-154,-8.96887
49,-154,-8.99902
50,-154,-9.03033
51,-154,-9.06273
52,-154,-9.09618
53,-154,-9.13062
54,-154,-9.16597
55,-154,-9.20218
56,-154,-9.23918
57,-154,-9.27688
58,-154,-9.31523
59,-154,-9.35412
60,-154,-9.39348
61,-154,-9.43323
62,-154,-9.47327
63,-154,-9.5135
64,-154,-9.55384
65,-154,-9.59418
66,-154,-9.63441
67,-154,-9.67444
68,-154,-9.71416
69,-154,-9.75345
70,-154,-9.79221
71,-154,-9.83033
72,-154,-9.86769
73,-154,-9.90419
74,-154,-9.9397
75,-154,-9.97412
76,-154,-10.0073
77,-154,-10.0393
78,-154,-10.0698
79,-154,-10.0987
80,-154,-10.1261
81,-154,-10.1518
82,-154,-10.1757
83,-154,-10.1976
84,-154,-10.2177
85,-154,-10.2357
86,-154,-10.2516
87,-154,-10.2654
88,-154,-10.277
89,-154,-10.2863
90,-154,-10.2935
91,-154,-10.2983
92,-154,-10.3009
93,-154,-10.3011
94,-154,-10.2991
95,-154,-10.2949
96,-154,-10.2884
97,-154,-10.2797
98,-154,-10.2689
99,-154,-10.256
100,-154,-10.2411
101,-154,-10.2242
102,-154,-10.2054
103,-154,-10.1848
104,-154,-10.1625
105,-154,-10.1385
106,-154,-10.113
107,-154,-10.0861
108,-154,-10.0579
109,-154,-10.0285
110,-154,-9.99789
111,-154,-9.96632
112,-154,-9.93386
113,-154,-9.90061
114,-154,-9.86669
115,-154,-9.8322
116,-154,-9.79726
117,-154,-9.76196
118,-154,-9.72642
119,-154,-9.69073
120,-154,-9.65499
121,-154,-9.61931
122,-154,-9.58377
123,-154,-9.54847
124,-154,-9.5135
125,-154,-9.47893
126,-154,-9.44486
127,-154,-9.41135
128,-154,-9.37849
129,-154,-9.34633
130,-154,-9.31496
131,-154,-9.28444
132,-154,-9.25481
133,-154,-9.22615
134,-154,-9.1985
135,-154,-9.17192
136,-154,-9.14645
137,-154,-9.12213
138,-154,-9.09901
139,-154,-9.07712
140,-154,-9.05649
141,-154,-9.03716
142,-154,-9.01916
143,-154,-9.0025
144,-154,-8.98722
145,-154,-8.97334
146,-154,-8.96086
147,-154,-8.94981
148,-154,-8.9402
149,-154,-8.93204
150,-154,-8.92533
151,-154,-8.92008
152,-154,-8.9163
153,-154,-8.91398
154,-154,-8.91313
155,-154,-8.91373
156,-154,-8.91579
157,-154,-8.9193
158,-154,-8.92424
159,-154,-8.93061
160,-154,-8.93839
161,-154,-8.94757
162,-154,-8.95812
163,-154,-8.97004
164,-154,-8.98329
165,-154,-8.99785
166,-154,-9.01371
167,-154,-9.03083
168,-154,-9.04918
169,-154,-9.06874
170,-154,-9.08947
171,-154,-9.11133
172,-154,-9.1343
173,-154,-9.15834
174,-154,-9.1834
175,-154,-9.20945
176,-154,-9.23644
177,-154,-9.26434
178,-154,-9.29309
179,-154,-9.32265
180,-154,-9.35298
-180,-153,-9.2372
-179,-153,-9.2718
-178,-153,-9.30711
-177,-153,-9.34308
-176,-153,-9.37966
-175,-153,-9.41678
-174,-153,-9.4544
-173,-153,-9.49245
-172,-153,-9.53088
-171,-153,-9.56962
-170,-153,-9.60862
-169,-153,-9.64782
-168,-153,-9.68715
-167,-153,-9.72656
-166,-153,-9.76598
-165,-153,-9.80536
-164,-153,-9.84464
-163,-153,-9.88376
-162,-153,-9.92266
-161,-153,-9.96129
-160,-153,-9.99959
-159,-153,-10.0375
-158,-153,-10.075
-157,-153,-10.112
-156,-153,-10.1485
-155,-153,-10.1844
-154,-153,-10.2197
-153,-153,-10.2543
-152,-153,-10.2882
-151,-153,-10.3214
-150,-153,-10.3539
-149,-153,-10.3856
-148,-153,-10.4164
-147,-153,-10.4464
-146,-153,-10.4756
-145,-153,-10.5039
-144,-153,-10.5314
-143,-153,-10.5579
-142,-153,-10.5836
-141,-153,-10.6083
-140,-153,-10.6322
-139,-153,-10.6552
-138,-153,-10.6773
-137,-153,-10.6986
-136,-153,-10.719
-135,-153,-10.7385
-134,-153,-10.7572
-133,-153,-10.7751
-132,-153,-10.7922
-131,-153,-10.8086
-130,-153,-10.8242
-129,-153,-10.8391
-128,-153,-10.8533
-127,-153,-10.8669
-126,-153,-10.8798
-125,-153,-10.8921
-124,-153,-10.9038
-123,-153,-10.915
-122,-153,-10.9257
-121,-153,-10.9358
-120,-153,-10.9455
-119,-153,-10.9548
-118,-153,-10.9637
-117,-153,-10.9721
-116,-153,-10.9803
-115,-153,-10.988
-114,-153,-10.9955
-113,-153,-11.0027
-112,-153,-11.0096
-111,-153,-11.0163
-110,-153,-11.0227
-109,-153,-11.0289
-108,-153,-11.035
-107,-153,-11.0408
-106,-153,-11.0465
-105,-153,-11.0521
-104,-153,-11.0575
-103,-153,-11.0628
-102,-153,-11.0679
-101,-153,-11.073
-100,-153,-11.0779
-99,-153,-11.0828
-98,-153,-11.0876
-97,-153,-11.0922
-96,-153,-11.0968
-95,-153,-11.1013
-94,-153,-11.1057
-93,-153,-11.1101
-92,-153,-11.1143
-91,-153,-11.1185
-90,-153,-11.1225
-89,-153,-11.1265
-88,-153,-11.1304
-87,-153,-11.1341
-86,-153,-11.1378
-85,-153,-11.1413
-84,-153,-11.1447
