"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,0,-180,-20.4521590342684
3.8,0,-179,-19.90308640912
3.8,0,-178,-18.6917101411553
3.8,0,-177,-17.4331970335665
3.8,0,-176,-16.4364993360855
3.8,0,-175,-15.7991216623607
3.8,0,-174,-15.5463907574178
3.8,0,-173,-15.6929608988072
3.8,0,-172,-16.2670729743388
3.8,0,-171,-17.324661706562
3.8,0,-170,-18.962050696408
3.8,0,-169,-21.3063037058045
3.8,0,-168,-24.2588248770335
3.8,0,-167,-25.97609615433
3.8,0,-166,-23.9810247505386
3.8,0,-165,-21.0328273507514
3.8,0,-164,-18.7245972799825
3.8,0,-163,-17.0963149850834
3.8,0,-162,-16.0133952818634
3.8,0,-161,-15.3744064223832
3.8,0,-160,-15.1150058071733
3.8,0,-159,-15.1948923850777
3.8,0,-158,-15.5856398869346
3.8,0,-157,-16.2562471518412
3.8,0,-156,-17.1480044402738
3.8,0,-155,-18.1278057703736
3.8,0,-154,-18.932156556836
3.8,0,-153,-19.214442608773
3.8,0,-152,-18.8202722181061
3.8,0,-151,-17.9600301302087
3.8,0,-150,-16.9645279363509
3.8,0,-149,-16.0502924443808
3.8,0,-148,-15.3086205120578
3.8,0,-147,-14.761884191577
3.8,0,-146,-14.40146678345
3.8,0,-145,-14.204371051604
3.8,0,-144,-14.1386998763329
3.8,0,-143,-14.1646873333197
3.8,0,-142,-14.2352476330459
3.8,0,-141,-14.2990881326032
3.8,0,-140,-14.308397604766
3.8,0,-139,-14.2300561615542
3.8,0,-138,-14.0549241931264
3.8,0,-137,-13.7988267602832
3.8,0,-136,-13.4943248356643
3.8,0,-135,-13.1788635088768
3.8,0,-134,-12.8855282035784
3.8,0,-133,-12.6386390157041
3.8,0,-132,-12.4530201544025
3.8,0,-131,-12.3349449074347
3.8,0,-130,-12.2833567790209
3.8,0,-129,-12.2907534586061
3.8,0,-128,-12.3436663298779
3.8,0,-127,-12.4230145709091
3.8,0,-126,-12.5048631218754
3.8,0,-125,-12.5622459431753
3.8,0,-124,-12.5685329006711
3.8,0,-123,-12.502091657018
3.8,0,-122,-12.3508812877142
3.8,0,-121,-12.1149585008038
3.8,0,-120,-11.8055968849647
3.8,0,-119,-11.4415241199424
3.8,0,-118,-11.0441653722442
3.8,0,-117,-10.6337292561275
3.8,0,-116,-10.226952020113
3.8,0,-115,-9.83635643176864
3.8,0,-114,-9.47047290874537
3.8,0,-113,-9.13449622238538
3.8,0,-112,-8.83103629077483
3.8,0,-111,-8.56079504533634
3.8,0,-110,-8.32311227466139
3.8,0,-109,-8.11637933178966
3.8,0,-108,-7.93834154759785
3.8,0,-107,-7.78631495209243
3.8,0,-106,-7.65734048803365
3.8,0,-105,-7.54829432236202
3.8,0,-104,-7.45596826920645
3.8,0,-103,-7.37713046641835
3.8,0,-102,-7.3085734137072
3.8,0,-101,-7.24715418088644
3.8,0,-100,-7.189829877259
3.8,0,-99,-7.13369020321743
3.8,0,-98,-7.07598798331571
3.8,0,-97,-7.01416793903604
3.8,0,-96,-6.94589355305304
3.8,0,-95,-6.86907166780179
3.8,0,-94,-6.78187441138039
3.8,0,-93,-6.6827581085716
3.8,0,-92,-6.57047896305079
3.8,0,-91,-6.44410543685035
3.8,0,-90,-6.30302736115048
3.8,0,-89,-6.14696186194835
3.8,0,-88,-5.97595617170206
3.8,0,-87,-5.79038734340761
