"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,0,-180,-13.3267521995031
3.8,0,-179,-16.762575784205
3.8,0,-178,-19.8238760404091
3.8,0,-177,-17.67666661
3.8,0,-176,-14.0345441080353
3.8,0,-175,-11.4047410748375
3.8,0,-174,-9.67051929270051
3.8,0,-173,-8.61326960907944
3.8,0,-172,-8.11048601963324
3.8,0,-171,-8.11020534855986
3.8,0,-170,-8.61466992512011
3.8,0,-169,-9.68347331816487
3.8,0,-168,-11.4622900309621
3.8,0,-167,-14.2603330192398
3.8,0,-166,-18.6330902490924
3.8,0,-165,-22.4644399886246
3.8,0,-164,-18.0777473766258
3.8,0,-163,-13.8052821968535
3.8,0,-162,-11.0439331495342
3.8,0,-161,-9.24411459667774
3.8,0,-160,-8.10905095806049
3.8,0,-159,-7.49246568937645
3.8,0,-158,-7.32517877480494
3.8,0,-157,-7.58574374197087
3.8,0,-156,-8.29203807817822
3.8,0,-155,-9.50625857395955
3.8,0,-154,-11.3522522908868
3.8,0,-153,-14.0256933071407
3.8,0,-152,-17.4917332845822
3.8,0,-151,-19.0148918259901
3.8,0,-150,-15.9517348811915
3.8,0,-149,-12.6050600616397
3.8,0,-148,-10.1420359321341
3.8,0,-147,-8.38907544899875
3.8,0,-146,-7.16142908133457
3.8,0,-145,-6.34390321039433
3.8,0,-144,-5.86802609572607
3.8,0,-143,-5.69463150705113
3.8,0,-142,-5.80448318329553
3.8,0,-141,-6.19358982547116
3.8,0,-140,-6.87063926942361
3.8,0,-139,-7.85325010286694
3.8,0,-138,-9.15371604695616
3.8,0,-137,-10.7215664887331
3.8,0,-136,-12.2524483704539
3.8,0,-135,-12.8966191094971
3.8,0,-134,-11.9157790030435
3.8,0,-133,-9.92693400758994
3.8,0,-132,-7.81116884047434
3.8,0,-131,-5.89915794452924
3.8,0,-130,-4.23666860158263
3.8,0,-129,-2.79441208989273
3.8,0,-128,-1.5327762128931
3.8,0,-127,-0.417010713226411
3.8,0,-126,0.580578947377872
3.8,0,-125,1.48143198405463
3.8,0,-124,2.30198812985898
3.8,0,-123,3.05481331711778
3.8,0,-122,3.74950701864591
3.8,0,-121,4.39341621142942
3.8,0,-120,4.99219545775695
3.8,0,-119,5.55024570539539
3.8,0,-118,6.07105601493787
3.8,0,-117,6.55746649381278
3.8,0,-116,7.01186705539641
3.8,0,-115,7.43634430300941
3.8,0,-114,7.8327871302463
3.8,0,-113,8.20296013291855
3.8,0,-112,8.54855249771686
3.8,0,-111,8.87120866012587
3.8,0,-110,9.17254575203838
3.8,0,-109,9.45416173289673
3.8,0,-108,9.71763714383087
3.8,0,-107,9.96453264772745
3.8,0,-106,10.1963839084957
3.8,0,-105,10.4146948991973
3.8,0,-104,10.6209303863858
3.8,0,-103,10.8165080922201
3.8,0,-102,11.0027908643427
3.8,0,-101,11.1810790672343
3.8,0,-100,11.3526033324959
3.8,0,-99,11.5185177573115
3.8,0,-98,11.6798936111206
3.8,0,-97,11.8377135935235
3.8,0,-96,11.9928666767181
3.8,0,-95,12.1461435598212
3.8,0,-94,12.2982327578478
3.8,0,-93,12.4497173433083
3.8,0,-92,12.6010723523928
3.8,0,-91,12.7526628600554
3.8,0,-90,12.9047427188997
3.8,0,-89,13.0574539457398
3.8,0,-88,13.2108267274417
3.8,0,-87,13.3647800045943
3.8,0,-86,13.5191225782502
3.8,0,-85,13.6735546719353
3.8,0,-84,13.8276698688294
3.8,0,-83,13.9809573328457
3.8,0,-82,14.1328042125455
3.8,0,-81,14.28249811853
3.8,0,-80,14.4292295581153
3.8,0,-79,14.5720942055311
3.8,0,-78,14.7100948812371
3.8,0,-77,14.8421431097613
3.8,0,-76,14.9670601211117
3.8,0,-75,15.0835771556008
3.8,0,-74,15.1903349250148
3.8,0,-73,15.2858820735465
3.8,0,-72,15.368672468762
3.8,0,-71,15.4370611349458
3.8,0,-70,15.4892986172115
3.8,0,-69,15.5235235334083
3.8,0,-68,15.5377530306592
3.8,0,-67,15.5298708129526
3.8,0,-66,15.4976123445436
3.8,0,-65,15.4385467609042
3.8,0,-64,15.3500549367129
3.8,0,-63,15.2293030756207
3.8,0,-62,15.0732111154693
3.8,0,-61,14.8784152202999
3.8,0,-60,14.6412237291953
3.8,0,-59,14.3575662979164
3.8,0,-58,14.0229368955298
3.8,0,-57,13.6323333930717
3.8,0,-56,13.1802008926693
3.8,0,-55,12.6603951140914
3.8,0,-54,12.0662010616108
3.8,0,-53,11.3904811527031
3.8,0,-52,10.6261073187729
3.8,0,-51,9.76699628712474
3.8,0,-50,8.8103964297608
3.8,0,-49,7.76168308440953
3.8,0,-48,6.64380137305507
3.8,0,-47,5.51368102069951
3.8,0,-46,4.48288023712156
3.8,0,-45,3.71993830580458
3.8,0,-44,3.38850933551077
3.8,0,-43,3.53001828743199
3.8,0,-42,4.02510491232747
3.8,0,-41,4.69042355412341
3.8,0,-40,5.37859283755285
3.8,0,-39,6.00302946733962
3.8,0,-38,6.5218499425976
3.8,0,-37,6.91820240763826
3.8,0,-36,7.18751781883611
3.8,0,-35,7.33075244264943
3.8,0,-34,7.35116718648475
3.8,0,-33,7.25299018802466
3.8,0,-32,7.04110845522415
3.8,0,-31,6.72143211170064
3.8,0,-30,6.30187141058481
3.8,0,-29,5.79405863026822
3.8,0,-28,5.21604891423726
3.8,0,-27,4.59611796316203
3.8,0,-26,3.97706487147806
3.8,0,-25,3.41855170156598
3.8,0,-24,2.99218969524446
3.8,0,-23,2.76392936105982
3.8,0,-22,2.76740339722562
3.8,0,-21,2.98642458057955
3.8,0,-20,3.3626845925027
3.8,0,-19,3.82115943942458
3.8,0,-18,4.29264019147916
3.8,0,-17,4.72338272999764
3.8,0,-16,5.07493636932783
3.8,0,-15,5.32021925297631
3.8,0,-14,5.43949381324287
3.8,0,-13,5.41753984875776
3.8,0,-12,5.2423328372545
3.8,0,-11,4.90553031130217
3.8,0,-10,4.4057126271583
3.8,0,-9,3.7565799933905
3.8,0,-8,3.00375198793646
3.8,0,-7,2.25170115538574
3.8,0,-6,1.68345068729052
3.8,0,-5,1.5128062343857
3.8,0,-4,1.8347123235082
3.8,0,-3,2.53147382736487
3.8,0,-2,3.37968627513976
3.8,0,-1,4.19421645755461
3.8,0,0,4.86731703671287
3.8,0,1,5.34631089433992
3.8,0,2,5.60686916512962
3.8,0,3,5.63673452607298
3.8,0,4,5.42812571742679
3.8,0,5,4.97613246628224
3.8,0,6,4.2833771136562
3.8,0,7,3.37590670802442
3.8,0,8,2.34152523005214
3.8,0,9,1.39581780071318
3.8,0,10,0.901645980865409
3.8,0,11,1.14171551550897
3.8,0,12,1.99680401714684
3.8,0,13,3.09409980977248
3.8,0,14,4.14384852181259
3.8,0,15,5.00921598060143
3.8,0,16,5.64242748246554
3.8,0,17,6.0322070625972
3.8,0,18,6.17882969317847
3.8,0,19,6.08433730547804
3.8,0,20,5.74975710393958
3.8,0,21,5.17663898060142
3.8,0,22,4.37427004870077
3.8,0,23,3.37866571911972
3.8,0,24,2.29476894140734
3.8,0,25,1.36085699310024
3.8,0,26,0.94132016623175
3.8,0,27,1.2666157902839
3.8,0,28,2.1673225233172
3.8,0,29,3.28096882724019
3.8,0,30,4.34926035121128
3.8,0,31,5.25612396113813
3.8,0,32,5.96451092921161
3.8,0,33,6.46967869457303
3.8,0,34,6.77739404975725
3.8,0,35,6.89519478937626
3.8,0,36,6.82921412637373
3.8,0,37,6.58332653199169
3.8,0,38,6.15950413948003
3.8,0,39,5.55940397856881
3.8,0,40,4.78822196820597
3.8,0,41,3.8633940676867
3.8,0,42,2.83297851065332
3.8,0,43,1.80831253453482
3.8,0,44,0.996595724313558
3.8,0,45,0.659917584214774
3.8,0,46,0.93235251195094
3.8,0,47,1.68604967585719
3.8,0,48,2.66490277561577
3.8,0,49,3.66774388911788
3.8,0,50,4.58965868453219
3.8,0,51,5.38959284402913
3.8,0,52,6.05784577704945
3.8,0,53,6.59786580302707
3.8,0,54,7.01775783823533
3.8,0,55,7.32664244444435
3.8,0,56,7.5332082092731
3.8,0,57,7.645216484476
3.8,0,58,7.6694081450111
3.8,0,59,7.61157356070658
3.8,0,60,7.47668507892576
3.8,0,61,7.2690530913324
3.8,0,62,6.99249535634742
3.8,0,63,6.65052371070524
3.8,0,64,6.24656113635004
3.8,0,65,5.78420913241098
3.8,0,66,5.26759177069051
3.8,0,67,4.70180789599113
3.8,0,68,4.09352285156503
3.8,0,69,3.45171678197132
3.8,0,70,2.78856065495181
3.8,0,71,2.1202875722312
3.8,0,72,1.46774295607255
3.8,0,73,0.856056767483756
3.8,0,74,0.312736807349959
3.8,0,75,-0.13623943628923
3.8,0,76,-0.471771224411746
3.8,0,77,-0.686498223705524
3.8,0,78,-0.786749202496607
3.8,0,79,-0.790459673118993
3.8,0,80,-0.722239623065776
3.8,0,81,-0.60803285287716
3.8,0,82,-0.471250479581434
3.8,0,83,-0.330899701417041
3.8,0,84,-0.201264956485048
3.8,0,85,-0.0924388544699453
3.8,0,86,-0.0111511286217945
3.8,0,87,0.0384166238857791
3.8,0,88,0.0539619030289285
3.8,0,89,0.0345688684089361
3.8,0,90,-0.0196204124241785
3.8,0,91,-0.10759705443796
3.8,0,92,-0.227564628037416
3.8,0,93,-0.376928559926885
3.8,0,94,-0.552214914917014
3.8,0,95,-0.748939081787652
3.8,0,96,-0.961451993708647
3.8,0,97,-1.18280557061975
3.8,0,98,-1.40469930100839
3.8,0,99,-1.61759119334845
3.8,0,100,-1.81106639816382
3.8,0,101,-1.97453564985936
3.8,0,102,-2.09826324039824
3.8,0,103,-2.1745996067937
3.8,0,104,-2.19915722533124
3.8,0,105,-2.17160044305639
3.8,0,106,-2.09579140067816
3.8,0,107,-1.97923801215379
3.8,0,108,-1.83202321487333
3.8,0,109,-1.66553158488846
3.8,0,110,-1.49127715637741
3.8,0,111,-1.3200189694104
3.8,0,112,-1.16121334664096
3.8,0,113,-1.02275492324303
3.8,0,114,-0.910917372299804
3.8,0,115,-0.83040525043141
3.8,0,116,-0.784449216383733
3.8,0,117,-0.774902661081598
3.8,0,118,-0.802321305317607
3.8,0,119,-0.866027012057727
3.8,0,120,-0.964173818422132
3.8,0,121,-1.09384885788498
3.8,0,122,-1.25125242478712
3.8,0,123,-1.43200597720649
3.8,0,124,-1.63162754014816
3.8,0,125,-1.84618356786741
3.8,0,126,-2.07307315018012
3.8,0,127,-2.31183545308004
3.8,0,128,-2.56482004038457
3.8,0,129,-2.83755161639177
3.8,0,130,-3.13866652806548
3.8,0,131,-3.47937191353774
3.8,0,132,-3.87242059602012
3.8,0,133,-4.33053803484992
3.8,0,134,-4.86402720306983
3.8,0,135,-5.47688212933989
3.8,0,136,-6.16022042030934
3.8,0,137,-6.88170754519658
3.8,0,138,-7.57191015834077
