"$Ha [mm]","Length [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
6,20,3.16,-8.15388642503971
6,20,3.17,-8.35907986855201
6,20,3.18,-8.56797567711374
6,20,3.19,-8.78043435052299
6,20,3.2,-8.99629815334046
6,20,3.21,-9.21539611771889
6,20,3.22,-9.43754895596199
6,20,3.23,-9.66257303840588
6,20,3.24,-9.89028268626951
6,20,3.25,-10.1204902218846
6,20,3.26,-10.3530034632838
6,20,3.27,-10.5876206000196
6,20,3.28,-10.8241226077416
6,20,3.29,-11.0622635327836
6,20,3.3,-11.3017591029992
6,20,3.31,-11.5422742067357
6,20,3.32,-11.7834098429618
6,20,3.33,-12.0246901972259
6,20,3.34,-12.2655505518669
6,20,3.35,-12.505326800373
6,20,3.36,-12.7432474033796
6,20,3.37,-12.9784286879277
6,20,3.38,-13.2098744345899
6,20,3.39,-13.436480693765
6,20,3.4,-13.6570466921907
6,20,3.41,-13.8702925012809
6,20,3.42,-14.0748838128836
6,20,3.43,-14.2694636918279
6,20,3.44,-14.4526905586046
6,20,3.45,-14.6232809432477
6,20,3.46,-14.7800548238423
6,20,3.47,-14.9219807332651
6,20,3.48,-15.048217414383
6,20,3.49,-15.1581487430552
6,20,3.5,-15.2514089903994
6,20,3.51,-15.3278962578513
6,20,3.52,-15.3877730026813
6,20,3.53,-15.4314538173162
6,20,3.54,-15.459581834857
6,20,3.55,-15.472996116848
6,20,3.56,-15.4726930023483
6,20,3.57,-15.4597846044565
6,20,3.58,-15.4354574589363
6,20,3.59,-15.4009338502033
6,20,3.6,-15.3574376855517
6,20,3.61,-15.3061660823139
6,20,3.62,-15.248267174422
6,20,3.63,-15.1848240990971
6,20,3.64,-15.1168447197497
6,20,3.65,-15.0452563771604
6,20,3.66,-14.9709048182135
6,20,3.67,-14.8945564015859
6,20,3.68,-14.816902693711
6,20,3.69,-14.7385666213796
6,20,3.7,-14.6601094220433
6,20,3.71,-14.5820377196262
6,20,3.72,-14.5048101497805
6,20,3.73,-14.4288430662944
6,20,3.74,-14.3545149842674
6,20,3.75,-14.2821695593044
6,20,3.76,-14.2121170652158
6,20,3.77,-14.1446345097286
6,20,3.78,-14.0799647064492
6,20,3.79,-14.0183147846311
6,20,3.8,-13.9598547462281
6,20,3.81,-13.9047167517349
6,20,3.82,-13.852995812537
6,20,3.83,-13.8047524687707
6,20,3.84,-13.7600178210475
6,20,3.85,-13.7188009536163
6,20,3.86,-13.6810983506615
6,20,3.87,-13.6469044236857
6,20,3.88,-13.6162218462814
6,20,3.89,-13.5890701799235
6,20,3.9,-13.5654914020397
6,20,3.91,-13.5455514570285
6,20,3.92,-13.5293377397749
6,20,3.93,-13.5169532565247
6,20,3.94,-13.5085088173912
6,20,3.95,-13.504114812019
6,20,3.96,-13.5038738886908
6,20,3.97,-13.5078753433921
6,20,3.98,-13.5161914502533
6,20,3.99,-13.528875518369
6,20,4,-13.5459612342252
6,20,4.01,-13.5674628325055
6,20,4.02,-13.5933757548611
6,20,4.03,-13.6236776156516
6,20,4.04,-13.658329426623
6,20,4.05,-13.6972771054399
6,20,4.06,-13.7404533040339
6,20,4.07,-13.7877795590634
6,20,4.08,-13.8391687118653
6,20,4.09,-13.8945274899448
6,20,4.1,-13.9537591005363
6,20,4.11,-14.0167656665128
6,20,4.12,-14.0834503381605
6,20,4.13,-14.1537189398937
6,20,4.14,-14.227481055264
6,20,4.15,-14.3046505104857
6,20,4.16,-14.385145276622
6,20,4.17,-14.4688868600238
6,20,4.18,-14.5557992730199
6,20,4.19,-14.6458076567179
6,20,4.2,-14.7388365583114
6,20,4.21,-14.8348077583328
6,20,4.22,-14.9336374361182
6,20,4.23,-15.0352324130399
6,20,4.24,-15.1394852805739
6,20,4.25,-15.2462684219362
6,20,4.26,-15.3554272122167
6,20,4.27,-15.4667728916139
6,20,4.28,-15.5800755848198
6,20,4.29,-15.6950576098003
6,20,4.3,-15.8113866940461
6,20,4.31,-15.9286683014539
6,20,4.32,-16.046436322726
6,20,4.33,-16.1641420691296
6,20,4.34,-16.2811426595995
6,20,4.35,-16.3966910226066
6,20,4.36,-16.5099303019267
6,20,4.37,-16.6198951507838
6,20,4.38,-16.7255213098529
6,20,4.39,-16.8256634070445
6,20,4.4,-16.9191196037326
6,20,4.41,-17.0046609153391
6,20,4.42,-17.081062864143
6,20,4.43,-17.1471374494002
6,20,4.44,-17.2017639877973
6,20,4.45,-17.2439179286267
6,20,4.46,-17.2726971113145
6,20,4.47,-17.2873450528653
6,20,4.48,-17.2872707755065
6,20,4.49,-17.2720645176155
6,20,4.5,-17.2415085362099
6,20,4.51,-17.1955822053233
6,20,4.52,-17.134460791374
6,20,4.53,-17.0585076377921
6,20,4.54,-16.9682599617721
6,20,4.55,-16.8644089715611
6,20,4.56,-16.7477754629874
6,20,4.57,-16.6192823751465
6,20,4.58,-16.4799259345524
6,20,4.59,-16.3307469878238
6,20,4.6,-16.1728039397792
6,20,4.61,-16.0071484220971
6,20,4.62,-15.8348044708343
6,20,4.63,-15.6567516390996
6,20,4.64,-15.4739121530887
6,20,4.65,-15.2871419602702
6,20,4.66,-15.0972253286393
6,20,4.67,-14.9048725352333
6,20,4.68,-14.7107201225261
6,20,4.69,-14.5153331908729
6,20,4.7,-14.3192092206474
6,20,4.71,-14.1227829667319
6,20,4.72,-13.9264320301126
6,20,4.73,-13.7304827783619
6,20,4.74,-13.5352163529401
6,20,4.75,-13.3408745627095
6,20,4.76,-13.1476655176414
6,20,4.77,-12.9557689034336
6,20,4.78,-12.7653408365137
6,20,4.79,-12.576518270087
6,20,4.8,-12.3894229462367
6,20,4.81,-12.204164907466
6,20,4.82,-12.0208455943992
6,20,4.83,-11.839560565524
6,20,4.84,-11.6604018806364
6,20,4.85,-11.4834601927691
6,20,4.86,-11.3088265944141
6,20,4.87,-11.136594263288
6,20,4.88,-10.9668599511089
6,20,4.89,-10.7997253561332
6,20,4.9,-10.6352984167311
6,20,4.91,-10.4736945591484
6,20,4.92,-10.3150379278324
6,20,4.93,-10.1594626212187
6,20,4.94,-10.0071139495665
6,20,4.95,-9.85814972414207
6,20,4.96,-9.71274157862305
6,20,4.97,-9.57107631399367
6,20,4.98,-9.43335724755897
6,20,4.99,-9.29980553558329
6,20,5,-9.17066142865435
8,20,2.5,-1.37526848097628
8,20,2.51,-1.4152061976639
8,20,2.52,-1.45631490743364
8,20,2.53,-1.4986234797003
8,20,2.54,-1.54216089631796
8,20,2.55,-1.58695622064092
8,20,2.56,-1.63303856943013
8,20,2.57,-1.68043708854567
8,20,2.58,-1.72918093341946
8,20,2.59,-1.77929925533915
8,20,2.6,-1.8308211945885
8,20,2.61,-1.88377588147781
8,20,2.62,-1.93819244625471
8,20,2.63,-1.99410003880712
8,20,2.64,-2.05152785895171
8,20,2.65,-2.1105051979408
8,20,2.66,-2.1710614916149
8,20,2.67,-2.23322638537737
8,20,2.68,-2.29702981087265
8,20,2.69,-2.36250207391301
8,20,2.7,-2.42967395282735
8,20,2.71,-2.49857680600621
8,20,2.72,-2.56924268700164
8,20,2.73,-2.64170446512311
8,20,2.74,-2.7159959490665
8,20,2.75,-2.79215201074316
8,20,2.76,-2.87020870616023
8,20,2.77,-2.95020338996423
8,20,2.78,-3.0321748201205
8,20,2.79,-3.11616324918271
8,20,2.8,-3.20221049872886
8,20,2.81,-3.2903600138194
8,20,2.82,-3.38065689477731
8,20,2.83,-3.47314790420548
8,20,2.84,-3.56788144793481
8,20,2.85,-3.66490752952471
8,20,2.86,-3.76427767898855
8,20,2.87,-3.86604485755567
8,20,2.88,-3.97026334146049
8,20,2.89,-4.07698858891415
8,20,2.9,-4.18627709550039
8,20,2.91,-4.29818624417888
8,20,2.92,-4.41277415680555
8,20,2.93,-4.53009955452593
8,20,2.94,-4.65022163450413
8,20,2.95,-4.77319997017055
8,20,2.96,-4.89909444147591
8,20,2.97,-5.02796520051899
8,20,2.98,-5.15987267638869
8,20,2.99,-5.294877621171
8,20,3,-5.4330411968951
8,20,3.01,-5.57442510082968
8,20,3.02,-5.7190917241187
8,20,3.03,-5.86710433640629
8,20,3.04,-6.01852728699516
8,20,3.05,-6.17342621135393
8,20,3.06,-6.33186823056139
8,20,3.07,-6.49392213064105
8,20,3.08,-6.65965850873683
8,20,3.09,-6.829149873699
8,20,3.1,-7.00247068980885
8,20,3.11,-7.17969735393693
8,20,3.12,-7.36090809821572
8,20,3.13,-7.54618281209326
8,20,3.14,-7.7356027791868
8,20,3.15,-7.9292503254537
8,20,3.16,-8.12720837565214
8,20,3.17,-8.32955991474003
8,20,3.18,-8.53638734968536
8,20,3.19,-8.74777176512278
8,20,3.2,-8.96379206343877
8,20,3.21,-9.18452397628924
8,20,3.22,-9.41003893035725
8,20,3.23,-9.64040274545516
8,20,3.24,-9.87567413795869
8,20,3.25,-10.1159029970922
8,20,3.26,-10.3611283958045
8,20,3.27,-10.6113762919009
8,20,3.28,-10.8666568687553
8,20,3.29,-11.1269614583845
8,20,3.3,-11.3922589830761
8,20,3.31,-11.6624918454365
8,20,3.32,-11.9375711911781
8,20,3.33,-12.2173714650498
8,20,3.34,-12.5017241792753
8,20,3.35,-12.7904108175072
8,20,3.36,-13.0831548081017
8,20,3.37,-13.3796125217875
8,20,3.38,-13.6793632847826
8,20,3.39,-13.9818984543891
8,20,3.4,-14.286609686256
8,20,3.41,-14.5927766376436
8,20,3.42,-14.8995545057607
8,20,3.43,-15.2059619995984
8,20,3.44,-15.510870588758
8,20,3.45,-15.8129961573849
8,20,3.46,-16.1108944975475
8,20,3.47,-16.40296236947
8,20,3.48,-16.6874460798412
8,20,3.49,-16.9624596047734
8,20,3.5,-17.2260141129934
8,20,3.51,-17.4760602252496
8,20,3.52,-17.7105433982164
8,20,3.53,-17.9274714275362
8,20,3.54,-18.124991311698
8,20,3.55,-18.3014708275786
8,20,3.56,-18.4555784911826
8,20,3.57,-18.5863545372348
8,20,3.58,-18.6932655330002
8,20,3.59,-18.7762364517159
8,20,3.6,-18.8356563887226
8,20,3.61,-18.8723572169087
8,20,3.62,-18.8875677340212
8,20,3.63,-18.8828485962055
8,20,3.64,-18.8600150564763
8,20,3.65,-18.8210550171195
8,20,3.66,-18.7680492552147
8,20,3.67,-18.7030992154964
8,20,3.68,-18.6282659072474
8,20,3.69,-18.5455215840492
8,20,3.7,-18.4567143068786
8,20,3.71,-18.3635443345918
8,20,3.72,-18.2675505751195
8,20,3.73,-18.1701050119
8,20,3.74,-18.0724130050339
8,20,3.75,-17.9755175664392
8,20,3.76,-17.880306053222
8,20,3.77,-17.7875181694133
8,20,3.78,-17.6977546890829
8,20,3.79,-17.6114868935967
8,20,3.8,-17.5290673116732
8,20,3.81,-17.4507428729306
8,20,3.82,-17.3766718754182
8,20,3.83,-17.3069460112216
8,20,3.84,-17.2416178923876
8,20,3.85,-17.1807330208198
8,20,3.86,-17.124363196904
8,20,3.87,-17.0726365647532
8,20,3.88,-17.0257586547386
8,20,3.89,-16.9840195492822
8,20,3.9,-16.9477847342994
8,20,3.91,-16.9174706437783
8,20,3.92,-16.8935092290082
8,20,3.93,-16.876308033263
8,20,3.94,-16.8662127152761
8,20,3.95,-16.8634778833451
8,20,3.96,-16.8682500484196
8,20,3.97,-16.8805641432748
8,20,3.98,-16.9003529070224
8,20,3.99,-16.9274668062492
8,20,4,-16.9617011785789
8,20,4.01,-17.0028269328162
8,20,4.02,-17.0506213201896
8,20,4.03,-17.1048958369177
8,20,4.04,-17.1655190319572
8,20,4.05,-17.2324326898852
8,20,4.06,-17.3056604057654
8,20,4.07,-17.3853079181765
8,20,4.08,-17.4715547642198
8,20,4.09,-17.564636999032
8,20,4.1,-17.6648210760954
8,20,4.11,-17.7723697202561
8,20,4.12,-17.8875018837174
8,20,4.13,-18.01035062227
8,20,4.14,-18.140924643084
8,20,4.15,-18.2790806995537
8,20,4.16,-18.4245140635421
8,20,4.17,-18.5767722243003
8,20,4.18,-18.735292578677
8,20,4.19,-18.8994590025172
8,20,4.2,-19.0686665673761
8,20,4.21,-19.242380313244
8,20,4.22,-19.420174249854
8,20,4.23,-19.6017405927899
8,20,4.24,-19.7868652469008
8,20,4.25,-19.9753717188129
8,20,4.26,-20.1670403073706
8,20,4.27,-20.3615118621837
8,20,4.28,-20.5581858478328
8,20,4.29,-20.7561216925848
8,20,4.3,-20.9539513003798
8,20,4.31,-21.1498097814787
8,20,4.32,-21.3412911670038
8,20,4.33,-21.5254360317249
8,20,4.34,-21.6987581961094
8,20,4.35,-21.8573174268878
8,20,4.36,-21.9968435530769
8,20,4.37,-22.1129138713075
8,20,4.38,-22.2011795754385
8,20,4.39,-22.2576283251307
8,20,4.4,-22.2788602096362
8,20,4.41,-22.2623458054732
8,20,4.42,-22.2066310995647
8,20,4.43,-22.1114575810364
8,20,4.44,-21.9777775085991
8,20,4.45,-21.8076618815421
8,20,4.46,-21.6041171186893
8,20,4.47,-21.3708405208205
8,20,4.48,-21.1119507309223
8,20,4.49,-20.8317271904541
8,20,4.5,-20.5343843195334
8,20,4.51,-20.223895340507
8,20,4.52,-19.9038704628015
8,20,4.53,-19.5774864297732
8,20,4.54,-19.2474597293031
8,20,4.55,-18.9160537066753
8,20,4.56,-18.5851096251721
8,20,4.57,-18.2560926379431
8,20,4.58,-17.9301450948348
8,20,4.59,-17.6081412538064
8,20,4.6,-17.2907390996086
8,20,4.61,-16.9784264819665
8,20,4.62,-16.6715601006224
8,20,4.63,-16.3703969341765
8,20,4.64,-16.075118502632
8,20,4.65,-15.7858488653908
8,20,4.66,-15.5026675118544
8,20,4.67,-15.2256183494216
8,20,4.68,-14.9547158952102
8,20,4.69,-14.6899495954085
8,20,4.7,-14.4312869825686
8,20,4.71,-14.1786761745165
8,20,4.72,-13.932048041583
8,20,4.73,-13.6913182311757
8,20,4.74,-13.4563891406508
8,20,4.75,-13.2271518658762
8,20,4.76,-13.0034881163512
8,20,4.77,-12.7852720705823
8,20,4.78,-12.5723721409093
8,20,4.79,-12.3646526198696
8,20,4.8,-12.161975186723
8,20,4.81,-11.9642002604537
8,20,4.82,-11.771188192942
8,20,4.83,-11.5828003023027
8,20,4.84,-11.398899751318
8,20,4.85,-11.2193522794527
8,20,4.86,-11.0440267992727
8,20,4.87,-10.872795869405
8,20,4.88,-10.705536056701
8,20,4.89,-10.5421282002078
8,20,4.9,-10.3824575890878
8,20,4.91,-10.2264140658977
8,20,4.92,-10.0738920657543
8,20,4.93,-9.92479060096566
8,20,4.94,-9.77901319973289
8,20,4.95,-9.63646780658879
8,20,4.96,-9.49706665134411
8,20,4.97,-9.36072609248259
8,20,4.98,-9.22736644018548
8,20,4.99,-9.09691176347778
8,20,5,-8.96928968536848
