"$Ha [mm]","Length [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
6,28,3.15,-7.69747569714341
6,28,3.16,-7.84538893301197
6,28,3.17,-7.9899363331275
6,28,3.18,-8.13054887239263
6,28,3.19,-8.26666506126093
6,28,3.2,-8.39773706023475
6,28,3.21,-8.52323680498377
6,28,3.22,-8.64266210405508
6,28,3.23,-8.75554271758485
6,28,3.24,-8.86144647773576
6,28,3.25,-8.95998555869895
6,28,3.26,-9.05082303069274
6,28,3.27,-9.13367982056521
6,28,3.28,-9.20834213411892
6,28,3.29,-9.27466926037224
6,28,3.3,-9.33260147549559
6,28,3.31,-9.38216751185132
6,28,3.32,-9.4234907955339
6,28,3.33,-9.45679344616493
6,28,3.34,-9.4823969511018
6,28,3.35,-9.50071854349951
6,28,3.36,-9.51226266960199
6,28,3.37,-9.51760750759754
6,28,3.38,-9.51738720928483
6,28,3.39,-9.51227122665913
6,28,3.4,-9.50294258631113
6,28,3.41,-9.49007714802047
6,28,3.42,-9.47432567932851
6,28,3.43,-9.45630005228921
6,28,3.44,-9.43656416647751
6,28,3.45,-9.41562950205017
6,28,3.46,-9.39395465932897
6,28,3.47,-9.37194792858859
6,28,3.48,-9.34997185788162
6,28,3.49,-9.3283488906861
6,28,3.5,-9.30736734611964
6,28,3.51,-9.28728723565986
6,28,3.52,-9.26834560021198
6,28,3.53,-9.25076118831583
6,28,3.54,-9.23473838243804
6,28,3.55,-9.22047033079574
6,28,3.56,-9.20814127477639
6,28,3.57,-9.19792809021227
6,28,3.58,-9.19000109093142
6,28,3.59,-9.18452417509093
6,28,3.6,-9.18165442481615
6,28,3.61,-9.1815412925755
6,28,3.62,-9.18432551964793
6,28,3.63,-9.19013793144633
6,28,3.64,-9.19909824221834
6,28,3.65,-9.21131398044522
6,28,3.66,-9.22687961968965
6,28,3.67,-9.24587597134585
6,28,3.68,-9.26836986878013
6,28,3.69,-9.29441414888004
6,28,3.7,-9.32404791825573
6,28,3.71,-9.35729707762198
6,28,3.72,-9.3941750689652
6,28,3.73,-9.4346838053053
6,28,3.74,-9.47881474134726
6,28,3.75,-9.52655004419285
6,28,3.76,-9.57786382574032
6,28,3.77,-9.63272340175084
6,28,3.78,-9.69109054627076
6,28,3.79,-9.75292271378083
6,28,3.8,-9.81817420483355
6,28,3.81,-9.88679725388598
6,28,3.82,-9.95874302045678
6,28,3.83,-10.033962466615
6,28,3.84,-10.1124071051581
6,28,3.85,-10.1940296036981
6,28,3.86,-10.2787842302924
6,28,3.87,-10.3666271262926
6,28,3.88,-10.4575163917874
6,28,3.89,-10.5514119684516
6,28,3.9,-10.6482753038439
6,28,3.91,-10.7480687802952
6,28,3.92,-10.8507548905841
6,28,3.93,-10.9562951417312
6,28,3.94,-11.0646486675907
6,28,3.95,-11.1757705306932
6,28,3.96,-11.2896096942279
6,28,3.97,-11.4061066464835
6,28,3.98,-11.5251906629032
6,28,3.99,-11.6467766956419
6,28,4,-11.7707618877694
6,28,4.01,-11.89702171974
6,28,4.02,-12.0254058102721
6,28,4.03,-12.1557334132117
6,28,4.04,-12.2877886771892
6,28,4.05,-12.4213157666824
6,28,4.06,-12.5560139819954
6,28,4.07,-12.691533061618
6,28,4.08,-12.8274689025272
6,28,4.09,-12.9633599899117
6,28,4.1,-13.0986848832184
6,28,4.11,-13.2328611533685
6,28,4.12,-13.3652461963065
6,28,4.13,-13.4951403472391
6,28,4.14,-13.6217926719313
6,28,4.15,-13.744409699719
6,28,4.16,-13.8621671746361
6,28,4.17,-13.9742246332571
6,28,4.18,-14.0797422850381
6,28,4.19,-14.177899311883
6,28,4.2,-14.267912383794
6,28,4.21,-14.3490529920646
6,28,4.22,-14.4206622166373
6,28,4.23,-14.482161826558
6,28,4.24,-14.5330611557842
6,28,4.25,-14.5729599108304
6,28,4.26,-14.6015477847322
6,28,4.27,-14.6186022721241
6,28,4.28,-14.6239862358995
6,28,4.29,-14.6176465025721
6,28,4.3,-14.5996141335976
6,28,4.31,-14.5700062235368
6,28,4.32,-14.5290283529964
6,28,4.33,-14.4769763790696
6,28,4.34,-14.4142361811113
6,28,4.35,-14.3412802747995
6,28,4.36,-14.2586607445833
6,28,4.37,-14.1669985616582
6,28,4.38,-14.0669699009193
6,28,4.39,-13.9592904450883
6,28,4.4,-13.8446988292469
6,28,4.41,-13.7239403505549
6,28,4.42,-13.5977518964107
6,28,4.43,-13.4668487923938
6,28,4.44,-13.3319139968662
6,28,4.45,-13.1935898153922
6,28,4.46,-13.0524721010408
6,28,4.47,-12.9091067564543
6,28,4.48,-12.7639882591401
6,28,4.49,-12.6175598847174
6,28,4.5,-12.470215292761
6,28,4.51,-12.3223011550986
6,28,4.52,-12.1741205369416
6,28,4.53,-12.025936779128
6,28,4.54,-11.877977669281
6,28,4.55,-11.73043972703
6,28,4.56,-11.5834924614012
6,28,4.57,-11.4372824860989
6,28,4.58,-11.2919374006826
6,28,4.59,-11.1475693634032
6,28,4.6,-11.0042782962622
6,28,4.61,-10.8621546770439
6,28,4.62,-10.7212818896967
6,28,4.63,-10.581738126985
6,28,4.64,-10.4435978707188
6,28,4.65,-10.3069330154446
6,28,4.66,-10.1718137459473
6,28,4.67,-10.0383093129828
6,28,4.68,-9.90648885142814
6,28,4.69,-9.77642232341491
6,28,4.7,-9.6481815326582
6,28,4.71,-9.52184096838526
6,28,4.72,-9.39747807000347
6,28,4.73,-9.27517245647064
6,28,4.74,-9.15500380592838
6,28,4.75,-9.03704837853209
6,28,4.76,-8.92137452647654
6,28,4.77,-8.8080377757669
6,28,4.78,-8.69707610203075
6,28,4.79,-8.58850587361357
6,28,4.8,-8.48231869397605
6,28,4.81,-8.37847914740785
6,28,4.82,-8.27692330324091
6,28,4.83,-8.17755778160611
6,28,4.84,-8.08025921634352
6,28,4.85,-7.98487404941363
6,28,4.86,-7.89121874384025
6,28,4.87,-7.79908070377999
6,28,4.88,-7.70822043504657
6,28,4.89,-7.61837574758784
6,28,4.9,-7.52926904208319
6,28,4.91,-7.440618836022
6,28,4.92,-7.35215651203544
6,28,4.93,-7.26364861470757
6,28,4.94,-7.17492371684545
6,28,4.95,-7.08590093630983
6,28,4.96,-6.99661498862604
6,28,4.97,-6.90723105537947
6,28,4.98,-6.8180428732501
6,28,4.99,-6.72945016130598
6,28,5,-6.64191660615501
8,28,2.5,-1.54802174696055
8,28,2.51,-1.60495783956915
8,28,2.52,-1.66327744787768
8,28,2.53,-1.72296422857603
8,28,2.54,-1.784001767694
8,28,2.55,-1.8463735850974
8,28,2.56,-1.91006317072907
8,28,2.57,-1.97505406394817
8,28,2.58,-2.04132998588996
8,28,2.59,-2.1088750331625
8,28,2.6,-2.17767393941292
8,28,2.61,-2.2477124093321
8,28,2.62,-2.31897752751545
8,28,2.63,-2.39145824225248
8,28,2.64,-2.46514592177258
8,28,2.65,-2.5400349777324
8,28,2.66,-2.61612354781356
8,28,2.67,-2.69341422625983
8,28,2.68,-2.77191482810817
8,28,2.69,-2.85163916989238
8,28,2.7,-2.93260784689117
8,28,2.71,-3.01484898476096
8,28,2.72,-3.09839894185474
8,28,2.73,-3.18330293789661
8,28,2.74,-3.2696155851411
8,28,2.75,-3.35740129983414
8,28,2.76,-3.44673457478491
8,28,2.77,-3.53770009816893
8,28,2.78,-3.63039270927304
8,28,2.79,-3.72491718868648
8,28,2.8,-3.82138788833241
8,28,2.81,-3.91992821554274
8,28,2.82,-4.020669994663
8,28,2.83,-4.12375273808735
8,28,2.84,-4.22932286206917
8,28,2.85,-4.3375328689945
8,28,2.86,-4.44854045171981
8,28,2.87,-4.56250725434907
8,28,2.88,-4.67959634585108
8,28,2.89,-4.79996543432408
8,28,2.9,-4.92374685735558
8,28,2.91,-5.05098852681513
8,28,2.92,-5.18149166482973
8,28,2.93,-5.31446860484678
8,28,2.94,-5.44841357271015
8,28,2.95,-5.58296392133655
8,28,2.96,-5.7212146375241
8,28,2.97,-5.86582041794425
8,28,2.98,-6.016334567472
8,28,2.99,-6.17153053331203
8,28,3,-6.33059437285273
8,28,3.01,-6.49303832899125
8,28,3.02,-6.65849354478231
8,28,3.03,-6.8266025858303
8,28,3.04,-6.99697991990782
8,28,3.05,-7.16920683897744
8,28,3.06,-7.3428432516349
8,28,3.07,-7.51744516093987
8,28,3.08,-7.69257847298816
8,28,3.09,-7.86782213455672
8,28,3.1,-8.04275826615072
8,28,3.11,-8.2169525229595
8,28,3.12,-8.38993157770342
8,28,3.13,-8.56116477254256
8,28,3.14,-8.73005436811945
8,28,3.15,-8.89593547833837
8,28,3.16,-9.05808438374757
8,28,3.17,-9.21573295484216
8,28,3.18,-9.36808700544391
8,28,3.19,-9.51434691843727
8,28,3.2,-9.6537293967341
8,28,3.21,-9.78548950461114
8,28,3.22,-9.90894227193804
8,28,3.23,-10.0234831101352
8,28,3.24,-10.1286062224476
8,28,3.25,-10.223920154892
8,28,3.26,-10.3091596749179
8,28,3.27,-10.3841933027065
8,28,3.28,-10.4490260513434
8,28,3.29,-10.5037972334363
8,28,3.3,-10.5487735263132
8,28,3.31,-10.5843378131988
8,28,3.32,-10.6109745935184
8,28,3.33,-10.6292529507431
8,28,3.34,-10.6398081636083
8,28,3.35,-10.6433230435061
8,28,3.36,-10.640509987604
8,28,3.37,-10.6320945728549
8,28,3.38,-10.6188013038822
8,28,3.39,-10.6013418914008
8,28,3.4,-10.5804061990052
8,28,3.41,-10.5566557736796
8,28,3.42,-10.530719685797
8,28,3.43,-10.5031922622375
8,28,3.44,-10.4746322136823
8,28,3.45,-10.4455626416728
8,28,3.46,-10.4164714625682
8,28,3.47,-10.3878118937153
8,28,3.48,-10.3600027909429
8,28,3.49,-10.3334287774991
8,28,3.5,-10.3084402334256
8,28,3.51,-10.2853532984316
8,28,3.52,-10.2644500703939
8,28,3.53,-10.2459791595611
8,28,3.54,-10.2301567005015
8,28,3.55,-10.2171678501534
8,28,3.56,-10.2071687302775
8,28,3.57,-10.2002887197112
8,28,3.58,-10.1966329721944
8,28,3.59,-10.1962850286659
8,28,3.6,-10.1993094039331
8,28,3.61,-10.2057540498379
8,28,3.62,-10.2156526240367
8,28,3.63,-10.2290265202789
8,28,3.64,-10.2458866393783
8,28,3.65,-10.2662348983911
8,28,3.66,-10.29006548852
8,28,3.67,-10.3173659004473
8,28,3.68,-10.3481177400335
8,28,3.69,-10.3822973585832
8,28,3.7,-10.4198763210997
8,28,3.71,-10.4608217339044
8,28,3.72,-10.5050964502857
8,28,3.73,-10.5526591699124
8,28,3.74,-10.603464444891
8,28,3.75,-10.6574626027589
8,28,3.76,-10.7145995944907
8,28,3.77,-10.7748167737908
8,28,3.78,-10.8380506125616
8,28,3.79,-10.9042323564461
8,28,3.8,-10.9732876237087
8,28,3.81,-11.0451359503985
8,28,3.82,-11.1196902846864
8,28,3.83,-11.1968564334615
8,28,3.84,-11.2765324646632
8,28,3.85,-11.3586080694304
8,28,3.86,-11.4429638889344
8,28,3.87,-11.529470811765
8,28,3.88,-11.6179892489535
8,28,3.89,-11.7083683951855
8,28,3.9,-11.8004454864925
8,28,3.91,-11.8940450667355
8,28,3.92,-11.9889782775264
8,28,3.93,-12.0850421888534
8,28,3.94,-12.182019190562
8,28,3.95,-12.279676467927
8,28,3.96,-12.3777655877236
8,28,3.97,-12.4760222243203
8,28,3.98,-12.5741660581651
8,28,3.99,-12.6719008813478
8,28,4,-12.7689149463901
8,28,4.01,-12.8648815946538
8,28,4.02,-12.9594601993788
8,28,4.03,-13.0522974549218
8,28,4.04,-13.1430290378843
8,28,4.05,-13.2312816571342
8,28,4.06,-13.316675498021
8,28,4.07,-13.3988270512979
8,28,4.08,-13.477352299584
8,28,4.09,-13.5518702140839
8,28,4.1,-13.6220064925538
8,28,4.11,-13.687397447315
8,28,4.12,-13.7476939309964
8,28,4.13,-13.8025651694437
8,28,4.14,-13.8517023579057
8,28,4.15,-13.8948218703071
8,28,4.16,-13.9316679341639
8,28,4.17,-13.9620146372144
8,28,4.18,-13.9856671573425
8,28,4.19,-14.0024621452785
8,28,4.2,-14.0122672393142
8,28,4.21,-14.0149797510361
8,28,4.22,-14.0105246276003
8,28,4.23,-13.9988518645234
8,28,4.24,-13.9799336069856
8,28,4.25,-13.9537612295854
8,28,4.26,-13.9203427159481
8,28,4.27,-13.8797006623874
8,28,4.28,-13.8318711972865
8,28,4.29,-13.7769040365027
8,28,4.3,-13.7148637862628
8,28,4.31,-13.6458324661856
8,28,4.32,-13.5699130703067
8,28,4.33,-13.4872338329709
8,28,4.34,-13.3979527419525
8,28,4.35,-13.3022617650508
8,28,4.36,-13.200390245022
8,28,4.37,-13.0926069776698
8,28,4.38,-12.9792206136455
8,28,4.39,-12.860578198483
8,28,4.4,-12.737061861255
8,28,4.41,-12.6090838501693
8,28,4.42,-12.4770802662676
8,28,4.43,-12.3415039449342
8,28,4.44,-12.2028169709605
8,28,4.45,-12.0614832895343
8,28,4.46,-11.9179618049084
8,28,4.47,-11.7727002581589
8,28,4.48,-11.6261300640846
8,28,4.49,-11.4786621813339
8,28,4.5,-11.330684001179
8,28,4.51,-11.1825571755142
8,28,4.52,-11.0346162651135
8,28,4.53,-10.887168072514
8,28,4.54,-10.7404915251462
8,28,4.55,-10.5948379875304
8,28,4.56,-10.4504319006453
8,28,4.57,-10.3074716671044
8,28,4.58,-10.1661307191377
8,28,4.59,-10.0265587207443
8,28,4.6,-9.8888828653022
8,28,4.61,-9.75320923599016
8,28,4.62,-9.61962419974121
8,28,4.63,-9.48819580738749
8,28,4.64,-9.35897517424043
8,28,4.65,-9.23199781720054
8,28,4.66,-9.10728492677351
8,28,4.67,-8.98484455483383
8,28,4.68,-8.86467270112819
8,28,4.69,-8.74675428276542
8,28,4.7,-8.63106397076633
8,28,4.71,-8.51756687574988
8,28,4.72,-8.40621906079608
8,28,4.73,-8.29696785344002
8,28,4.74,-8.18975192090394
8,28,4.75,-8.08450106394442
8,28,4.76,-7.98113567732684
8,28,4.77,-7.87956582438364
8,28,4.78,-7.77968989228662
8,28,4.79,-7.68139286366142
8,28,4.8,-7.58454442862879
8,28,4.81,-7.48899763003603
8,28,4.82,-7.39458985480418
8,28,4.83,-7.30115060993783
8,28,4.84,-7.20852657898305
8,28,4.85,-7.11664802745688
8,28,4.86,-7.02568887242845
8,28,4.87,-6.93642008886917
8,28,4.88,-6.8508791298026
8,28,4.89,-6.77321027829072
8,28,4.9,-6.70930069704148
8,28,4.91,-6.66233696247038
8,28,4.92,-6.62631166311626
8,28,4.93,-6.58899832932951
8,28,4.94,-6.54288842884224
8,28,4.95,-6.48800046035809
8,28,4.96,-6.42741385153579
8,28,4.97,-6.36399913989985
8,28,4.98,-6.29964069715056
8,28,4.99,-6.23542262730737
8,28,5,-6.17193150842266
