"$Ha [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
6,3.84,-6.14835763619812
6,3.85,-6.19844333083622
6,3.86,-6.25350413898838
6,3.87,-6.31370373297794
6,3.88,-6.37918257142063
6,3.89,-6.45005556890798
6,3.9,-6.52641238100482
6,3.91,-6.60832093709347
6,3.92,-6.69583445908698
6,3.93,-6.78900166172816
6,3.94,-6.88787925044993
6,3.95,-6.99254536081064
6,3.96,-7.10311234930677
6,3.97,-7.21973741147166
6,3.98,-7.34262983698159
6,3.99,-7.47205419739736
6,4,-7.60832924779139
6,4.01,-7.75182267647389
6,4.02,-7.90294198648435
6,4.03,-8.06212174188924
6,4.04,-8.22980722622749
6,4.05,-8.40643434134875
6,4.06,-8.59240543652797
6,4.07,-8.78806080807141
6,4.08,-8.99364593226772
6,4.09,-9.20927511838492
6,4.1,-9.43489311100559
6,4.11,-9.67023695366591
6,4.12,-9.91480059586268
6,4.13,-10.1678034908611
6,4.14,-10.428161085227
6,4.15,-10.6944497760799
6,4.16,-10.9648535863949
6,4.17,-11.2370787415859
6,4.18,-11.5082307093987
6,4.19,-11.7746686598437
6,4.2,-12.0318807916079
6,4.21,-12.2744494198977
6,4.22,-12.4961828641213
6,4.23,-12.6904710529292
