"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,90,-180,-17.714378106957
3.8,90,-179,-15.6238465602409
3.8,90,-178,-14.1760335721491
3.8,90,-177,-13.2926240207444
3.8,90,-176,-12.9073053356643
3.8,90,-175,-12.9903704341315
3.8,90,-174,-13.5471631804677
3.8,90,-173,-14.6149932631374
3.8,90,-172,-16.2460738852101
3.8,90,-171,-18.3865280809707
3.8,90,-170,-20.2897599184811
3.8,90,-169,-20.0133196416763
3.8,90,-168,-17.7522471896477
3.8,90,-167,-15.396492076993
3.8,90,-166,-13.5542118391261
3.8,90,-165,-12.2432357121788
3.8,90,-164,-11.3998625473682
3.8,90,-163,-10.9763276496575
3.8,90,-162,-10.9527767391411
3.8,90,-161,-11.3385371464269
3.8,90,-160,-12.1757437216948
3.8,90,-159,-13.5443748444313
3.8,90,-158,-15.5372048615506
3.8,90,-157,-17.9624303878893
3.8,90,-156,-18.9730256284182
3.8,90,-155,-16.5784666541645
3.8,90,-154,-13.2534701544131
3.8,90,-153,-10.4095815642324
3.8,90,-152,-8.10625795687865
3.8,90,-151,-6.21920241517208
3.8,90,-150,-4.64420446111731
3.8,90,-149,-3.30825341078101
3.8,90,-148,-2.16076527980584
3.8,90,-147,-1.16615175562141
3.8,90,-146,-0.298978932584857
3.8,90,-145,0.459115310770106
3.8,90,-144,1.12144211301431
3.8,90,-143,1.69764423279209
3.8,90,-142,2.19468125067187
3.8,90,-141,2.61755289660874
3.8,90,-140,2.96983844532892
3.8,90,-139,3.25409956866878
3.8,90,-138,3.47217809914187
3.8,90,-137,3.6254117051535
3.8,90,-136,3.71478558993132
3.8,90,-135,3.74103501994612
3.8,90,-134,3.70471088670518
3.8,90,-133,3.606218312085
3.8,90,-132,3.44583649636558
3.8,90,-131,3.22372666563752
3.8,90,-130,2.93993424030157
3.8,90,-129,2.59439141916563
3.8,90,-128,2.18692757094735
3.8,90,-127,1.71729768140167
3.8,90,-126,1.18524453230347
3.8,90,-125,0.590619816875066
3.8,90,-124,-0.0663945169261615
3.8,90,-123,-0.78489711155269
3.8,90,-122,-1.56260168082549
3.8,90,-121,-2.39472852586224
3.8,90,-120,-3.27222182262382
3.8,90,-119,-4.17904465265455
3.8,90,-118,-5.08850347538718
3.8,90,-117,-5.95934429002707
3.8,90,-116,-6.73420376235976
3.8,90,-115,-7.34538348400222
3.8,90,-114,-7.73219833380309
3.8,90,-113,-7.86508759849732
