"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.8,20,0,-180,-14.9560305734261
2,3.8,20,0,-179,-16.8688468028054
2,3.8,20,0,-178,-20.0605524837516
2,3.8,20,0,-177,-25.8829288778462
2,3.8,20,0,-176,-27.9346117314017
2,3.8,20,0,-175,-20.1688350133049
2,3.8,20,0,-174,-15.4204160409929
2,3.8,20,0,-173,-12.2131271976221
2,3.8,20,0,-172,-9.83703576271214
2,3.8,20,0,-171,-7.99013677440536
2,3.8,20,0,-170,-6.51905201093943
2,3.8,20,0,-169,-5.33552918524909
2,3.8,20,0,-168,-4.38415488606677
2,3.8,20,0,-167,-3.62786115223549
2,3.8,20,0,-166,-3.0406570885235
2,3.8,20,0,-165,-2.603664935291
2,3.8,20,0,-164,-2.30281347534682
2,3.8,20,0,-163,-2.12742621551693
2,3.8,20,0,-162,-2.06932298160896
2,3.8,20,0,-161,-2.12223201028373
2,3.8,20,0,-160,-2.28139911246233
2,3.8,20,0,-159,-2.54332813929143
2,3.8,20,0,-158,-2.90561384115125
2,3.8,20,0,-157,-3.36684431738701
2,3.8,20,0,-156,-3.92656074118616
2,3.8,20,0,-155,-4.58526977207206
2,3.8,20,0,-154,-5.34451088642138
2,3.8,20,0,-153,-6.2069883003524
2,3.8,20,0,-152,-7.17678699249119
2,3.8,20,0,-151,-8.25970720281347
2,3.8,20,0,-150,-9.46377635069182
2,3.8,20,0,-149,-10.8000405964766
2,3.8,20,0,-148,-12.2838189358812
2,3.8,20,0,-147,-13.9367620525679
2,3.8,20,0,-146,-15.7903943801604
2,3.8,20,0,-145,-17.8925855439675
2,3.8,20,0,-144,-20.3203286830841
2,3.8,20,0,-143,-23.207686657205
2,3.8,20,0,-142,-26.815828087697
2,3.8,20,0,-141,-31.7398694867431
2,3.8,20,0,-140,-39.3091749368649
2,3.8,20,0,-139,-40.0313562960763
2,3.8,20,0,-138,-34.1894416606307
2,3.8,20,0,-137,-30.9561029442127
2,3.8,20,0,-136,-28.9921877303971
2,3.8,20,0,-135,-27.6993168931552
2,3.8,20,0,-134,-26.8093627736118
2,3.8,20,0,-133,-26.1816235933826
2,3.8,20,0,-132,-25.7341239862197
2,3.8,20,0,-131,-25.4160592447781
2,3.8,20,0,-130,-25.1948930512474
2,3.8,20,0,-129,-25.0493960081076
2,3.8,20,0,-128,-24.9653625990738
2,3.8,20,0,-127,-24.9326776596411
2,3.8,20,0,-126,-24.943158117823
2,3.8,20,0,-125,-24.988905882513
2,3.8,20,0,-124,-25.0610478978909
2,3.8,20,0,-123,-25.1488271251012
2,3.8,20,0,-122,-25.239092207577
2,3.8,20,0,-121,-25.3163182992746
2,3.8,20,0,-120,-25.3633396816485
2,3.8,20,0,-119,-25.3629123562057
2,3.8,20,0,-118,-25.2999837189861
2,3.8,20,0,-117,-25.1641626923092
2,3.8,20,0,-116,-24.9515772563018
2,3.8,20,0,-115,-24.6653790040245
2,3.8,20,0,-114,-24.3146858307353
2,3.8,20,0,-113,-23.9124260879465
2,3.8,20,0,-112,-23.4729060676525
2,3.8,20,0,-111,-23.0098060864486
2,3.8,20,0,-110,-22.5349277871064
2,3.8,20,0,-109,-22.0576637259359
2,3.8,20,0,-108,-21.5849833031153
2,3.8,20,0,-107,-21.1217070084911
2,3.8,20,0,-106,-20.6708951761974
2,3.8,20,0,-105,-20.2342456794434
2,3.8,20,0,-104,-19.8124487645343
2,3.8,20,0,-103,-19.4054810316293
2,3.8,20,0,-102,-19.012838476064
2,3.8,20,0,-101,-18.6337162872406
2,3.8,20,0,-100,-18.2671453374216
2,3.8,20,0,-99,-17.9120948930026
2,3.8,20,0,-98,-17.5675496675595
2,3.8,20,0,-97,-17.2325677147357
2,3.8,20,0,-96,-16.9063241786785
2,3.8,20,0,-95,-16.5881446968296
2,3.8,20,0,-94,-16.2775312946226
2,3.8,20,0,-93,-15.9741828928662
2,3.8,20,0,-92,-15.6780120246524
2,3.8,20,0,-91,-15.3891589904892
2,3.8,20,0,-90,-15.1080044359728
2,3.8,20,0,-89,-14.8351811911035
2,3.8,20,0,-88,-14.5715861461267
2,3.8,20,0,-87,-14.3183929424102
2,3.8,20,0,-86,-14.0770663189039
2,3.8,20,0,-85,-13.8493790682723
2,3.8,20,0,-84,-13.637432716112
2,3.8,20,0,-83,-13.4436832349625
2,3.8,20,0,-82,-13.2709733296912
2,3.8,20,0,-81,-13.1225730545859
2,3.8,20,0,-80,-13.0022306814516
2,3.8,20,0,-79,-12.9142356884016
2,3.8,20,0,-78,-12.8634951624024
2,3.8,20,0,-77,-12.8556231068788
2,3.8,20,0,-76,-12.8970375902206
2,3.8,20,0,-75,-12.9950499940392
2,3.8,20,0,-74,-13.1579063221226
2,3.8,20,0,-73,-13.3946857202814
2,3.8,20,0,-72,-13.7148377419418
2,3.8,20,0,-71,-14.1268615770024
2,3.8,20,0,-70,-14.6350153552944
2,3.8,20,0,-69,-15.2316771130809
2,3.8,20,0,-68,-15.8809377280753
2,3.8,20,0,-67,-16.4886855030876
2,3.8,20,0,-66,-16.8693272024668
2,3.8,20,0,-65,-16.7719060363456
2,3.8,20,0,-64,-16.0429264807624
2,3.8,20,0,-63,-14.7796853253315
2,3.8,20,0,-62,-13.23203072009
2,3.8,20,0,-61,-11.614347069339
2,3.8,20,0,-60,-10.0465519381523
2,3.8,20,0,-59,-8.58067200386893
2,3.8,20,0,-58,-7.23407519659922
2,3.8,20,0,-57,-6.00921003656015
2,3.8,20,0,-56,-4.90312074165393
2,3.8,20,0,-55,-3.91167345243039
2,3.8,20,0,-54,-3.03136352093403
2,3.8,20,0,-53,-2.26008415604838
2,3.8,20,0,-52,-1.59748856353625
2,3.8,20,0,-51,-1.04524119146299
2,3.8,20,0,-50,-0.607313774954798
2,3.8,20,0,-49,-0.290437100113447
2,3.8,20,0,-48,-0.104830807901352
2,3.8,20,0,-47,-0.0653981284886038
2,3.8,20,0,-46,-0.193720865982353
2,3.8,20,0,-45,-0.521513707315937
2,3.8,20,0,-44,-1.09694393852484
2,3.8,20,0,-43,-1.99712020527101
2,3.8,20,0,-42,-3.35554129509926
2,3.8,20,0,-41,-5.43217936494519
2,3.8,20,0,-40,-8.8359435890996
2,3.8,20,0,-39,-15.3901299676067
2,3.8,20,0,-38,-16.6275328169911
2,3.8,20,0,-37,-8.06653071474897
2,3.8,20,0,-36,-3.1660705960791
2,3.8,20,0,-35,0.2183882673083
2,3.8,20,0,-34,2.81276262953625
2,3.8,20,0,-33,4.913957850059
2,3.8,20,0,-32,6.6703615045297
2,3.8,20,0,-31,8.16619686225745
2,3.8,20,0,-30,9.45351741495213
2,3.8,20,0,-29,10.5664552112835
2,3.8,20,0,-28,11.5283338078429
2,3.8,20,0,-27,12.3555321150882
2,3.8,20,0,-26,13.0597215112069
2,3.8,20,0,-25,13.6492243661885
2,3.8,20,0,-24,14.1298667138712
2,3.8,20,0,-23,14.505522212639
2,3.8,20,0,-22,14.7784562048913
2,3.8,20,0,-21,14.9495311222264
2,3.8,20,0,-20,15.0183068515867
2,3.8,20,0,-19,14.9830518407949
2,3.8,20,0,-18,14.8406671599884
2,3.8,20,0,-17,14.5865127670716
2,3.8,20,0,-16,14.2141094106526
2,3.8,20,0,-15,13.7146662915681
2,3.8,20,0,-14,13.076345706761
2,3.8,20,0,-13,12.283105279717
2,3.8,20,0,-12,11.3128208048659
2,3.8,20,0,-11,10.134104682674
2,3.8,20,0,-10,8.70057936702655
2,3.8,20,0,-9,6.93971081788369
2,3.8,20,0,-8,4.72852771461446
2,3.8,20,0,-7,1.83189531285058
2,3.8,20,0,-6,-2.29834621919068
2,3.8,20,0,-5,-9.57926583224526
2,3.8,20,0,-4,-22.6533671225926
2,3.8,20,0,-3,-7.59416750103861
2,3.8,20,0,-2,-2.93543524898375
2,3.8,20,0,-1,-0.42290695142812
2,3.8,20,0,0,1.07896735673647
2,3.8,20,0,1,1.95177424174435
2,3.8,20,0,2,2.36345953865794
2,3.8,20,0,3,2.3946444027119
2,3.8,20,0,4,2.07973460813832
2,3.8,20,0,5,1.42105017936349
2,3.8,20,0,6,0.39004665846049
2,3.8,20,0,7,-1.08328676504648
2,3.8,20,0,8,-3.14280521056932
2,3.8,20,0,9,-6.10153615133049
2,3.8,20,0,10,-10.8061265353615
2,3.8,20,0,11,-21.3709676031986
2,3.8,20,0,12,-18.4045271963001
2,3.8,20,0,13,-10.4573032474356
2,3.8,20,0,14,-6.73722564696887
2,3.8,20,0,15,-4.50108885371008
2,3.8,20,0,16,-3.07157013866219
2,3.8,20,0,17,-2.18060362861122
2,3.8,20,0,18,-1.69934125704507
2,3.8,20,0,19,-1.56156446162145
2,3.8,20,0,20,-1.73600377106709
2,3.8,20,0,21,-2.21589035581053
2,3.8,20,0,22,-3.01699312840249
2,3.8,20,0,23,-4.18266176542146
2,3.8,20,0,24,-5.79943360518718
2,3.8,20,0,25,-8.03660483380035
2,3.8,20,0,26,-11.255847471273
2,3.8,20,0,27,-16.3591541388042
2,3.8,20,0,28,-23.6059543208138
2,3.8,20,0,29,-17.7172012282116
2,3.8,20,0,30,-12.5448079781631
2,3.8,20,0,31,-9.46858606864279
2,3.8,20,0,32,-7.44302202404
2,3.8,20,0,33,-6.0513589111153
2,3.8,20,0,34,-5.09731093517956
2,3.8,20,0,35,-4.47516657309491
2,3.8,20,0,36,-4.12310032856637
2,3.8,20,0,37,-4.00350540448761
2,3.8,20,0,38,-4.09374816513229
2,3.8,20,0,39,-4.38156576200027
2,3.8,20,0,40,-4.86282304441007
2,3.8,20,0,41,-5.54064351931417
2,3.8,20,0,42,-6.42544002513027
2,3.8,20,0,43,-7.53545481439577
2,3.8,20,0,44,-8.89686045494196
2,3.8,20,0,45,-10.5398738237137
2,3.8,20,0,46,-12.4771369718799
2,3.8,20,0,47,-14.6151090938012
2,3.8,20,0,48,-16.4909978115979
2,3.8,20,0,49,-17.1087299112567
2,3.8,20,0,50,-16.1371196616918
