"$Ha [mm]","Freq [GHz]","Length [mm]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.8,20,0,-180,-15.7252209615414
2,3.8,20,0,-179,-16.5061011365816
2,3.8,20,0,-178,-17.7292153581073
2,3.8,20,0,-177,-19.5275528587302
2,3.8,20,0,-176,-22.1244486630623
2,3.8,20,0,-175,-25.7191482464748
2,3.8,20,0,-174,-28.4063742486662
2,3.8,20,0,-173,-25.6244195634017
2,3.8,20,0,-172,-21.8806684712747
2,3.8,20,0,-171,-19.1347128375567
2,3.8,20,0,-170,-17.1925540777088
2,3.8,20,0,-169,-15.8312228943356
2,3.8,20,0,-168,-14.9192155845412
2,3.8,20,0,-167,-14.3837725540091
2,3.8,20,0,-166,-14.188884101322
2,3.8,20,0,-165,-14.3254493670518
2,3.8,20,0,-164,-14.8095831447113
2,3.8,20,0,-163,-15.6886728657659
2,3.8,20,0,-162,-17.0597929857122
2,3.8,20,0,-161,-19.116371170743
2,3.8,20,0,-160,-22.2724031194987
2,3.8,20,0,-159,-27.4001555173728
2,3.8,20,0,-158,-30.7118259067147
2,3.8,20,0,-157,-24.4383264184814
2,3.8,20,0,-156,-19.8851144024071
2,3.8,20,0,-155,-16.8494787364636
2,3.8,20,0,-154,-14.6596470813355
2,3.8,20,0,-153,-13.0059796000906
2,3.8,20,0,-152,-11.7287290561336
2,3.8,20,0,-151,-10.7355489718755
2,3.8,20,0,-150,-9.9682674287571
2,3.8,20,0,-149,-9.38777215252455
2,3.8,20,0,-148,-8.9663831929816
2,3.8,20,0,-147,-8.6836661030862
2,3.8,20,0,-146,-8.52396481596191
2,3.8,20,0,-145,-8.47485096239681
2,3.8,20,0,-144,-8.52608345392142
2,3.8,20,0,-143,-8.66885759925139
2,3.8,20,0,-142,-8.89521535870123
2,3.8,20,0,-141,-9.19753745208
2,3.8,20,0,-140,-9.56806722282386
2,3.8,20,0,-139,-9.99843820517772
2,3.8,20,0,-138,-10.4792011601886
2,3.8,20,0,-137,-10.9993794775995
2,3.8,20,0,-136,-11.546129669525
2,3.8,20,0,-135,-12.1046443627335
2,3.8,20,0,-134,-12.6584895615344
2,3.8,20,0,-133,-13.1905693249659
2,3.8,20,0,-132,-13.6847926491993
2,3.8,20,0,-131,-14.1282432954217
2,3.8,20,0,-130,-14.5133054898262
2,3.8,20,0,-129,-14.8390061287921
2,3.8,20,0,-128,-15.111023572496
2,3.8,20,0,-127,-15.340350473058
2,3.8,20,0,-126,-15.5411426508194
2,3.8,20,0,-125,-15.7284900913933
2,3.8,20,0,-124,-15.9166632626707
2,3.8,20,0,-123,-16.1180390841188
2,3.8,20,0,-122,-16.342628744467
2,3.8,20,0,-121,-16.5980012625422
2,3.8,20,0,-120,-16.8893883860833
2,3.8,20,0,-119,-17.2198007326932
2,3.8,20,0,-118,-17.590034018175
2,3.8,20,0,-117,-17.9984787243773
2,3.8,20,0,-116,-18.4406686044184
2,3.8,20,0,-115,-18.9085298643099
2,3.8,20,0,-114,-19.3893563224709
2,3.8,20,0,-113,-19.8646873509326
2,3.8,20,0,-112,-20.309558305197
2,3.8,20,0,-111,-20.6930048730813
2,3.8,20,0,-110,-20.9809633199336
2,3.8,20,0,-109,-21.1421908368617
2,3.8,20,0,-108,-21.1560213497598
2,3.8,20,0,-107,-21.0185272425062
2,3.8,20,0,-106,-20.743452149766
2,3.8,20,0,-105,-20.3573208374202
2,3.8,20,0,-104,-19.8917645663121
2,3.8,20,0,-103,-19.3768811147703
2,3.8,20,0,-102,-18.8375202875084
2,3.8,20,0,-101,-18.2922702916183
2,3.8,20,0,-100,-17.7540456693265
2,3.8,20,0,-99,-17.2312889465652
2,3.8,20,0,-98,-16.7292111290042
2,3.8,20,0,-97,-16.2508339212788
2,3.8,20,0,-96,-15.7977839830647
2,3.8,20,0,-95,-15.3708680679031
2,3.8,20,0,-94,-14.9704793000887
2,3.8,20,0,-93,-14.5968825188792
2,3.8,20,0,-92,-14.2504171863687
2,3.8,20,0,-91,-13.9316466705752
