"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,90.0000000000002,-180,-19.4487028596516
2,3.3,90.0000000000002,-179,-18.5512448184106
2,3.3,90.0000000000002,-178,-18.0561602638907
2,3.3,90.0000000000002,-177,-17.9400369773095
2,3.3,90.0000000000002,-176,-18.2041273308025
2,3.3,90.0000000000002,-175,-18.8780242345565
2,3.3,90.0000000000002,-174,-20.0305452291768
2,3.3,90.0000000000002,-173,-21.795265129393
2,3.3,90.0000000000002,-172,-24.4219720555278
2,3.3,90.0000000000002,-171,-28.273485750631
2,3.3,90.0000000000002,-170,-31.8653824441139
2,3.3,90.0000000000002,-169,-28.9282321579577
2,3.3,90.0000000000002,-168,-24.8259036176971
2,3.3,90.0000000000002,-167,-21.9690330232346
2,3.3,90.0000000000002,-166,-20.0210175736313
2,3.3,90.0000000000002,-165,-18.7052385721584
2,3.3,90.0000000000002,-164,-17.8705856523664
2,3.3,90.0000000000002,-163,-17.4358231807133
2,3.3,90.0000000000002,-162,-17.3601989985994
2,3.3,90.0000000000002,-161,-17.6300997680373
2,3.3,90.0000000000002,-160,-18.2536313283627
2,3.3,90.0000000000002,-159,-19.2585765305124
2,3.3,90.0000000000002,-158,-20.6869036038894
2,3.3,90.0000000000002,-157,-22.5589367190344
2,3.3,90.0000000000002,-156,-24.6912462691108
2,3.3,90.0000000000002,-155,-26.1407318597288
2,3.3,90.0000000000002,-154,-25.5204236154398
2,3.3,90.0000000000002,-153,-23.5245740812646
2,3.3,90.0000000000002,-152,-21.5094452195357
2,3.3,90.0000000000002,-151,-19.8962425864303
2,3.3,90.0000000000002,-150,-18.7088512610038
2,3.3,90.0000000000002,-149,-17.9016363574723
2,3.3,90.0000000000002,-148,-17.4339207490145
2,3.3,90.0000000000002,-147,-17.2821736989729
2,3.3,90.0000000000002,-146,-17.4413729846519
2,3.3,90.0000000000002,-145,-17.9268975271681
2,3.3,90.0000000000002,-144,-18.780745504615
2,3.3,90.0000000000002,-143,-20.0866722938495
2,3.3,90.0000000000002,-142,-22.0051174678949
2,3.3,90.0000000000002,-141,-24.8532649057956
2,3.3,90.0000000000002,-140,-29.1803824275383
2,3.3,90.0000000000002,-139,-32.7985522603805
2,3.3,90.0000000000002,-138,-28.2175917447607
2,3.3,90.0000000000002,-137,-23.6785916438297
2,3.3,90.0000000000002,-136,-20.5379959860937
2,3.3,90.0000000000002,-135,-18.2471489279759
2,3.3,90.0000000000002,-134,-16.4990929607493
2,3.3,90.0000000000002,-133,-15.1296666406843
2,3.3,90.0000000000002,-132,-14.0431678438958
2,3.3,90.0000000000002,-131,-13.1793017102263
2,3.3,90.0000000000002,-130,-12.4976828566318
2,3.3,90.0000000000002,-129,-11.9699402405291
2,3.3,90.0000000000002,-128,-11.5753877540215
2,3.3,90.0000000000002,-127,-11.2985009091205
2,3.3,90.0000000000002,-126,-11.1273712960343
2,3.3,90.0000000000002,-125,-11.0527214030075
2,3.3,90.0000000000002,-124,-11.0672568871532
2,3.3,90.0000000000002,-123,-11.1652313163317
2,3.3,90.0000000000002,-122,-11.3421504380529
2,3.3,90.0000000000002,-121,-11.5945720155228
2,3.3,90.0000000000002,-120,-11.9199740848197
2,3.3,90.0000000000002,-119,-12.3166745420446
2,3.3,90.0000000000002,-118,-12.7837909980014
2,3.3,90.0000000000002,-117,-13.3212331105203
2,3.3,90.0000000000002,-116,-13.9297203778711
2,3.3,90.0000000000002,-115,-14.6108158339664
2,3.3,90.0000000000002,-114,-15.366957686286
2,3.3,90.0000000000002,-113,-16.2014507082417
2,3.3,90.0000000000002,-112,-17.1183337933885
2,3.3,90.0000000000002,-111,-18.1219400215737
2,3.3,90.0000000000002,-110,-19.2157468799277
2,3.3,90.0000000000002,-109,-20.3996459776454
2,3.3,90.0000000000002,-108,-21.6638241734002
2,3.3,90.0000000000002,-107,-22.9759413292921
2,3.3,90.0000000000002,-106,-24.2577174424025
2,3.3,90.0000000000002,-105,-25.3557814039872
2,3.3,90.0000000000002,-104,-26.0471641433301
2,3.3,90.0000000000002,-103,-26.1501155897482
2,3.3,90.0000000000002,-102,-25.6803945311194
