"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,3.3,90.0000000000002,-180,-22.3387016061168
2,3.3,90.0000000000002,-179,-21.8148870503701
2,3.3,90.0000000000002,-178,-21.706130135814
2,3.3,90.0000000000002,-177,-21.980729822076
2,3.3,90.0000000000002,-176,-22.6399993794986
2,3.3,90.0000000000002,-175,-23.7184768301489
2,3.3,90.0000000000002,-174,-25.295925614072
2,3.3,90.0000000000002,-173,-27.5288608302731
2,3.3,90.0000000000002,-172,-30.7158308864387
2,3.3,90.0000000000002,-171,-35.2429153594645
2,3.3,90.0000000000002,-170,-38.2660073370176
2,3.3,90.0000000000002,-169,-34.4094309039041
2,3.3,90.0000000000002,-168,-30.6886890247914
2,3.3,90.0000000000002,-167,-28.2108027665369
2,3.3,90.0000000000002,-166,-26.5455581736447
2,3.3,90.0000000000002,-165,-25.4212826189442
2,3.3,90.0000000000002,-164,-24.6813764568952
2,3.3,90.0000000000002,-163,-24.2259956654754
2,3.3,90.0000000000002,-162,-23.983213755964
2,3.3,90.0000000000002,-161,-23.8948006680122
2,3.3,90.0000000000002,-160,-23.9093915354429
2,3.3,90.0000000000002,-159,-23.9802971787347
2,3.3,90.0000000000002,-158,-24.0667641378211
2,3.3,90.0000000000002,-157,-24.13737130949
2,3.3,90.0000000000002,-156,-24.1734151541192
2,3.3,90.0000000000002,-155,-24.1699138869554
2,3.3,90.0000000000002,-154,-24.1331690898038
2,3.3,90.0000000000002,-153,-24.0759290161979
2,3.3,90.0000000000002,-152,-24.0123636978596
2,3.3,90.0000000000002,-151,-23.9546050690036
2,3.3,90.0000000000002,-150,-23.9113881132946
2,3.3,90.0000000000002,-149,-23.888401360175
2,3.3,90.0000000000002,-148,-23.8896189943884
2,3.3,90.0000000000002,-147,-23.9189255850842
2,3.3,90.0000000000002,-146,-23.981512590957
2,3.3,90.0000000000002,-145,-24.0847173103465
2,3.3,90.0000000000002,-144,-24.2381559967395
2,3.3,90.0000000000002,-143,-24.4531264259983
2,3.3,90.0000000000002,-142,-24.7412426544029
2,3.3,90.0000000000002,-141,-25.1120261765625
2,3.3,90.0000000000002,-140,-25.5686221746572
2,3.3,90.0000000000002,-139,-26.0998960601094
2,3.3,90.0000000000002,-138,-26.6663613706831
2,3.3,90.0000000000002,-137,-27.1795615458541
2,3.3,90.0000000000002,-136,-27.4881433684904
2,3.3,90.0000000000002,-135,-27.4119520143109
2,3.3,90.0000000000002,-134,-26.8510458683019
2,3.3,90.0000000000002,-133,-25.8717229908107
2,3.3,90.0000000000002,-132,-24.6485501624765
2,3.3,90.0000000000002,-131,-23.3469692223922
2,3.3,90.0000000000002,-130,-22.0718031164447
2,3.3,90.0000000000002,-129,-20.8749706801891
2,3.3,90.0000000000002,-128,-19.7766421404493
2,3.3,90.0000000000002,-127,-18.7808563842614
2,3.3,90.0000000000002,-126,-17.8842643322112
2,3.3,90.0000000000002,-125,-17.0805130398657
2,3.3,90.0000000000002,-124,-16.3623205369846
2,3.3,90.0000000000002,-123,-15.7224080263485
2,3.3,90.0000000000002,-122,-15.1538837938196
2,3.3,90.0000000000002,-121,-14.6503699775782
2,3.3,90.0000000000002,-120,-14.2060129417528
2,3.3,90.0000000000002,-119,-13.8154449218276
2,3.3,90.0000000000002,-118,-13.4737292299174
2,3.3,90.0000000000002,-117,-13.1763041559308
2,3.3,90.0000000000002,-116,-12.9189323853942
2,3.3,90.0000000000002,-115,-12.6976587440994
2,3.3,90.0000000000002,-114,-12.5087771661024
2,3.3,90.0000000000002,-113,-12.3488068761614
2,3.3,90.0000000000002,-112,-12.2144773372395
2,3.3,90.0000000000002,-111,-12.1027212662063
2,3.3,90.0000000000002,-110,-12.0106748333072
2,3.3,90.0000000000002,-109,-11.9356839751544
2,3.3,90.0000000000002,-108,-11.8753155519292
2,3.3,90.0000000000002,-107,-11.8273718786672
2,3.3,90.0000000000002,-106,-11.7899069851217
2,3.3,90.0000000000002,-105,-11.761242842415
2,3.3,90.0000000000002,-104,-11.7399837681599
2,3.3,90.0000000000002,-103,-11.725027303076
2,3.3,90.0000000000002,-102,-11.7155700385852
2,3.3,90.0000000000002,-101,-11.7111071375246
2,3.3,90.0000000000002,-100,-11.7114245729648
2,3.3,90.0000000000002,-99,-11.7165833335921
2,3.3,90.0000000000002,-98,-11.7268949115657
2,3.3,90.0000000000002,-97,-11.7428871930675
2,3.3,90.0000000000002,-96,-11.7652592988468
2,3.3,90.0000000000002,-95,-11.7948228493761
2,3.3,90.0000000000002,-94,-11.8324254200219
2,3.3,90.0000000000002,-93,-11.8788494514829
2,3.3,90.0000000000002,-92,-11.9346764327201
2,3.3,90.0000000000002,-91,-12.0001016879475
2,3.3,90.0000000000002,-90,-12.0746797506354
2,3.3,90.0000000000002,-89,-12.1569749992087
2,3.3,90.0000000000002,-88,-12.2440895578306
2,3.3,90.0000000000002,-87,-12.3310464764347
2,3.3,90.0000000000002,-86,-12.4100329560135
2,3.3,90.0000000000002,-85,-12.4695759240609
2,3.3,90.0000000000002,-84,-12.4938544632762
2,3.3,90.0000000000002,-83,-12.4625548782418
2,3.3,90.0000000000002,-82,-12.3518721822708
2,3.3,90.0000000000002,-81,-12.1372375280112
2,3.3,90.0000000000002,-80,-11.7977887701158
