"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,90,-180,-15.2377423353737
2,4.3,90,-179,-14.3781891925088
2,4.3,90,-178,-13.7754471752198
2,4.3,90,-177,-13.4760282267673
2,4.3,90,-176,-13.4910849502783
2,4.3,90,-175,-13.8144356968527
2,4.3,90,-174,-14.4201591958834
2,4.3,90,-173,-15.2405821763727
2,4.3,90,-172,-16.1229384582475
2,4.3,90,-171,-16.7971326313728
2,4.3,90,-170,-16.9742770633493
2,4.3,90,-169,-16.6015313434198
2,4.3,90,-168,-15.9162234823982
2,4.3,90,-167,-15.2005741411713
2,4.3,90,-166,-14.6212462809905
2,4.3,90,-165,-14.2352154954316
2,4.3,90,-164,-14.0321203079724
2,4.3,90,-163,-13.9608792330125
2,4.3,90,-162,-13.9460677673901
2,4.3,90,-161,-13.909130624164
2,4.3,90,-160,-13.7997348799332
2,4.3,90,-159,-13.6223176609953
2,4.3,90,-158,-13.4358406019393
2,4.3,90,-157,-13.3285390834327
2,4.3,90,-156,-13.3915905954664
2,4.3,90,-155,-13.7072332295891
2,4.3,90,-154,-14.3481160108527
2,4.3,90,-153,-15.3730575285626
2,4.3,90,-152,-16.7822312862097
2,4.3,90,-151,-18.3166529559602
2,4.3,90,-150,-19.0299287879355
2,4.3,90,-149,-17.9383177066335
2,4.3,90,-148,-15.7926828583816
2,4.3,90,-147,-13.664658579097
2,4.3,90,-146,-11.9057735300075
2,4.3,90,-145,-10.5483963883536
2,4.3,90,-144,-9.5571333067436
2,4.3,90,-143,-8.89427024386265
2,4.3,90,-142,-8.53220807121282
2,4.3,90,-141,-8.45387287312221
2,4.3,90,-140,-8.65032914888819
2,4.3,90,-139,-9.11628502479429
2,4.3,90,-138,-9.83997194113626
2,4.3,90,-137,-10.7775944676304
2,4.3,90,-136,-11.7936294917377
2,4.3,90,-135,-12.5691189527145
2,4.3,90,-134,-12.6440544858962
2,4.3,90,-133,-11.8377161260644
2,4.3,90,-132,-10.4829477937102
2,4.3,90,-131,-9.00474051272452
2,4.3,90,-130,-7.63329065424904
2,4.3,90,-129,-6.44680188259424
2,4.3,90,-128,-5.45690760340823
2,4.3,90,-127,-4.65262860949035
2,4.3,90,-126,-4.01743956195642
2,4.3,90,-125,-3.53512285257222
2,4.3,90,-124,-3.1914752195707
2,4.3,90,-123,-2.9745594089844
2,4.3,90,-122,-2.87447831121382
2,4.3,90,-121,-2.88301193206034
2,4.3,90,-120,-2.99321923095536
2,4.3,90,-119,-3.19901232522297
2,4.3,90,-118,-3.49466519568307
2,4.3,90,-117,-3.87418649047604
2,4.3,90,-116,-4.33045260173655
2,4.3,90,-115,-4.85396306406409
2,4.3,90,-114,-5.43106700012979
2,4.3,90,-113,-6.04158454094257
2,4.3,90,-112,-6.65606327184953
2,4.3,90,-111,-7.23369669354643
2,4.3,90,-110,-7.72322917424818
2,4.3,90,-109,-8.07001838018905
2,4.3,90,-108,-8.23025444145471
2,4.3,90,-107,-8.18674405629027
2,4.3,90,-106,-7.95547725353346
2,4.3,90,-105,-7.57757858691028
2,4.3,90,-104,-7.10317248208022
2,4.3,90,-103,-6.57778358479407
2,4.3,90,-102,-6.03603637310809
2,4.3,90,-101,-5.50118833317612
2,4.3,90,-100,-4.98732514341737
2,4.3,90,-99,-4.50204057507248
2,4.3,90,-98,-4.04868456643273
2,4.3,90,-97,-3.62798808460927
2,4.3,90,-96,-3.23915191961003
2,4.3,90,-95,-2.88054544830275
2,4.3,90,-94,-2.55014260105247
2,4.3,90,-93,-2.24578745481603
2,4.3,90,-92,-1.96535145056248
2,4.3,90,-91,-1.70682221634468
2,4.3,90,-90,-1.46834928211487
2,4.3,90,-89,-1.24826255404468
2,4.3,90,-88,-1.04507351539841
2,4.3,90,-87,-0.857465481270888
2,4.3,90,-86,-0.684277025347592
2,4.3,90,-85,-0.524481390156829
2,4.3,90,-84,-0.377163958604796
2,4.3,90,-83,-0.241499499551584
2,4.3,90,-82,-0.116730775121765
2,4.3,90,-81,-0.00215012634853932
2,4.3,90,-80,0.102914229276723
2,4.3,90,-79,0.199105311373279
2,4.3,90,-78,0.287035922509974
2,4.3,90,-77,0.367276666478752
2,4.3,90,-76,0.440331707593042
2,4.3,90,-75,0.506601063362748
2,4.3,90,-74,0.566329102563055
2,4.3,90,-73,0.619540159667482
2,4.3,90,-72,0.665963687548962
2,4.3,90,-71,0.704952953975583
2,4.3,90,-70,0.735402640880088
2,4.3,90,-69,0.755671473796671
2,4.3,90,-68,0.763515878788167
2,4.3,90,-67,0.756039475269746
2,4.3,90,-66,0.729661045511883
2,4.3,90,-65,0.680100815619304
2,4.3,90,-64,0.602381972138429
2,4.3,90,-63,0.490841920276228
2,4.3,90,-62,0.339146393422101
2,4.3,90,-61,0.140299555166219
2,4.3,90,-60,-0.11335493674097
2,4.3,90,-59,-0.43014269148479
2,4.3,90,-58,-0.819069850919203
2,4.3,90,-57,-1.2898141814448
2,4.3,90,-56,-1.85264317920292
2,4.3,90,-55,-2.51814529512495
2,4.3,90,-54,-3.29653452494963
2,4.3,90,-53,-4.19603059325045
2,4.3,90,-52,-5.21931013368383
2,4.3,90,-51,-6.3561554134566
2,4.3,90,-50,-7.56954656829422
2,4.3,90,-49,-8.77429669810603
2,4.3,90,-48,-9.82078354466173
2,4.3,90,-47,-10.5266426525087
2,4.3,90,-46,-10.7893390967516
2,4.3,90,-45,-10.6808684196517
2,4.3,90,-44,-10.3900168044605
2,4.3,90,-43,-10.0973540811895
2,4.3,90,-42,-9.91922054257647
2,4.3,90,-41,-9.91393037922295
2,4.3,90,-40,-10.0998176836314
2,4.3,90,-39,-10.4632804029859
2,4.3,90,-38,-10.9539646350097
2,4.3,90,-37,-11.4725527079448
2,4.3,90,-36,-11.8714219601682
2,4.3,90,-35,-12.0052410945561
2,4.3,90,-34,-11.8291668326887
2,4.3,90,-33,-11.4437418980704
2,4.3,90,-32,-11.0263341331241
2,4.3,90,-31,-10.7434350541722
2,4.3,90,-30,-10.7232486129211
2,4.3,90,-29,-11.0737816994561
2,4.3,90,-28,-11.9185509587953
2,4.3,90,-27,-13.4520538035702
2,4.3,90,-26,-16.0608821038201
2,4.3,90,-25,-20.6348652600092
2,4.3,90,-24,-25.7993933737673
2,4.3,90,-23,-19.4092760191899
2,4.3,90,-22,-14.28565465059
2,4.3,90,-21,-11.0415324431052
2,4.3,90,-20,-8.84716976761404
2,4.3,90,-19,-7.35194159088796
2,4.3,90,-18,-6.39518881648591
2,4.3,90,-17,-5.9034209486957
2,4.3,90,-16,-5.85449240796376
2,4.3,90,-15,-6.26796241056904
2,4.3,90,-14,-7.2120504414452
2,4.3,90,-13,-8.83168634979637
2,4.3,90,-12,-11.4145703093936
2,4.3,90,-11,-15.4210945751953
2,4.3,90,-10,-18.890310806883
2,4.3,90,-9,-14.9323306696066
2,4.3,90,-8,-10.6443941316813
2,4.3,90,-7,-7.76998651743756
2,4.3,90,-6,-5.84929415975552
2,4.3,90,-5,-4.60225241125674
2,4.3,90,-4,-3.88938427112948
2,4.3,90,-3,-3.64761594573317
2,4.3,90,-2,-3.86371724102442
2,4.3,90,-1,-4.5686418176466
2,4.3,90,0,-5.84753585198521
2,4.3,90,1,-7.86619819810274
2,4.3,90,2,-10.8733464187427
2,4.3,90,3,-14.4647432877899
2,4.3,90,4,-14.0483096035863
2,4.3,90,5,-10.1487488444117
2,4.3,90,6,-6.97993526094027
2,4.3,90,7,-4.76735973261273
2,4.3,90,8,-3.25969619496321
2,4.3,90,9,-2.29443452087043
2,4.3,90,10,-1.78503220857694
2,4.3,90,11,-1.69448760711469
2,4.3,90,12,-2.02403035459513
2,4.3,90,13,-2.81411366432147
