"$Ha [mm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2,4.3,90,-180,-33.8304527597592
2,4.3,90,-179,-28.1818429830071
2,4.3,90,-178,-24.5705821527174
2,4.3,90,-177,-22.5763106262552
2,4.3,90,-176,-21.6415923872145
2,4.3,90,-175,-21.5509518562167
2,4.3,90,-174,-22.2674962195837
2,4.3,90,-173,-23.8988973151206
2,4.3,90,-172,-26.7285389290125
2,4.3,90,-171,-30.8625612339192
2,4.3,90,-170,-31.6070696761775
2,4.3,90,-169,-27.2587083895171
2,4.3,90,-168,-23.8681757510216
2,4.3,90,-167,-21.7082644463745
2,4.3,90,-166,-20.4263111909443
2,4.3,90,-165,-19.8270098753571
2,4.3,90,-164,-19.8233988522907
2,4.3,90,-163,-20.3991487668943
2,4.3,90,-162,-21.5974612931996
2,4.3,90,-161,-23.5188347177176
2,4.3,90,-160,-26.2431920860354
2,4.3,90,-159,-29.0687399136261
2,4.3,90,-158,-28.8840078092967
2,4.3,90,-157,-26.0908010974528
2,4.3,90,-156,-23.5874136495845
2,4.3,90,-155,-21.8593377885048
2,4.3,90,-154,-20.7916316471591
2,4.3,90,-153,-20.2642269759253
2,4.3,90,-152,-20.1994161573852
2,4.3,90,-151,-20.5472896963857
2,4.3,90,-150,-21.2632725426997
2,4.3,90,-149,-22.26968774509
2,4.3,90,-148,-23.3804295285032
2,4.3,90,-147,-24.2127222948246
2,4.3,90,-146,-24.3164876285437
2,4.3,90,-145,-23.6481302043784
2,4.3,90,-144,-22.6172512442359
2,4.3,90,-143,-21.608494012148
2,4.3,90,-142,-20.8000857522389
2,4.3,90,-141,-20.2386044362867
2,4.3,90,-140,-19.911747786676
2,4.3,90,-139,-19.7778757554403
2,4.3,90,-138,-19.7718097458592
2,4.3,90,-137,-19.8035401038667
2,4.3,90,-136,-19.7645517605749
2,4.3,90,-135,-19.5550676909172
2,4.3,90,-134,-19.126825286617
2,4.3,90,-133,-18.506077615674
