"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,45,69,-12.5025772842158
3.8,45,70,-12.733580632713
3.8,45,71,-12.9921415134898
3.8,45,72,-13.2729492116276
3.8,45,73,-13.5711246066513
3.8,45,74,-13.8821715460468
3.8,45,75,-14.2019416023652
3.8,45,76,-14.5266091572531
3.8,45,77,-14.8526543556266
3.8,45,78,-15.1768519152512
3.8,45,79,-15.4962641201524
3.8,45,80,-15.8082366101214
3.8,45,81,-16.110395827992
3.8,45,82,-16.4006472149632
3.8,45,83,-16.6771734571254
3.8,45,84,-16.9384322827594
3.8,45,85,-17.1831534858803
3.8,45,86,-17.4103350020034
3.8,45,87,-17.6192379834452
3.8,45,88,-17.8093809123444
3.8,45,89,-17.9805328516926
3.8,45,90,-18.1327059725104
3.8,45,91,-18.2661475153937
3.8,45,92,-18.3813313543186
3.8,45,93,-18.478949336865
3.8,45,94,-18.5599025835924
3.8,45,95,-18.625292943965
3.8,45,96,-18.6764148286522
3.8,45,97,-18.7147476679843
3.8,45,98,-18.7419492821649
3.8,45,99,-18.7598504881032
3.8,45,100,-18.7704513079463
3.8,45,101,-18.7759191836292
3.8,45,102,-18.7785896392116
3.8,45,103,-18.7809698691152
3.8,45,104,-18.7857457681522
3.8,45,105,-18.7957929630602
3.8,45,106,-18.8141924622106
3.8,45,107,-18.8442516201546
3.8,45,108,-18.8895312301489
3.8,45,109,-18.9538797287138
3.8,45,110,-19.0414757454992
3.8,45,111,-19.1568805913607
3.8,45,112,-19.3051027911566
3.8,45,113,-19.4916774956356
3.8,45,114,-19.7227646337385
3.8,45,115,-20.0052711144159
3.8,45,116,-20.3470044330081
3.8,45,117,-20.7568679419495
3.8,45,118,-21.245112190027
3.8,45,119,-21.8236626567619
3.8,45,120,-22.5065525869907
3.8,45,121,-23.3105009946848
3.8,45,122,-24.2556892280386
3.8,45,123,-25.366796371456
3.8,45,124,-26.6743148786939
3.8,45,125,-28.2159144355634
3.8,45,126,-30.0364201829714
3.8,45,127,-32.1794827203433
3.8,45,128,-34.6389046013965
3.8,45,129,-37.1398969897279
3.8,45,130,-38.5890459433616
3.8,45,131,-37.7215778859441
3.8,45,132,-35.3580572845821
3.8,45,133,-32.6703997795656
3.8,45,134,-30.0173460437122
3.8,45,135,-27.471723886725
3.8,45,136,-25.0645248988005
3.8,45,137,-22.8191438287241
3.8,45,138,-20.7495776119502
3.8,45,139,-18.8604168378979
3.8,45,140,-17.1496702834002
3.8,45,141,-15.6117879876035
3.8,45,142,-14.2398322990454
3.8,45,143,-13.0267708709296
3.8,45,144,-11.966147803903
3.8,45,145,-11.0523746711425
3.8,45,146,-10.2808053516548
3.8,45,147,-9.64769056124883
3.8,45,148,-9.15006119421695
3.8,45,149,-8.78555909334404
3.8,45,150,-8.5522127899234
3.8,45,151,-8.44813874850422
3.8,45,152,-8.47113226527923
3.8,45,153,-8.61809522114184
3.8,45,154,-8.88423326019652
3.8,45,155,-9.26195433258837
3.8,45,156,-9.73944352456388
3.8,45,157,-10.2990345763827
3.8,45,158,-10.9158296973549
3.8,45,159,-11.5575655975414
3.8,45,160,-12.187228558661
3.8,45,161,-12.7695702385562
3.8,45,162,-13.2805122919597
3.8,45,163,-13.7151860906587
3.8,45,164,-14.0895220195015
3.8,45,165,-14.4342350542333
3.8,45,166,-14.7852397229313
3.8,45,167,-15.1756945170172
3.8,45,168,-15.6321371298069
3.8,45,169,-16.1742964057834
3.8,45,170,-16.8171100928457
3.8,45,171,-17.5736980409585
3.8,45,172,-18.4585504748082
3.8,45,173,-19.4905697639395
3.8,45,174,-20.6958729095626
3.8,45,175,-22.110562036094
3.8,45,176,-23.7841110018162
3.8,45,177,-25.784709314344
3.8,45,178,-28.2091309276462
3.8,45,179,-31.2019210271902
3.8,45,180,-34.9885295642282
