"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,45,166,-37.9426650542079
3.8,45,167,-34.9915386587296
3.8,45,168,-33.238851510325
3.8,45,169,-32.293834901606
3.8,45,170,-31.9914125685626
3.8,45,171,-32.265004536906
3.8,45,172,-33.1005286389335
3.8,45,173,-34.5037916335994
3.8,45,174,-36.4163784996001
3.8,45,175,-38.416328369884
3.8,45,176,-39.3027623093
3.8,45,177,-38.4571995927748
3.8,45,178,-37.0700106723218
3.8,45,179,-36.0654124521892
3.8,45,180,-35.6930761757465
