"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,45,-180,-20.4521590339768
3.8,45,-179,-19.8557277353756
3.8,45,-178,-18.9708318595588
3.8,45,-177,-18.0003800841975
3.8,45,-176,-17.0981823620624
3.8,45,-175,-16.3514285321155
3.8,45,-174,-15.8024135620402
3.8,45,-173,-15.4701633740416
3.8,45,-172,-15.3635752160605
3.8,45,-171,-15.4882461245525
3.8,45,-170,-15.8498152320416
3.8,45,-169,-16.4554830360277
3.8,45,-168,-17.3143802818538
3.8,45,-167,-18.4366711029743
3.8,45,-166,-19.8303112004995
3.8,45,-165,-21.4927367248449
3.8,45,-164,-23.3923180104137
3.8,45,-163,-25.4350428868465
3.8,45,-162,-27.4348823535422
3.8,45,-161,-29.1743847716622
3.8,45,-160,-30.6235603674508
3.8,45,-159,-32.0941202099838
3.8,45,-158,-34.1627371102008
3.8,45,-157,-37.8001983523904
3.8,45,-156,-45.867158754438
3.8,45,-155,-43.1831437990167
3.8,45,-154,-35.1841045621329
3.8,45,-153,-30.8692611056759
3.8,45,-152,-28.0540653828775
3.8,45,-151,-26.0896148628378
3.8,45,-150,-24.702685940617
3.8,45,-149,-23.7525636895135
3.8,45,-148,-23.1575464766087
3.8,45,-147,-22.8664834677237
3.8,45,-146,-22.8456767686329
3.8,45,-145,-23.0718457975454
3.8,45,-144,-23.5274927132729
3.8,45,-143,-24.1967408294294
3.8,45,-142,-25.060107115437
3.8,45,-141,-26.086564637791
3.8,45,-140,-27.2216339863293
3.8,45,-139,-28.3737997345114
3.8,45,-138,-29.412741087253
3.8,45,-137,-30.2058207006886
3.8,45,-136,-30.6948969573607
3.8,45,-135,-30.94349534781
3.8,45,-134,-31.0947326434739
3.8,45,-133,-31.295837149065
3.8,45,-132,-31.6623911113719
3.8,45,-131,-32.2839715204337
3.8,45,-130,-33.2469342704725
3.8,45,-129,-34.665765862585
3.8,45,-128,-36.7358067178343
3.8,45,-127,-39.8548433411643
3.8,45,-126,-44.8728932971611
3.8,45,-125,-48.8894339001273
3.8,45,-124,-42.7625453549921
3.8,45,-123,-38.0766024924723
3.8,45,-122,-34.9593488367153
3.8,45,-121,-32.7007072785977
3.8,45,-120,-30.9732675295766
3.8,45,-119,-29.6085400880582
3.8,45,-118,-28.5088407717222
3.8,45,-117,-27.6121110572089
3.8,45,-116,-26.8760476747274
3.8,45,-115,-26.2701552281902
3.8,45,-114,-25.7714229014661
3.8,45,-113,-25.3618130591818
3.8,45,-112,-25.0267239901749
3.8,45,-111,-24.7540090160071
3.8,45,-110,-24.5333301041503
3.8,45,-109,-24.3557217224275
3.8,45,-108,-24.2132920078669
3.8,45,-107,-24.0990165619366
3.8,45,-106,-24.0065962928517
3.8,45,-105,-23.9303601943426
3.8,45,-104,-23.8651996730664
3.8,45,-103,-23.8065246166429
3.8,45,-102,-23.7502337590469
3.8,45,-101,-23.6926936023627
3.8,45,-100,-23.6307215198457
3.8,45,-99,-23.5615698714416
3.8,45,-98,-23.4829090813082
3.8,45,-97,-23.3928086575062
3.8,45,-96,-23.2897160345472
3.8,45,-95,-23.1724338331336
3.8,45,-94,-23.0400966108732
3.8,45,-93,-22.892148401609
3.8,45,-92,-22.7283223208316
3.8,45,-91,-22.5486232926061
3.8,45,-90,-22.3533145933452
3.8,45,-89,-22.1429084828754
3.8,45,-88,-21.918160774574
3.8,45,-87,-21.6800688434949
3.8,45,-86,-21.4298723269283
3.8,45,-85,-21.1690556590839
