"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
3.8,45,-180,-34.364642199258
3.8,45,-179,-31.8608879028507
3.8,45,-178,-30.1219814447984
3.8,45,-177,-28.9682888376558
3.8,45,-176,-28.3026102545017
3.8,45,-175,-28.0689534454894
3.8,45,-174,-28.2290120988492
3.8,45,-173,-28.7382820628938
3.8,45,-172,-29.505291771875
3.8,45,-171,-30.3222765766126
3.8,45,-170,-30.8256603098583
3.8,45,-169,-30.6946550118571
3.8,45,-168,-30.0117711590262
3.8,45,-167,-29.168853189978
3.8,45,-166,-28.5031386033337
3.8,45,-165,-28.2031168747019
3.8,45,-164,-28.3810731777603
3.8,45,-163,-29.1475868522754
3.8,45,-162,-30.6735952254519
3.8,45,-161,-33.2626292106844
3.8,45,-160,-37.2109263889222
3.8,45,-159,-39.1548416633513
3.8,45,-158,-34.9978786850859
3.8,45,-157,-31.3236915422568
3.8,45,-156,-28.9805249688861
3.8,45,-155,-27.5666076352446
3.8,45,-154,-26.7086882036062
3.8,45,-153,-25.8564695981982
3.8,45,-152,-24.234486929147
3.8,45,-151,-21.5799422013712
3.8,45,-150,-18.4593413724639
3.8,45,-149,-15.4110035564408
3.8,45,-148,-12.6362410140653
3.8,45,-147,-10.1643002767766
3.8,45,-146,-7.97162126013135
3.8,45,-145,-6.02461734648351
3.8,45,-144,-4.29188721027827
3.8,45,-143,-2.74680506770586
3.8,45,-142,-1.36738162252415
3.8,45,-141,-0.13549650417019
3.8,45,-140,0.963890950963217
3.8,45,-139,1.943403264219
3.8,45,-138,2.81376500650806
3.8,45,-137,3.58420315041189
3.8,45,-136,4.26275383100536
3.8,45,-135,4.85649816097906
3.8,45,-134,5.37174475957931
3.8,45,-133,5.81417225164433
3.8,45,-132,6.1889415510126
3.8,45,-131,6.50078517428208
3.8,45,-130,6.75407894892963
3.8,45,-129,6.95290010770084
3.8,45,-128,7.10107475920706
3.8,45,-127,7.20221698918036
3.8,45,-126,7.25976130311591
3.8,45,-125,7.27698971582235
3.8,45,-124,7.2570544888762
3.8,45,-123,7.20299728622607
3.8,45,-122,7.11776534200852
3.8,45,-121,7.0042250992342
3.8,45,-120,6.86517367343461
3.8,45,-119,6.70334841440259
3.8,45,-118,6.52143477653075
3.8,45,-117,6.3220726600555
3.8,45,-116,6.10786134884271
3.8,45,-115,5.88136314300279
3.8,45,-114,5.64510576489218
3.8,45,-113,5.40158360358091
3.8,45,-112,5.15325785451897
3.8,45,-111,4.90255560693855
3.8,45,-110,4.65186793062284
3.8,45,-109,4.40354701525169
3.8,45,-108,4.1599024188617
3.8,45,-107,3.92319648635276
3.8,45,-106,3.69563900382027
3.8,45,-105,3.47938115927176
3.8,45,-104,3.27650888458735
3.8,45,-103,3.08903565712364
3.8,45,-102,2.91889484201373
3.8,45,-101,2.76793165800492
3.8,45,-100,2.63789485078709
3.8,45,-99,2.53042815852753
3.8,45,-98,2.44706165519458
3.8,45,-97,2.38920305876345
3.8,45,-96,2.35812909412899
3.8,45,-95,2.35497700504617
3.8,45,-94,2.38073631610635
3.8,45,-93,2.43624095483799
3.8,45,-92,2.52216185536172
3.8,45,-91,2.63900017804772
3.8,45,-90,2.78708129320452
3.8,45,-89,2.96654968929342
3.8,45,-88,3.17736497532949
3.8,45,-87,3.41929915046604
3.8,45,-86,3.69193530867087
3.8,45,-85,3.99466793059197
3.8,45,-84,4.32670488660935
3.8,45,-83,4.68707123422697
3.8,45,-82,5.07461484033274
3.8,45,-81,5.48801379692269
3.8,45,-80,5.92578553150312
3.8,45,-79,6.38629744542951
3.8,45,-78,6.86777885023364
3.8,45,-77,7.36833391863507
3.8,45,-76,7.88595532765861
3.8,45,-75,8.41853824891732
3.8,45,-74,8.96389433679356
3.8,45,-73,9.51976537832938
3.8,45,-72,10.0838362969338
3.8,45,-71,10.653747242169
3.8,45,-70,11.2271045458585
3.8,45,-69,11.8014903763549
3.8,45,-68,12.3744709740881
3.8,45,-67,12.9436033991454
3.8,45,-66,13.5064407630812
3.8,45,-65,14.0605359507253
3.8,45,-64,14.603443862566
3.8,45,-63,15.132722224108
3.8,45,-62,15.6459310157268
3.8,45,-61,16.1406305755528
3.8,45,-60,16.6143784195408
3.8,45,-59,17.0647248078341
3.8,45,-58,17.48920706536
3.8,45,-57,17.8853426376076
3.8,45,-56,18.2506208296824
3.8,45,-55,18.5824931375195
3.8,45,-54,18.8783620335612
3.8,45,-53,19.1355680135863
3.8,45,-52,19.3513746442432
3.8,45,-51,19.5229512686463
3.8,45,-50,19.6473529251929
3.8,45,-49,19.7214969056905
3.8,45,-48,19.7421352133927
3.8,45,-47,19.7058219662667
3.8,45,-46,19.6088745068646
3.8,45,-45,19.4473266005297
3.8,45,-44,19.2168715892334
3.8,45,-43,18.9127926616292
3.8,45,-42,18.5298764152203
3.8,45,-41,18.0623044938993
3.8,45,-40,17.5035160829563
3.8,45,-39,16.8460311185627
3.8,45,-38,16.0812197135328
3.8,45,-37,15.1989966856542
3.8,45,-36,14.1874098056588
3.8,45,-35,13.0320740626234
3.8,45,-34,11.7153776503584
3.8,45,-33,10.2153408798892
3.8,45,-32,8.50393277330246
3.8,45,-31,6.54451567711361
3.8,45,-30,4.28784931275004
3.8,45,-29,1.66567341889137
3.8,45,-28,-1.41969558838796
3.8,45,-27,-5.11116052985843
3.8,45,-26,-9.61013374118607
3.8,45,-25,-15.0939140514645
3.8,45,-24,-20.9442541388276
3.8,45,-23,-24.9012016291928
3.8,45,-22,-28.6542395467323
3.8,45,-21,-26.3703346592956
3.8,45,-20,-18.8050057914514
3.8,45,-19,-13.8212454157901
